0,1,2,3,4,5,6,7,8,9,target
5,8,13,12,3,4,5,13,22,0,0
8,6,2,25,12,5,5,15,21,0,0
19,15,19,27,19,5,22,28,19,6,0
13,9,27,21,5,8,9,15,19,4,0
7,17,12,4,3,9,1,5,14,20,0
6,2,9,24,6,4,4,13,24,1,0
6,9,12,7,1,8,9,2,19,2,0
5,3,11,9,6,11,5,3,22,8,0
8,12,8,9,3,5,4,18,26,24,0
8,12,7,6,3,17,10,3,25,6,0
13,15,12,23,7,14,12,19,21,2,0
10,8,17,25,4,9,7,14,20,2,0
7,12,8,6,2,6,7,6,12,15,0
4,11,11,21,4,14,9,12,25,2,0
5,10,5,11,7,16,9,14,26,3,0
6,10,4,18,4,8,4,12,21,0,0
10,23,25,42,15,7,12,33,12,5,0
8,5,14,12,4,8,14,5,21,3,0
7,10,16,22,2,12,11,17,15,2,0
13,23,15,18,7,17,13,11,24,11,0
9,11,9,9,3,10,6,7,16,1,0
10,12,1,14,3,11,8,7,19,0,0
13,8,2,13,3,9,13,3,18,5,0
8,27,1,8,3,12,7,10,16,9,0
8,9,3,12,2,8,4,6,5,2,0
6,19,5,12,5,11,7,9,9,1,0
18,3,24,18,4,12,13,12,21,2,0
6,11,16,8,3,15,6,6,15,6,0
6,6,3,6,4,16,7,11,15,4,0
3,13,5,9,2,10,6,12,13,0,0
8,8,9,6,1,9,9,10,14,5,0
11,14,9,10,2,7,7,12,19,12,0
5,6,18,23,9,11,5,18,20,1,0
12,16,6,18,4,8,4,10,25,4,0
7,8,9,6,7,13,9,3,26,13,0
4,11,6,9,2,13,3,6,23,7,0
8,15,12,15,9,15,12,20,20,7,0
5,16,18,16,5,7,13,9,29,6,0
10,17,19,18,9,12,8,11,16,1,0
11,14,6,25,7,7,10,19,30,2,0
9,6,13,35,7,8,7,16,20,2,0
7,15,14,13,6,17,8,13,14,12,0
12,12,26,13,9,10,12,13,16,7,0
13,13,11,15,7,20,7,9,29,5,0
7,8,19,20,10,11,8,13,15,1,0
7,9,8,7,8,10,12,18,21,12,0
12,17,4,16,5,18,10,13,22,4,0
10,16,8,47,10,9,9,40,6,0,0
6,8,18,39,12,7,5,29,8,3,0
21,15,8,33,24,10,15,34,24,7,0
6,14,12,11,5,8,9,20,18,5,0
6,10,11,25,7,17,9,9,15,10,0
4,15,1,10,8,8,4,3,8,2,0
13,11,22,26,0,7,15,6,26,4,0
14,12,11,7,4,6,8,3,18,11,0
5,4,25,25,16,8,5,26,19,1,0
8,8,27,18,8,7,8,27,22,1,0
4,6,4,9,7,9,5,8,19,4,0
13,22,11,11,3,14,15,6,29,9,0
10,11,15,11,2,9,6,7,19,18,0
5,5,15,7,7,9,9,7,15,15,0
12,6,19,8,4,8,12,4,12,9,0
9,13,5,18,6,17,7,11,20,9,0
8,6,17,17,9,12,7,4,16,18,0
10,15,10,17,13,15,7,7,16,10,0
13,17,15,10,7,14,8,8,17,16,0
3,17,12,20,7,7,12,12,10,14,0
9,10,5,10,8,15,9,6,21,4,0
14,16,11,10,1,13,8,6,15,14,0
7,12,18,9,4,6,7,5,24,15,0
18,7,9,20,4,10,9,7,24,13,0
5,14,17,17,9,9,5,6,15,5,0
9,14,25,37,9,11,6,14,15,4,0
17,12,22,17,1,4,14,10,25,8,0
10,5,18,16,6,5,15,12,23,6,0
8,14,18,19,4,7,6,15,17,1,0
3,9,15,28,7,5,8,10,18,0,0
7,7,9,22,6,6,8,17,19,1,0
19,9,21,19,6,8,11,17,32,16,0
9,7,5,26,5,13,8,15,25,2,0
7,4,3,12,11,4,7,10,18,0,0
6,0,3,8,13,4,4,8,20,4,0
3,7,2,13,9,6,7,12,25,1,0
5,1,8,15,11,4,1,13,19,2,0
5,2,3,14,10,9,4,23,26,1,0
6,1,5,12,12,12,5,24,16,1,0
5,2,3,18,6,2,5,16,22,2,0
6,2,8,11,13,3,5,19,24,0,0
7,2,6,13,3,6,6,13,22,2,0
6,3,2,13,6,6,2,9,21,1,0
8,4,10,13,2,7,6,7,23,2,0
9,6,8,17,9,7,9,18,20,1,0
8,0,4,18,6,8,2,7,20,2,0
3,2,6,17,8,0,1,11,24,0,0
6,1,5,15,6,2,3,8,25,3,0
5,3,8,22,8,2,2,13,4,4,0
8,3,11,14,10,8,3,11,26,5,0
12,1,9,22,9,7,7,15,17,0,0
7,2,7,19,8,4,2,12,24,3,0
8,3,13,10,10,4,5,12,20,4,0
11,5,6,14,7,11,5,14,20,0,0
8,4,8,17,11,3,1,13,22,0,0
9,3,8,12,8,9,6,11,20,0,0
14,6,11,14,7,10,10,9,21,1,0
10,9,7,22,6,7,4,16,28,1,0
8,12,11,4,5,4,12,3,31,4,0
9,13,3,6,9,14,10,3,27,8,0
7,15,2,8,1,15,4,4,5,3,0
5,20,15,5,2,9,5,3,16,3,0
8,4,7,7,15,10,2,16,24,6,0
10,7,6,13,2,8,10,13,27,7,0
7,10,5,14,0,15,6,2,17,3,0
12,7,26,23,5,10,10,14,21,3,0
6,23,4,62,18,8,9,40,9,5,0
9,9,14,3,3,11,2,9,14,1,0
7,21,14,10,8,9,17,19,30,2,0
12,17,8,10,5,18,12,15,22,6,0
8,14,18,6,4,17,7,17,22,4,0
18,24,14,12,3,14,15,8,23,4,0
8,8,10,10,13,7,3,26,15,0,0
1,7,6,5,5,6,7,11,16,2,0
10,10,15,9,6,2,8,9,19,8,0
13,12,15,19,3,11,14,11,21,3,0
10,9,28,13,5,10,5,16,20,2,0
9,19,22,14,4,8,14,14,19,10,0
8,10,14,9,2,6,6,6,13,7,0
15,14,19,15,10,16,12,9,23,3,0
14,19,9,15,4,7,6,18,11,9,0
10,6,12,14,9,13,7,10,22,3,0
13,12,22,24,5,6,9,22,14,2,0
4,11,15,25,5,8,6,18,17,2,0
9,17,24,9,3,8,12,7,30,7,0
9,11,4,7,0,8,9,3,12,4,0
2,5,9,12,7,7,8,10,19,1,0
9,11,9,7,2,4,8,13,20,1,0
4,2,11,16,6,4,5,4,18,1,0
5,12,4,8,1,18,5,2,13,11,0
10,16,24,23,5,7,11,10,30,4,0
6,6,7,9,6,6,4,3,16,6,0
7,8,6,15,4,18,6,8,12,1,0
10,9,16,13,3,12,13,9,19,7,0
9,11,1,9,4,10,5,11,12,3,0
5,1,6,36,6,5,7,17,25,0,0
8,12,13,8,2,7,5,7,17,6,0
5,16,9,9,6,13,10,10,13,4,0
9,8,16,9,9,13,5,6,22,2,0
14,6,8,8,3,10,9,9,7,3,0
10,17,9,10,2,14,10,8,12,7,0
3,7,15,12,13,10,2,12,19,1,0
11,8,5,12,4,6,8,10,15,4,0
5,6,8,3,5,9,7,3,15,6,0
9,1,8,8,5,14,4,7,13,1,0
10,17,5,16,3,12,6,10,17,5,0
3,13,8,8,4,9,7,6,13,8,0
4,22,13,12,11,15,7,17,21,4,0
4,15,7,8,8,14,6,3,18,7,0
9,15,12,12,5,5,7,9,19,7,0
3,15,17,5,7,14,11,1,16,14,0
7,8,13,8,8,10,7,2,14,20,0
6,14,7,8,2,11,6,5,14,11,0
7,10,7,3,4,15,4,6,10,13,0
3,8,12,4,4,13,3,1,13,12,0
7,11,26,12,6,8,9,6,21,12,0
5,11,4,7,4,21,13,4,19,14,0
11,27,21,26,18,29,12,16,23,42,1
23,17,41,24,6,9,21,16,28,49,1
12,21,27,15,8,37,11,8,15,16,1
20,47,17,23,16,25,28,30,20,19,1
15,10,50,10,19,42,12,15,28,19,1
9,7,28,6,14,21,17,9,10,38,1
4,10,25,8,8,15,8,16,15,43,1
27,21,30,37,34,29,22,47,19,6,1
7,23,33,21,11,22,11,14,18,24,1
10,7,28,14,7,10,15,13,22,36,1
18,20,29,13,12,22,16,20,14,56,1
17,10,32,26,6,9,15,2,14,20,1
22,13,49,19,22,29,16,19,24,38,1
14,15,36,14,9,12,9,6,17,44,1
26,38,38,45,52,35,24,59,13,13,1
26,23,22,34,27,15,26,24,21,35,1
14,18,33,28,49,31,11,35,7,19,1
10,27,40,29,51,17,10,36,7,18,1
23,18,52,17,13,9,22,9,17,44,1
18,22,27,24,27,13,16,19,24,24,1
17,19,41,25,26,19,17,38,22,24,1
12,10,33,17,11,6,12,22,25,41,1
10,3,36,4,7,5,2,3,7,25,1
11,14,30,5,12,17,4,14,10,20,1
11,7,38,9,5,12,5,9,10,51,1
13,19,49,18,19,30,9,14,20,17,1
17,17,39,8,12,17,12,13,18,16,1
11,21,31,11,31,30,9,10,8,33,1
11,13,40,12,24,20,7,11,8,37,1
13,29,24,29,16,23,17,22,11,19,1
49,14,57,61,8,10,55,6,36,126,1
16,21,23,21,11,17,15,19,14,14,1
17,26,14,22,9,31,18,20,20,40,1
7,8,26,7,11,8,7,19,18,20,1
11,23,18,30,13,18,25,44,15,18,1
15,19,27,16,6,18,23,15,21,34,1
8,6,25,24,11,26,13,25,28,46,1
6,6,10,8,3,13,7,8,3,5,1
15,23,34,26,12,28,14,18,19,35,1
15,27,40,20,19,25,14,42,17,31,1
23,15,23,35,3,19,9,16,34,37,1
16,35,37,13,18,24,18,29,14,32,1
8,5,39,11,8,15,8,3,8,26,1
19,21,23,28,18,19,22,17,29,44,1
24,29,30,35,24,27,22,29,26,29,1
15,31,35,13,15,32,12,25,14,39,1
7,17,33,17,21,19,15,31,15,19,1
10,25,32,20,11,17,6,18,17,18,1
40,11,44,42,2,8,37,12,39,64,1
15,18,16,26,13,22,18,15,10,23,1
25,12,39,29,18,12,19,28,11,33,1
20,31,26,18,25,18,13,24,16,36,1
18,31,34,16,19,24,15,19,26,23,1
17,25,49,29,41,27,13,30,8,32,1
11,21,13,7,23,38,10,11,7,11,1
9,20,36,26,11,21,8,28,9,43,1
18,13,39,16,15,22,25,28,8,20,1
14,19,46,15,23,21,16,16,24,22,1
14,17,25,24,12,29,26,18,26,16,1
16,9,14,12,13,18,12,10,15,23,1
16,30,25,24,9,22,12,12,12,16,1
6,25,27,3,16,25,10,11,2,23,1
26,19,29,26,33,21,18,38,13,14,1
12,18,29,12,5,16,12,12,18,34,1
18,10,55,13,30,13,11,4,8,19,1
12,16,21,14,14,27,9,16,13,27,1
23,10,25,12,3,15,13,7,18,66,1
12,29,46,7,24,27,7,11,14,21,1
11,15,48,15,20,9,9,22,14,52,1
12,13,41,13,25,17,9,27,20,59,1
21,19,22,82,8,17,23,53,20,29,1
22,16,29,37,12,22,23,18,11,40,1
10,21,16,7,11,17,7,17,12,36,1
9,14,23,18,7,17,14,15,9,19,1
11,8,20,21,9,13,19,26,14,27,1
13,31,31,8,32,49,8,14,22,21,1
22,12,36,9,32,15,14,14,13,9,1
23,21,30,24,19,15,20,21,31,45,1
13,19,13,9,23,19,12,20,12,9,1
20,16,32,12,23,24,23,18,14,21,1
18,39,19,23,27,28,16,36,8,3,1
19,14,44,13,13,27,17,18,15,24,1
15,25,40,12,21,26,13,30,30,18,1
26,46,49,30,24,21,24,19,25,37,1
23,40,34,18,21,32,15,30,24,44,1
12,20,27,9,10,19,12,13,10,21,1
31,36,31,44,35,34,16,40,17,39,1
20,18,64,26,34,22,22,33,25,39,1
12,18,29,26,9,12,17,17,21,31,1
11,19,39,12,6,4,23,15,16,86,1
16,28,33,19,17,17,18,25,15,28,1
19,31,43,22,33,22,25,36,18,40,1
9,18,28,13,31,22,11,23,9,16,1
12,30,19,16,14,31,14,24,9,24,1
25,26,44,23,33,24,17,23,20,33,1
10,20,43,19,17,24,10,28,11,24,1
18,23,31,21,33,31,16,32,28,22,1
26,21,41,35,27,20,29,39,24,31,1
23,26,41,33,13,17,20,34,27,29,1
7,13,28,5,5,13,2,3,9,10,1
23,19,36,20,14,28,16,10,28,37,1
6,30,16,16,17,22,14,16,12,27,1
7,18,13,12,16,21,7,10,16,18,1
28,21,35,26,28,24,16,30,30,21,1
13,5,37,14,26,33,12,28,11,21,1
10,21,61,14,35,29,13,30,11,17,1
20,42,27,19,27,42,18,9,20,19,1
14,33,18,14,12,26,17,18,21,32,1
10,17,30,11,10,14,13,5,17,28,1
12,32,34,17,21,24,14,18,14,32,1
7,5,62,11,9,7,6,4,8,40,1
11,13,26,11,13,20,11,8,21,32,1
13,12,23,23,20,23,10,26,7,11,1
17,25,23,28,29,22,18,24,15,20,1
7,21,38,18,24,24,15,11,18,35,1
19,24,17,32,32,14,18,23,21,17,1
31,36,18,33,22,33,18,36,22,25,1
10,37,23,5,12,16,9,22,10,16,1
10,19,13,17,5,10,12,11,15,4,1
11,20,29,5,20,19,14,13,13,23,1
16,31,22,19,27,25,11,26,7,19,1
5,57,23,12,31,47,11,22,6,22,1
12,16,23,11,6,11,14,3,19,64,1
16,14,33,6,2,7,9,3,9,51,1
5,19,39,20,36,24,10,29,18,32,1
15,28,26,19,29,17,8,19,25,24,1
11,35,23,22,25,30,14,14,20,9,1
13,13,32,18,50,27,13,24,5,19,1
21,13,31,40,6,8,18,24,17,64,1
13,8,27,13,3,16,10,4,18,56,1
18,43,24,23,22,55,17,26,27,40,1
10,18,42,6,26,14,7,16,10,8,1
13,22,13,63,9,18,15,52,15,32,1
9,17,17,8,15,22,11,18,6,7,1
5,27,28,18,41,40,8,22,4,18,1
14,23,40,15,28,20,12,35,12,30,1
1,12,26,2,38,15,3,15,10,16,1
10,15,15,7,25,11,7,8,15,22,1
3,13,21,2,12,16,4,8,10,45,1
9,12,17,2,7,13,7,6,9,46,1
3,24,24,9,31,21,5,15,5,11,1
10,26,24,18,26,22,15,29,15,15,1
11,28,40,16,31,13,16,42,6,11,1
10,13,28,14,23,23,13,22,13,10,1
10,14,38,20,3,9,13,2,14,56,1
10,7,43,17,18,18,14,12,4,26,1
15,7,30,6,26,18,13,25,8,5,1
13,19,21,22,33,17,12,12,12,15,1
5,34,17,15,21,31,9,23,10,11,1
6,15,21,4,25,20,4,14,6,8,1
11,13,18,13,27,26,11,20,4,2,1
20,28,30,21,19,12,11,33,17,9,1
23,32,29,21,31,25,18,26,18,11,1
6,36,21,14,15,14,7,16,6,17,1
10,44,24,21,25,22,11,19,16,24,1
8,27,31,12,9,26,6,10,11,17,1
9,34,31,9,22,8,5,19,7,23,1
13,14,28,35,26,22,19,24,11,5,1
22,23,38,33,1,13,26,15,25,44,1
9,32,35,8,20,22,8,17,17,22,1
6,27,11,4,20,35,5,27,5,22,1
15,18,46,16,22,15,9,28,13,44,1
8,7,22,2,7,38,10,17,2,8,1
22,21,30,33,18,16,29,30,8,9,1
11,28,17,20,36,28,15,20,8,10,1
8,24,57,10,43,25,7,20,6,20,1
11,19,21,5,20,11,7,24,5,11,1
12,14,35,12,39,25,17,24,6,18,1
18,18,13,25,44,23,12,34,7,12,1
9,26,34,19,29,12,11,18,7,9,1
12,21,22,14,2,13,14,3,10,33,1
22,31,26,33,12,11,29,23,35,62,1
12,9,42,12,29,21,12,23,12,20,1
8,11,31,13,25,18,8,26,5,11,1
21,9,38,16,1,7,15,5,15,56,1
12,23,55,22,37,16,11,15,9,21,1
7,18,44,18,18,15,11,10,17,18,1
17,23,37,15,3,22,17,9,20,69,1
19,21,39,25,6,16,19,19,15,44,1
18,24,37,15,14,24,13,18,21,14,1
14,17,34,7,36,10,13,20,19,20,1
8,13,26,15,31,14,6,26,12,18,1
3,10,34,6,8,15,9,6,11,22,1
12,12,25,20,15,8,18,17,18,32,1
7,22,26,4,29,17,5,16,4,10,1
7,36,40,8,23,22,9,15,7,13,1
12,15,35,14,21,23,7,19,7,49,1
7,25,18,3,20,14,7,13,9,23,1
7,34,20,14,30,15,5,34,11,14,1
12,27,19,9,20,24,13,10,12,24,1
10,15,38,6,32,11,8,15,14,25,1
8,18,13,4,17,13,10,23,5,7,1
12,12,36,14,24,17,16,24,12,25,1
13,14,28,17,5,7,17,11,8,32,1
9,20,14,8,23,32,4,12,10,7,1
8,18,21,6,25,24,10,11,22,14,1
7,21,15,7,20,13,10,11,14,10,1
24,17,31,28,7,15,17,16,8,48,1
37,45,14,68,10,18,33,45,16,44,1
8,8,56,6,13,19,20,9,5,49,1
4,10,38,8,9,15,14,17,8,56,1
11,25,20,6,34,24,8,24,7,8,1
17,27,34,23,27,27,25,41,11,19,1
9,23,45,9,25,14,8,17,3,10,1
14,24,25,11,21,17,16,18,20,53,1
15,18,37,15,4,21,21,5,20,50,1
11,19,44,20,32,36,16,22,9,26,1
37,12,42,45,3,18,34,11,31,91,1
25,39,39,49,53,31,19,79,23,30,1
22,31,76,56,48,25,29,77,17,49,1
18,16,47,29,13,8,18,17,12,52,1
26,13,46,27,8,10,20,22,20,95,1
22,26,25,35,40,40,20,51,14,10,1
8,8,47,7,6,14,7,12,9,16,1
3,14,30,3,22,25,7,1,12,34,1
6,22,46,5,23,33,6,22,5,42,1
14,19,44,7,20,18,8,10,8,23,1
8,19,16,5,13,12,6,7,12,31,1
8,54,29,14,52,29,8,20,1,12,1
5,19,21,2,11,17,4,4,3,12,1
20,33,48,16,52,34,17,39,15,27,1
15,41,31,12,45,50,10,20,16,32,1
18,31,39,32,28,17,12,23,6,8,1
13,37,17,12,19,26,9,19,22,19,1
13,16,21,20,7,17,6,14,11,31,1
6,24,19,13,39,30,9,29,8,8,1
11,15,26,7,16,23,6,10,12,17,1
8,14,19,0,19,16,5,13,3,10,1
17,34,19,8,29,27,11,19,13,13,1
21,12,22,33,14,9,19,22,14,30,1
33,13,39,44,8,11,30,33,15,37,1
15,32,17,27,21,61,14,77,8,22,1
16,16,17,38,3,17,23,18,16,30,1
15,14,23,15,23,23,11,19,12,19,1
20,36,29,34,50,28,20,51,7,14,1
10,29,23,31,22,38,16,45,6,45,1
13,20,22,18,38,28,19,38,9,14,1
8,26,26,12,54,58,13,51,9,25,1
13,47,26,13,52,49,13,18,12,33,1
13,22,49,28,36,24,18,27,9,14,1
12,23,40,19,14,27,12,25,11,57,1
8,30,38,12,22,12,5,11,15,26,1
12,13,52,13,14,8,17,6,12,70,1
13,10,50,13,21,13,13,7,6,56,1
32,34,25,71,14,20,42,40,25,33,1
18,19,19,7,22,19,21,11,19,48,1
8,23,15,14,10,15,8,13,14,36,1
18,20,33,16,10,14,13,18,11,17,1
9,17,45,17,17,33,12,30,7,31,1
17,42,60,31,31,32,15,30,21,64,1
13,25,27,21,27,21,13,24,17,55,1
12,38,27,35,27,33,20,36,16,41,1
14,8,32,32,12,15,13,28,11,31,1
16,23,60,14,21,21,13,23,11,31,1
12,19,37,40,18,17,15,47,12,24,1
10,24,68,38,15,16,18,27,12,47,1
6,13,35,3,17,17,4,15,9,34,1
14,14,37,7,21,10,4,9,16,20,1
7,12,40,3,19,13,6,8,3,49,1
4,7,31,2,9,3,1,2,5,40,1
8,19,26,14,33,17,10,16,17,33,1
52,50,142,56,56,41,38,55,33,167,1
19,35,30,38,14,17,18,19,11,29,1
11,14,27,8,11,12,6,11,3,28,1
51,48,63,101,37,37,51,71,26,18,1
31,22,54,33,17,14,29,23,29,19,1
36,21,22,48,6,7,38,30,20,12,1
13,7,30,23,8,10,11,9,7,21,1
16,15,26,22,9,6,20,13,9,23,1
16,5,30,20,5,6,12,11,15,34,1
10,12,22,18,6,3,10,11,14,17,1
10,15,29,22,5,14,11,13,8,22,1
13,24,22,18,22,17,28,32,9,24,1
4,5,15,10,11,9,4,6,6,6,1
23,4,31,8,11,14,13,10,2,20,1
13,12,23,16,33,23,13,38,4,6,1
10,27,28,41,29,10,11,50,14,19,1
15,30,26,23,28,36,9,38,7,21,1
13,12,25,30,14,13,16,19,5,27,1
8,10,20,30,17,18,17,14,14,19,1
19,7,39,26,19,17,12,16,12,28,1
11,12,20,37,14,22,15,12,8,30,1
7,3,19,12,6,12,9,11,9,33,1
13,6,38,25,4,7,10,9,15,41,1
7,13,17,26,13,26,10,13,5,38,1
6,13,37,19,16,10,11,8,10,30,1
7,9,39,20,5,19,5,12,10,61,1
2,23,26,6,12,17,5,18,7,26,1
7,36,27,18,29,42,8,32,6,20,1
14,12,20,19,4,10,9,19,11,21,1
10,21,17,21,6,14,12,13,7,6,1
7,25,11,24,5,10,6,7,5,14,1
11,17,3,35,5,11,13,17,5,13,1
22,8,41,34,15,20,13,14,11,69,1
22,22,34,32,12,13,13,22,10,56,1
9,5,9,33,6,7,6,34,6,6,1
7,19,15,9,22,13,11,15,8,9,1
13,22,23,16,35,44,13,23,11,14,1
10,31,23,9,45,24,13,36,15,13,1
7,20,18,10,30,31,9,20,3,8,1
17,23,43,16,18,18,12,19,11,8,1
12,17,42,9,45,25,8,22,8,6,1
12,19,13,33,12,15,8,29,13,16,1
14,10,11,35,6,11,10,22,19,9,1
12,13,34,16,16,12,9,14,14,20,1
21,15,32,28,34,20,19,40,13,12,1
10,17,14,26,15,10,5,40,3,13,1
4,10,25,12,19,5,2,17,1,4,1
9,13,15,17,15,20,5,39,8,20,1
11,21,25,20,32,28,14,30,8,10,1
14,12,13,27,20,19,8,28,17,15,1
4,14,13,29,30,17,8,24,7,18,1
11,17,14,21,18,19,15,23,4,13,1
22,12,40,32,11,17,21,21,8,35,1
13,22,50,18,26,20,11,21,7,38,1
13,4,26,22,28,14,17,16,15,12,1
12,8,40,13,19,12,5,16,13,13,1
13,16,27,32,31,18,15,39,8,18,1
10,13,40,9,30,23,9,18,13,16,1
12,11,22,32,60,14,10,44,8,7,1
10,17,39,22,28,16,10,28,10,12,1
9,33,45,30,36,23,4,41,4,16,1
3,9,35,21,13,4,8,18,6,12,1
16,16,58,29,55,33,14,36,13,27,1
11,8,17,38,30,16,7,24,11,21,1
16,16,27,32,30,19,16,47,5,19,1
15,18,42,14,26,11,7,26,11,7,1
14,13,44,13,14,13,10,36,9,6,1
11,5,29,13,32,16,14,36,13,19,1
9,11,12,25,9,5,13,25,6,14,1
22,12,15,41,8,5,25,32,6,13,1
12,25,39,25,8,10,13,16,16,27,1
17,20,40,26,21,21,17,6,12,25,1
10,14,18,18,24,23,9,27,3,11,1
9,36,13,15,26,31,7,26,10,10,1
10,22,24,20,41,30,8,35,9,13,1
4,24,27,11,17,17,10,21,10,14,1
9,21,33,23,41,25,7,35,9,12,1
12,19,15,13,22,21,17,12,6,23,1
5,10,15,9,27,47,5,27,1,10,1
7,13,20,21,5,13,6,16,6,10,1
3,23,21,28,29,25,10,37,6,8,1
10,23,34,26,30,15,5,35,1,16,1
12,30,41,10,43,19,14,26,12,17,1
14,13,27,20,32,23,9,18,7,15,1
12,18,19,9,24,14,11,21,9,3,1
9,7,37,16,10,10,5,5,15,28,1
4,16,30,11,8,19,12,4,13,24,1
10,19,26,16,10,13,8,7,6,27,1
10,11,15,12,4,12,7,8,7,28,1
21,15,29,39,13,17,16,16,10,28,1
22,20,16,18,5,13,14,9,24,23,1
19,24,67,10,26,38,13,21,12,58,1
13,43,40,28,30,15,20,46,17,20,1
16,19,53,19,26,20,21,27,16,50,1
21,3,36,30,16,11,15,7,18,40,1
8,10,37,21,14,9,7,15,7,49,1
16,19,42,9,18,17,8,14,13,23,1
8,12,28,18,3,15,11,25,14,14,1
13,8,34,16,19,21,13,35,3,7,1
23,16,41,21,15,18,38,32,8,17,1
12,16,19,27,18,16,11,33,8,8,1
9,16,16,4,29,26,13,9,10,12,1
8,15,14,12,19,18,10,17,7,31,1
5,24,24,3,20,19,5,11,10,14,1
14,31,57,18,58,15,9,19,5,20,1
8,21,30,7,25,16,10,19,6,12,1
19,12,8,20,12,13,18,15,9,31,1
12,26,23,8,49,28,5,21,3,3,1
7,1,26,5,23,9,5,11,8,7,1
10,9,28,5,26,30,7,13,13,4,1
5,20,51,7,23,19,6,9,11,16,1
10,17,28,7,28,23,6,13,10,12,1
9,11,27,6,38,28,9,29,8,8,1
10,25,15,10,26,20,8,37,8,20,1
13,14,38,6,24,25,13,14,3,19,1
25,16,55,54,17,13,32,35,12,42,1
7,18,38,18,23,22,14,32,11,22,1
11,15,8,27,9,9,5,23,1,12,1
16,15,8,36,8,17,10,17,14,7,1
8,13,4,18,7,10,6,14,5,10,1
7,14,12,10,1,7,11,7,5,11,1
12,14,13,13,1,7,8,5,8,25,1
15,9,16,23,11,15,12,15,9,15,1
11,18,19,21,3,13,7,17,6,22,1
11,11,14,29,7,9,14,23,12,9,1
18,5,9,28,6,10,14,18,8,8,1
11,19,4,19,4,4,9,25,15,13,1
23,8,12,42,13,3,21,12,8,13,1
10,7,17,9,8,7,5,17,2,18,1
15,3,22,23,11,8,18,29,7,15,1
9,10,49,16,23,26,11,13,5,37,1
15,16,58,32,39,16,19,34,19,20,1
9,12,17,10,22,19,11,9,17,9,1
10,22,28,11,16,22,10,31,9,9,1
6,22,25,8,38,44,2,18,7,13,1
7,20,17,3,29,33,5,22,6,6,1
3,20,22,2,28,19,1,12,4,14,1
6,10,22,3,17,23,6,13,2,18,1
5,14,10,20,20,15,7,14,8,18,1
4,26,14,3,20,14,6,24,1,6,1
5,14,23,2,16,13,6,11,8,28,1
6,20,21,7,14,19,7,13,5,12,1
9,26,26,9,20,34,5,12,8,14,1
9,30,25,6,27,32,8,36,7,16,1
9,9,27,9,27,23,10,40,3,39,1
13,14,12,11,4,9,13,17,6,2,1
25,29,32,49,21,16,24,47,9,18,1
14,13,37,15,47,28,15,41,14,37,1
2,28,8,8,24,29,5,21,1,31,1
5,22,10,4,31,35,2,20,1,12,1
6,42,30,10,46,37,11,40,2,14,1
6,19,17,5,26,21,6,24,6,11,1
5,34,16,4,32,43,3,25,0,8,1
7,21,43,2,24,38,5,22,1,14,1
13,45,37,6,38,37,6,17,1,12,1
14,18,33,27,44,28,9,40,3,15,1
6,38,30,6,40,41,3,32,7,14,1
8,18,27,14,8,23,10,3,3,13,1
8,14,29,2,15,12,6,6,7,7,1
3,24,24,7,25,11,3,15,11,10,1
4,16,21,2,18,11,8,5,5,7,1
16,22,14,17,15,13,7,12,8,18,1
16,15,12,5,18,8,16,20,10,3,1
12,23,4,6,25,18,17,16,14,6,1
12,22,8,28,35,28,13,32,8,6,1
9,23,9,12,15,9,12,13,10,6,1
16,40,8,24,12,14,14,29,12,18,1
11,28,7,12,24,17,6,17,6,13,1
22,22,7,10,22,27,16,10,10,16,1
21,36,26,44,14,29,15,21,10,24,1
39,38,12,60,33,45,26,57,6,42,1
13,16,6,10,18,14,7,18,6,7,1
25,16,13,19,19,15,12,18,13,12,1
16,28,13,20,14,30,13,18,13,13,1
15,17,12,16,15,22,16,12,11,16,1
8,15,10,19,25,39,14,26,16,16,1
14,20,18,23,14,34,13,17,11,23,1
17,26,3,32,26,25,26,26,11,24,1
9,29,7,26,12,21,20,29,5,21,1
15,22,9,15,15,37,11,27,18,24,1
8,27,11,11,11,22,11,9,14,25,1
16,16,13,18,14,37,18,20,17,32,1
11,30,8,11,15,27,11,8,10,18,1
10,34,13,20,14,38,16,33,13,24,1
7,10,21,16,1,10,9,4,10,16,1
14,18,32,45,8,8,14,26,17,41,1
7,18,18,5,32,27,5,18,8,29,1
22,20,61,43,7,19,26,15,21,59,1
5,15,55,9,19,17,9,14,9,9,1
4,0,38,3,14,12,3,11,2,4,1
5,24,21,13,45,27,14,33,8,16,1
9,25,24,16,35,22,9,28,9,24,1
17,18,39,24,22,19,11,24,11,11,1
10,27,37,18,21,20,14,20,9,11,1
8,24,33,13,31,35,13,16,4,16,1
6,19,39,2,18,19,7,17,7,14,1
4,26,20,6,35,41,6,14,9,16,1
7,4,41,11,33,17,8,10,0,18,1
14,19,24,35,34,14,10,42,13,15,1
4,23,20,2,43,34,3,23,3,6,1
13,15,33,13,37,23,7,32,8,8,1
22,18,20,29,43,22,19,48,8,14,1
11,40,35,21,42,27,11,33,3,15,1
16,17,34,21,26,18,18,20,13,17,1
13,11,47,30,16,23,11,27,9,26,1
11,5,34,28,12,12,10,34,4,18,1
10,24,30,30,26,31,12,54,4,14,1
11,8,26,25,15,25,12,29,1,10,1
14,9,27,22,16,29,13,26,5,35,1
12,0,22,17,32,17,12,16,0,11,1
