,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
164,0,2,1,0,0,0,0,0,2,1,0,0,6,0,1,0,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,7,7,5,2,1,2
165,36,2,2,1,4,0,0,12,3,5,9,3,1,2,1,0,2,1,3,9,1,1,4,0,1,1,0,2,8,1,0,2,1,0,0,1,0,9,0,1,2
166,0,2,1,0,1,0,0,1,2,4,0,0,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,1,0,0,4,6,4,1,0,4,0,2
167,0,8,5,1,2,0,2,6,3,0,3,3,10,2,9,7,4,1,4,3,6,6,6,2,0,3,1,7,3,2,6,5,1,4,4,7,13,0,11,1,2
168,12,0,1,0,0,0,0,2,1,3,0,0,18,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,0,0,1,0,2,1,0,3,9,2,0,0,2
169,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,1,0,1,0,1,1,2,0,4,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,2
170,0,0,2,3,0,1,0,1,2,0,0,0,7,0,2,0,2,0,0,0,4,0,0,2,1,0,0,1,0,0,0,0,0,2,2,2,4,0,1,1,2
171,0,0,0,0,2,0,0,2,1,2,1,2,9,1,0,0,1,1,1,0,0,1,0,0,0,0,10,1,0,1,0,0,0,0,1,0,16,2,0,1,2
172,5,7,2,7,5,7,2,6,15,2,4,3,6,5,3,3,3,5,5,7,22,5,11,2,0,1,147,3,5,0,7,4,1,3,10,0,10,11,10,12,2
173,0,0,5,3,0,2,0,2,3,0,0,8,3,0,6,4,6,1,2,2,0,2,2,1,0,0,0,0,1,1,4,2,0,0,5,1,1,1,5,0,2
174,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,32,2,0,0,0,2
175,0,4,8,8,2,7,41,3,2,0,2,0,2,0,4,0,4,2,5,0,1,0,0,2,34,0,0,7,0,8,4,0,9,27,3,32,0,0,8,2,2
176,0,0,2,0,1,0,1,0,0,0,0,0,6,1,1,1,1,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,2,3,1,37,2,0,0,0,2
177,0,2,1,0,2,1,3,0,1,2,2,2,0,0,4,0,5,3,1,3,3,2,4,0,2,0,1,2,2,1,3,1,0,3,1,2,3,0,9,0,2
178,0,0,25,30,0,2,0,0,0,2,13,0,5,0,4,0,1,16,0,0,14,1,0,0,2,4,0,0,16,1,0,0,0,3,0,16,0,0,0,0,2
179,0,0,1,0,1,0,0,0,2,2,0,3,10,0,0,0,1,2,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,1,4,0,10,2,2,2,2
180,2,0,14,8,4,3,1,0,3,3,24,2,1,0,9,4,4,12,0,3,0,6,0,0,2,0,1,0,25,2,5,10,0,6,6,1,8,1,2,1,3
181,0,2,14,4,7,6,7,5,14,2,6,9,11,3,17,7,4,10,4,4,1,8,5,1,5,6,2,5,6,5,2,14,0,4,3,0,6,2,2,2,3
182,6,7,7,4,4,13,2,11,9,11,12,16,5,3,4,8,8,5,4,6,1,5,6,2,3,2,13,4,13,5,3,9,3,4,6,2,4,6,1,2,3
183,2,5,8,6,1,0,5,4,0,5,9,10,6,0,4,6,1,20,1,1,2,1,0,0,4,2,0,2,11,0,3,4,0,3,2,1,1,0,0,1,3
184,7,11,12,11,6,14,37,6,4,7,11,1,3,4,24,5,10,9,2,1,1,18,2,7,15,2,35,33,6,10,9,15,4,16,9,2,7,2,4,7,3
185,5,15,8,3,7,11,11,8,12,12,18,21,4,6,16,8,9,8,11,16,1,5,10,5,2,5,2,9,20,16,12,8,2,6,2,1,4,1,3,4,3
186,3,6,17,6,4,7,7,7,4,9,14,19,14,10,21,8,11,8,4,4,3,11,13,1,4,3,0,2,16,8,8,14,1,5,6,1,11,8,1,3,3
187,7,5,12,6,2,6,5,4,4,1,6,8,10,5,11,6,11,6,2,5,3,8,4,2,2,3,4,3,5,6,7,13,0,12,7,0,5,2,6,1,3
188,2,17,17,12,11,14,29,4,1,21,11,1,20,8,17,9,3,4,12,2,1,2,12,5,14,3,0,44,12,11,9,24,1,20,5,13,8,7,1,10,3
189,13,2,3,2,0,3,1,8,2,8,14,15,5,1,4,0,1,8,2,1,0,2,1,0,0,1,0,0,13,5,2,7,0,3,2,1,11,2,1,0,3
190,6,8,10,7,1,11,4,5,6,11,15,20,5,4,6,8,4,10,7,4,0,3,9,1,9,3,2,5,13,6,10,17,1,15,3,1,6,1,0,2,3
191,4,5,9,8,4,7,3,5,1,2,2,0,13,2,18,10,4,11,4,0,3,5,1,6,8,3,1,1,4,4,9,12,2,8,2,5,2,2,7,7,3
192,6,6,5,11,12,6,7,2,2,4,9,3,7,0,19,6,8,11,3,6,12,7,6,11,10,10,2,6,4,8,6,12,7,16,8,16,6,2,5,15,3
193,6,4,15,8,13,9,16,14,9,11,10,17,9,8,35,10,17,9,9,7,3,25,10,2,15,3,12,11,11,9,16,20,4,18,19,1,10,3,7,10,3
194,4,12,13,14,16,22,12,8,11,17,20,14,5,11,9,10,7,13,18,8,3,6,9,8,9,3,1,11,14,20,5,14,2,18,7,3,2,5,1,14,3
195,0,5,19,10,10,4,2,5,7,9,24,14,7,15,16,3,7,8,6,9,1,4,17,1,0,1,0,13,4,9,3,2,0,0,1,0,7,5,3,2,3
196,11,3,7,8,6,12,2,5,6,3,7,5,4,2,8,8,0,7,3,6,7,6,4,2,5,1,12,5,10,12,2,10,0,12,3,5,1,4,3,5,3
197,2,2,4,7,2,10,3,10,7,9,9,12,6,1,10,5,16,2,5,1,0,4,1,1,2,3,23,2,13,9,18,12,2,4,6,2,5,5,3,3,3
198,5,1,13,14,2,9,11,4,5,1,8,7,9,2,14,3,6,9,6,9,2,5,7,3,3,1,1,7,10,13,5,17,2,13,2,3,4,5,2,2,3
199,3,7,9,13,3,12,5,9,6,9,12,17,11,0,10,9,5,8,5,5,1,3,5,3,3,0,2,5,14,11,4,14,1,9,0,1,5,1,2,5,3
200,5,8,7,10,10,14,13,6,4,16,19,26,11,12,5,11,10,11,10,6,1,1,7,0,3,1,0,6,15,18,5,20,1,10,1,0,5,3,1,7,3
201,3,7,6,7,6,12,3,4,3,6,8,6,5,6,9,6,4,10,6,8,2,4,1,2,5,5,3,5,12,15,5,21,0,13,2,2,2,3,4,5,3
202,13,2,10,8,4,6,2,15,14,0,15,6,10,8,17,6,9,13,5,3,4,16,4,2,0,3,24,2,19,7,14,7,2,2,10,1,6,8,2,2,3
203,3,2,1,7,3,5,1,3,7,0,3,4,15,1,11,2,3,5,4,6,4,11,3,2,1,5,8,0,1,9,5,12,3,9,14,8,7,7,4,3,3
204,7,19,13,9,11,7,6,13,18,8,10,12,7,3,11,15,6,2,9,7,3,3,8,4,7,2,1,16,13,7,4,12,3,8,5,3,3,7,2,3,3
205,2,4,8,7,12,17,9,7,9,3,13,9,13,10,6,5,4,7,6,5,3,6,6,2,4,4,0,4,13,21,10,28,2,18,2,6,2,4,0,7,3
206,6,6,12,16,7,9,13,3,15,13,13,27,19,5,10,7,3,10,11,16,4,5,8,8,1,0,6,6,14,14,7,12,5,13,0,3,4,6,2,3,3
207,3,0,9,11,3,2,4,1,5,4,8,5,16,2,19,1,10,7,1,4,2,10,2,0,3,0,14,3,11,2,9,13,0,11,15,1,8,1,11,1,3
208,6,6,9,13,4,18,24,2,7,18,13,10,0,7,11,6,7,6,9,8,0,3,2,4,13,2,0,36,4,7,6,9,0,15,2,2,2,1,2,3,3
209,4,4,10,9,4,8,12,5,4,2,4,9,5,3,13,13,6,8,6,2,2,7,3,4,10,2,1,9,4,14,2,7,2,9,6,8,5,2,3,2,3
210,4,6,8,6,5,0,6,4,8,1,16,9,8,8,13,7,12,12,2,7,3,7,3,0,3,0,3,9,15,3,9,15,2,9,7,5,10,4,7,4,3
211,2,3,10,10,6,6,5,7,3,3,18,14,14,4,21,6,8,11,10,8,4,9,11,1,5,1,3,5,15,5,10,17,1,10,5,5,14,7,2,1,3
212,10,4,8,13,9,12,6,15,3,15,9,12,5,6,9,12,9,8,2,7,7,10,4,8,10,9,1,6,9,6,4,12,6,15,8,3,2,9,5,6,3
213,1,1,16,9,6,11,3,8,11,0,15,3,23,6,16,7,7,6,1,7,8,11,6,1,5,2,11,3,17,7,5,16,2,11,16,3,6,3,8,4,3
214,3,7,11,13,1,4,12,10,17,7,12,15,3,8,7,6,5,4,5,12,3,8,7,1,3,2,14,16,11,5,1,7,2,2,6,3,4,3,5,2,3
215,2,5,6,5,4,11,4,5,5,4,10,4,5,6,6,1,3,10,4,5,0,1,1,1,2,1,34,6,7,12,4,11,0,13,1,2,0,3,2,4,3
216,4,7,4,0,2,10,2,2,2,3,12,12,1,2,8,7,1,7,2,7,1,7,2,1,0,1,31,0,14,9,6,14,3,11,9,5,0,4,3,5,3
217,7,7,10,8,10,13,7,13,7,15,6,6,5,3,15,8,7,5,5,4,0,3,9,7,6,5,1,11,9,12,9,16,4,14,6,11,6,6,8,7,3
218,6,0,9,6,2,3,0,2,1,5,10,13,7,1,1,1,2,5,0,3,2,3,0,0,0,0,0,0,14,5,4,4,0,1,1,1,1,3,0,0,3
219,2,24,9,13,4,11,9,5,17,15,17,18,7,12,8,6,8,9,9,6,0,8,10,7,2,3,0,6,13,13,8,8,2,6,2,2,1,8,2,2,3
220,4,11,8,7,1,9,2,2,17,6,10,17,6,3,17,3,4,7,3,8,3,8,9,4,7,4,2,11,10,3,8,11,2,6,10,3,2,1,3,3,3
221,3,7,5,4,7,6,4,5,7,12,17,29,6,5,7,10,6,8,9,6,2,6,3,3,5,1,3,2,6,7,7,5,2,9,5,0,5,1,2,4,3
222,4,5,8,9,6,11,3,6,2,5,4,2,10,3,5,5,4,6,4,2,11,6,3,3,9,9,3,5,2,7,3,8,5,10,4,15,6,2,7,15,3
223,6,2,6,8,2,17,2,6,8,7,7,9,7,4,5,14,6,2,2,8,1,1,3,1,4,4,3,4,3,10,1,10,1,11,8,4,3,2,2,3,3
224,4,8,9,7,6,11,11,1,4,9,9,12,3,5,3,5,3,3,5,6,2,1,1,2,5,4,1,6,10,12,5,22,0,6,2,2,1,10,1,4,3
225,0,4,6,8,10,3,4,0,2,7,10,3,12,6,10,2,1,4,4,8,0,0,10,5,6,0,0,11,10,6,2,7,0,11,0,2,1,2,3,3,3
226,4,2,10,6,5,3,3,3,4,2,14,7,6,2,5,4,6,13,1,3,3,2,3,4,3,6,15,4,20,4,5,12,3,8,3,8,2,15,2,2,3
227,0,4,3,3,2,3,6,3,10,3,12,4,7,1,7,3,11,4,3,9,6,9,6,1,2,1,66,7,10,4,9,3,2,4,6,2,7,6,7,3,3
228,2,4,9,12,5,5,2,2,6,4,12,1,8,4,15,5,3,6,3,3,4,5,6,4,7,1,1,11,8,6,1,11,0,14,4,6,6,2,1,3,3
229,1,1,1,1,4,3,7,3,1,1,2,2,11,0,23,1,4,3,1,2,4,2,2,1,5,1,1,4,1,5,6,4,1,5,1,2,6,2,1,5,3
230,6,2,11,8,2,4,0,4,2,1,16,5,9,1,15,4,13,20,0,2,5,7,0,2,4,4,1,1,13,9,12,19,0,17,4,6,7,8,3,3,3
231,1,3,6,9,8,7,7,2,4,3,17,3,13,1,23,2,7,16,11,1,5,17,1,4,7,1,21,2,13,9,5,10,2,8,17,4,9,1,8,11,3
232,0,4,6,2,7,2,1,1,0,0,7,3,3,4,3,3,2,3,3,2,4,2,3,0,7,3,0,1,5,5,1,6,0,10,3,2,1,0,0,1,3
233,3,1,9,15,1,11,5,14,5,2,9,7,7,2,13,9,5,6,8,8,4,5,4,0,3,4,3,1,6,7,9,10,3,6,16,5,11,1,6,6,3
234,9,9,3,3,7,8,6,6,4,10,9,17,8,2,9,16,16,5,1,9,0,13,1,4,3,1,19,2,8,4,4,10,2,6,9,5,8,5,4,4,3
235,0,1,5,6,3,2,4,1,0,0,2,3,6,3,23,0,4,2,1,0,2,2,1,1,0,0,0,4,2,1,3,5,0,2,0,1,1,2,3,2,3
236,3,0,15,15,1,3,1,1,6,0,21,0,9,4,20,1,15,6,4,6,2,14,3,2,5,2,21,8,16,3,7,9,0,9,9,0,12,3,5,3,3
237,0,0,1,4,10,2,9,2,0,0,0,0,1,2,12,5,6,5,17,0,9,3,9,1,11,11,1,11,2,1,4,8,1,10,13,4,4,7,4,2,3
238,4,0,17,10,7,7,0,4,3,0,3,10,17,1,13,6,8,4,9,3,14,10,6,8,4,3,2,5,8,6,1,9,12,10,7,31,7,0,14,10,3
239,8,9,6,5,8,15,9,10,5,2,15,9,6,2,3,6,4,9,3,7,6,11,2,7,10,8,1,8,15,14,7,26,2,29,9,8,7,0,0,2,3
