,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
110,1,0,4,2,2,0,5,3,1,0,2,0,0,1,0,4,0,0,1,1,1,0,0,0,5,2,1,6,0,1,1,4,0,5,0,3,1,1,0,0,0,3,0,1,1,1,3,0,2,1,1,1,1,1,1,0,2,2,2,0,1
111,4,1,1,1,2,1,2,0,2,9,3,6,1,1,1,1,0,1,3,0,3,4,4,4,4,2,5,0,1,2,3,3,0,1,2,3,5,2,1,5,3,0,2,2,8,3,0,2,1,5,1,0,2,0,0,1,1,0,1,2,1
112,3,1,3,1,1,1,5,2,1,0,1,2,0,0,1,7,1,2,1,0,2,0,0,0,5,2,6,2,0,0,4,4,0,3,1,2,0,0,0,1,0,1,0,0,2,0,0,1,1,1,0,0,2,2,1,0,1,2,1,0,1
113,1,4,0,4,1,3,2,0,3,6,11,1,2,4,3,1,1,6,2,0,4,12,5,2,6,0,3,1,5,4,1,0,0,0,0,4,6,1,7,8,2,2,0,4,2,1,2,11,4,1,15,1,2,0,0,0,2,1,0,5,1
114,2,0,6,4,0,0,2,4,0,4,0,1,2,3,0,2,3,0,2,1,1,0,2,2,4,0,0,7,0,1,7,1,1,3,0,0,2,3,3,3,0,2,0,7,2,6,0,0,1,1,0,1,0,4,0,3,0,5,1,0,1
115,0,1,0,0,0,9,2,0,2,6,3,1,1,3,0,0,2,3,2,0,2,2,4,2,1,1,0,0,2,10,0,0,0,1,0,3,3,0,0,0,4,0,0,2,6,1,0,5,1,2,0,0,2,0,0,0,3,0,0,2,1
116,1,0,3,2,1,1,3,3,0,3,0,1,1,2,2,4,3,1,4,0,2,0,3,0,1,1,0,3,0,0,5,1,1,1,2,0,1,1,2,4,1,3,0,0,2,4,1,2,1,3,4,5,2,2,1,1,0,1,3,1,1
117,0,1,0,0,0,3,1,2,2,4,2,1,4,2,1,3,0,2,1,0,2,2,5,0,0,2,0,0,3,6,1,1,0,1,0,1,3,0,1,2,2,0,0,5,3,0,1,6,3,2,0,1,2,0,0,0,1,0,0,2,1
118,2,0,1,3,4,1,2,0,1,1,0,2,0,2,2,3,3,0,4,0,6,0,1,3,2,0,2,2,0,0,3,1,0,2,0,5,0,4,0,0,1,3,1,0,1,2,0,0,3,4,0,0,4,4,0,5,0,2,6,1,1
119,0,0,1,3,2,2,2,1,3,2,0,0,2,5,2,2,3,0,5,4,3,5,3,2,5,3,1,6,0,1,7,1,4,3,0,2,0,3,1,0,2,1,0,0,1,7,2,0,1,4,3,0,0,4,1,2,1,3,2,1,1
120,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,2,0,0,2
121,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,0,4,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,2
122,0,0,2,4,2,0,0,0,0,0,2,0,1,0,1,0,0,0,8,2,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,3,0,7,0,0,2
123,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2
124,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,2
125,6,1,4,1,1,0,13,3,2,4,5,1,3,1,4,20,9,2,2,2,0,0,4,6,0,6,0,0,1,1,1,0,15,7,14,2,0,1,1,2,0,21,5,103,1,2,6,3,4,1,15,0,1,0,0,2,1,2,0,1,2
126,0,0,3,6,1,0,2,0,2,3,3,2,1,3,0,3,5,2,1,3,1,5,2,0,0,1,1,0,0,1,1,2,2,2,0,0,0,1,1,0,1,0,2,0,7,3,1,11,6,1,0,1,3,1,5,3,2,2,1,1,2
127,0,7,0,0,0,3,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7,0,8,0,0,5,2,0,0,0,1,1,0,5,0,1,8,1,0,0,0,1,5,4,0,0,2
128,1,0,8,7,0,0,3,3,2,2,3,0,1,2,4,2,6,0,1,9,2,4,1,14,3,2,0,1,0,0,9,15,14,2,9,3,0,22,3,0,3,6,0,0,6,7,4,8,3,2,7,4,0,0,7,1,1,4,5,0,2
129,1,0,5,3,2,2,3,6,1,1,4,0,3,1,2,6,1,4,1,3,3,0,0,2,0,2,1,0,0,1,1,2,6,6,9,0,4,1,4,3,3,5,3,21,1,1,0,1,4,1,6,2,2,0,7,6,1,8,11,0,2
130,4,0,10,0,0,1,1,4,2,0,3,2,1,3,4,3,3,2,3,1,1,1,2,1,0,3,2,0,2,1,2,3,8,5,10,1,3,3,5,6,3,5,2,8,3,0,1,2,4,2,4,4,0,1,2,4,2,4,9,0,2
131,1,0,5,3,0,1,3,2,1,2,1,0,1,1,2,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,1,2,3,3,11,1,2,1,1,0,2,6,0,11,0,2,4,2,1,2,3,5,1,1,4,5,2,5,7,0,2
132,3,0,0,5,4,6,0,0,1,5,5,3,5,3,6,11,3,0,1,1,2,4,6,0,3,9,0,0,0,3,0,0,0,1,4,0,9,0,3,3,2,4,0,2,10,1,0,1,6,0,12,1,1,0,1,0,2,1,1,3,2
133,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,2
134,3,7,1,4,0,1,3,0,1,2,6,2,1,3,2,0,0,4,0,1,5,5,12,1,0,7,0,0,8,0,0,0,0,1,8,2,2,3,5,6,0,0,0,2,38,1,4,3,5,2,15,3,1,0,2,0,2,4,1,1,2
135,3,0,0,0,0,0,2,0,0,3,1,0,0,2,0,4,0,0,5,1,2,0,0,0,4,0,5,0,0,0,0,1,1,0,4,0,1,0,0,0,2,1,0,0,1,1,5,2,0,3,5,0,0,0,0,1,0,5,0,1,2
136,0,0,1,0,5,0,2,0,1,1,0,0,0,0,6,1,0,0,1,1,0,0,0,0,0,2,0,12,1,1,0,1,5,1,4,2,0,4,0,0,0,1,0,0,1,1,4,0,0,1,6,1,0,12,1,1,0,2,6,0,2
137,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,2
138,0,0,0,0,3,0,1,0,3,3,4,1,3,1,1,4,0,3,1,4,1,2,2,1,0,3,0,2,1,0,0,0,1,2,10,0,3,1,2,3,0,0,0,17,1,0,1,0,1,0,5,2,2,0,1,1,0,5,3,0,2
139,3,0,11,6,1,0,6,4,2,0,6,0,2,4,7,5,8,2,6,4,0,2,3,0,0,3,1,2,1,3,3,4,6,4,5,3,1,3,0,2,4,10,1,7,2,5,5,1,5,4,2,2,2,1,5,4,1,6,1,0,2
140,6,3,3,3,0,4,1,2,2,2,4,0,5,2,2,11,12,1,0,1,1,1,0,0,0,2,1,0,4,1,5,2,2,4,8,1,6,1,2,17,0,12,1,26,3,5,1,1,3,0,7,1,1,0,3,3,1,8,1,1,2
141,8,0,0,2,0,0,2,3,1,1,6,2,2,3,6,4,1,0,2,1,0,2,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,6,1,0,4,0,1,2,0,0,1,5,2,0,2,1,0,2,2,0,1,1,0,2
142,1,2,0,2,1,1,5,0,7,0,1,0,4,0,4,2,2,4,0,0,2,0,0,2,1,0,0,0,5,0,1,1,6,2,9,1,7,2,0,2,1,5,4,3,1,2,4,3,7,0,8,0,1,3,1,1,1,2,4,2,2
143,5,0,8,6,4,2,4,2,2,4,10,2,3,3,3,5,4,5,2,6,1,4,4,1,1,1,3,3,4,0,1,2,11,1,8,0,0,3,1,10,2,12,1,2,2,3,2,5,2,2,4,5,2,0,1,4,2,6,4,2,2
144,0,0,0,0,1,0,2,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,2,0,0,0,0,0,0,4,0,0,2,0,0,4,0,0,3,0,0,0,0,0,0,1,3,0,2
145,0,0,5,0,1,0,0,2,1,3,1,0,1,0,1,0,4,1,1,1,1,1,0,1,0,4,1,1,1,1,0,3,3,4,5,1,0,0,2,3,1,0,0,11,0,6,0,2,0,6,9,4,0,0,2,2,1,5,1,0,2
146,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,2,0,0,0,13,0,1,1,0,1,0,0,0,4,0,0,1,0,0,0,15,0,0,2
147,3,3,1,7,0,2,0,0,1,10,9,1,3,5,5,3,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,1,5,0,2,0,0,1,11,3,1,5,9,0,2,0,0,6,7,1,4,1,0,0,0,0,1,0,0,0,2
148,7,0,13,4,5,1,5,24,3,5,4,9,9,3,5,1,2,0,6,3,2,0,3,1,2,11,5,4,0,5,1,12,0,10,6,2,5,7,6,2,3,0,0,15,2,2,3,0,5,3,6,2,7,1,3,5,2,5,10,3,2
149,5,0,2,0,3,1,5,1,2,10,14,5,20,3,5,4,0,2,9,1,0,1,3,0,6,7,5,2,1,1,0,2,0,0,4,0,26,0,9,0,3,0,0,0,3,1,9,2,20,5,4,2,3,2,1,0,4,1,3,1,2
150,1,0,3,8,2,0,1,1,1,1,4,0,2,3,4,6,1,1,2,2,4,1,2,1,1,0,0,3,0,0,2,1,2,0,0,2,0,10,1,1,1,4,1,1,3,0,1,1,0,0,0,1,0,3,0,1,0,3,3,0,2
151,0,17,0,2,2,1,0,1,1,0,0,0,0,0,2,1,0,11,0,1,1,1,11,5,4,0,2,27,3,0,1,23,0,0,3,3,1,10,0,1,1,4,57,0,10,0,1,3,0,0,1,3,1,32,3,0,0,0,3,0,2
152,8,0,19,21,4,4,14,2,37,8,11,13,22,5,7,13,13,2,14,9,3,25,31,11,7,10,4,0,0,5,4,10,11,34,31,2,0,41,6,12,5,8,25,0,119,3,7,85,8,13,21,11,0,0,5,6,4,20,3,6,2
153,2,2,3,5,5,5,12,2,10,6,1,1,6,7,4,5,8,4,13,4,6,8,7,13,1,11,3,4,0,8,9,10,0,4,32,11,10,8,6,1,7,1,10,0,12,2,6,23,6,6,24,6,5,1,2,3,5,5,14,7,2
154,4,0,13,3,2,2,2,32,0,7,9,10,12,6,5,0,12,0,9,7,3,2,4,2,0,8,1,0,0,1,0,8,0,7,4,0,0,1,6,1,3,0,0,7,1,14,1,3,8,15,3,10,7,0,14,14,4,13,6,3,2
155,8,0,5,0,1,1,3,5,2,4,0,0,1,0,3,4,9,3,1,3,2,0,1,1,2,3,1,1,4,1,0,2,2,3,9,4,1,1,1,0,4,7,1,9,3,7,7,1,2,1,8,7,1,1,2,6,1,4,4,0,2
156,5,0,2,5,5,0,5,0,0,4,6,1,8,6,4,5,0,0,2,0,2,1,0,0,2,5,1,3,0,1,1,0,12,2,3,1,0,0,5,0,2,1,0,0,1,0,2,3,6,1,7,1,6,2,2,0,2,2,0,1,2
157,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2
158,1,23,2,7,2,0,8,0,7,6,0,0,0,4,2,2,1,6,1,2,0,0,0,5,1,8,0,9,4,3,3,2,43,1,5,0,53,4,2,1,4,17,33,0,2,2,3,3,2,0,6,3,1,13,6,3,3,0,9,6,2
159,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,0,0,0,0,1,0,2
160,2,0,3,6,1,0,0,0,0,3,4,0,4,3,4,0,4,0,1,3,0,3,0,0,5,3,4,1,1,0,0,1,1,1,5,0,3,10,2,1,0,6,0,0,3,0,1,1,2,1,8,3,1,2,0,0,0,5,7,0,2
161,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,6,0,0,0,0,0,0,1,1,0,2
162,2,1,5,2,3,0,1,0,1,1,1,3,2,1,5,4,5,0,2,2,6,6,3,1,0,1,0,1,1,3,1,3,0,1,8,0,1,3,4,0,0,0,0,0,8,3,1,16,5,1,9,3,2,2,4,2,0,4,3,2,2
163,9,2,4,1,5,1,0,3,4,4,10,2,3,2,6,4,6,2,1,5,0,1,0,5,1,2,1,5,2,0,3,2,10,6,2,2,1,1,4,0,8,6,0,5,3,3,5,2,4,3,6,4,1,0,4,2,1,4,2,0,2
164,0,0,0,0,1,0,2,0,0,1,3,0,3,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,4,0,7,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,5,1,0,0,0,0,0,2,1,1,2
165,5,2,1,0,1,2,1,0,0,3,6,1,4,3,3,1,0,0,9,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,36,0,2,7,0,1,1,0,7,1,1,3,10,8,0,0,1,0,0,0,1,0,1,1,2
166,1,0,1,5,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,5,0,0,0,0,1,0,6,1,0,2
167,1,0,6,3,4,0,1,0,0,4,0,4,1,3,2,1,5,6,3,2,2,4,5,4,0,4,2,0,4,1,1,0,7,3,12,0,0,3,1,0,0,7,0,1,6,2,1,0,3,3,8,3,2,0,3,2,2,8,8,3,2
168,0,0,0,2,1,1,0,0,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,12,1,0,2,0,1,0,0,0,0,0,3,1,0,18,0,0,1,0,1,0,0,0,0,2
169,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,1,0,0,0,1,0,2
170,0,0,0,0,2,1,6,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,3,0,2
171,0,0,2,1,0,1,0,0,0,0,2,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,1,1,0,0,0,9,0,1,1,2,0,0,9,0,0,0,0,0,1,1,0,0,2
172,7,0,4,3,1,2,2,16,1,11,11,3,12,4,6,13,4,0,3,6,3,0,1,1,3,6,1,1,1,1,3,1,0,9,9,2,5,1,5,1,6,17,0,138,3,3,3,1,4,6,2,1,1,0,3,4,0,6,3,2,2
173,1,0,0,0,0,0,2,0,0,1,0,0,4,2,0,0,3,0,0,3,0,1,0,0,2,6,3,2,1,1,1,1,1,5,1,0,0,0,0,0,3,0,0,0,2,3,1,0,2,0,3,1,0,0,2,5,1,5,3,1,2
174,0,0,0,1,3,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
175,0,20,1,2,1,0,0,0,0,1,0,0,0,2,3,1,0,9,2,2,2,0,21,0,7,1,4,14,1,1,1,16,3,2,0,0,0,30,0,0,8,1,11,0,6,3,1,0,0,0,2,1,2,31,2,1,6,7,2,0,2
176,0,0,0,2,3,1,0,1,2,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,2,0,0,0,30,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,2
177,1,0,2,2,2,2,0,1,0,2,0,0,0,0,2,0,0,0,3,2,1,0,0,0,0,0,1,2,0,1,0,3,2,1,3,0,0,2,0,0,1,3,0,1,0,0,3,2,2,2,0,1,2,0,4,0,1,7,5,2,2
178,0,0,1,0,2,0,30,0,0,0,0,10,0,0,0,0,0,0,13,0,1,0,0,1,5,0,15,1,0,0,1,0,19,0,0,1,0,0,0,0,2,13,0,0,0,0,16,2,0,16,1,1,0,1,0,0,0,0,3,0,2
179,1,0,2,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,1,2,10,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,10,1,0,0,2,1,0,1,0,0,2
180,2,0,4,0,9,0,15,0,3,0,0,11,1,0,1,1,4,0,23,2,0,2,2,0,1,3,4,4,0,1,1,2,1,3,6,1,0,0,0,0,2,1,0,0,0,0,12,3,3,24,0,2,4,0,4,4,2,2,2,1,3
181,5,0,4,0,5,6,9,1,3,3,0,6,10,3,4,2,6,2,4,2,5,2,3,3,4,9,9,4,2,2,1,4,2,2,6,4,0,8,4,3,4,1,0,1,1,2,10,0,3,6,1,2,4,1,2,0,5,2,16,2,3
182,3,1,1,1,2,2,4,8,2,3,3,6,10,4,6,1,7,0,11,2,4,0,5,3,3,10,4,3,2,5,3,8,0,6,3,3,3,1,3,5,9,1,1,9,4,3,4,8,6,11,4,3,6,2,1,3,6,1,1,5,3
183,0,0,1,1,2,3,8,2,1,0,0,8,0,0,1,1,2,1,10,2,7,2,1,0,1,4,3,2,3,1,0,2,0,0,1,2,2,4,0,2,1,2,0,0,4,0,16,4,1,10,1,0,4,0,2,1,0,0,4,1,3
184,0,0,10,25,6,4,10,2,5,2,1,7,2,1,5,3,4,3,12,5,2,6,11,6,2,1,4,12,0,0,10,27,1,8,8,5,4,17,4,3,11,2,3,33,9,2,5,5,0,6,3,7,6,10,12,2,9,3,19,4,3
185,4,0,3,4,4,8,5,4,2,9,0,6,11,8,8,5,2,1,18,4,4,8,7,7,2,9,2,1,3,15,7,8,1,0,4,6,3,6,7,2,8,0,0,2,7,3,6,7,11,18,1,3,3,1,2,8,13,2,15,9,3
186,0,2,2,1,5,5,9,3,0,9,4,9,3,3,12,2,4,2,15,7,2,8,3,0,5,6,4,4,3,11,2,4,0,4,11,5,3,2,10,1,5,2,1,0,3,3,6,7,5,14,8,6,9,3,10,3,6,1,18,7,3
187,2,0,4,2,6,2,11,7,2,2,2,6,3,2,4,1,6,2,6,4,2,3,5,4,2,3,5,3,0,6,0,6,3,1,5,6,3,0,4,2,8,3,0,4,3,6,2,1,3,5,5,3,3,2,6,3,5,5,8,3,3
188,3,2,1,29,13,2,9,2,3,4,6,5,1,9,18,8,2,5,8,3,13,6,15,14,10,0,10,13,0,2,6,21,8,2,8,18,2,21,8,1,10,1,1,0,16,0,3,12,2,11,14,0,4,2,4,5,7,0,10,4,3
189,1,1,1,0,3,3,2,1,1,1,2,7,2,1,1,0,1,0,12,2,0,0,1,0,1,5,0,1,0,4,0,1,0,0,9,2,10,1,1,7,5,0,0,0,0,1,6,8,1,11,5,1,5,0,1,1,4,2,3,5,3
190,1,2,0,1,10,3,3,6,1,3,0,9,6,5,8,2,7,2,14,0,3,3,5,2,5,14,7,9,1,8,0,6,0,1,6,4,3,1,3,3,12,0,1,1,3,0,8,10,3,11,3,4,6,5,2,4,7,0,5,7,3
191,1,3,4,0,5,1,16,1,1,2,1,7,0,4,3,6,7,0,4,1,5,4,3,6,0,0,1,10,0,1,4,4,8,2,1,7,3,1,1,1,5,4,1,1,1,2,11,1,0,4,2,3,4,2,4,5,2,4,18,1,3
192,4,1,3,2,4,0,14,6,6,2,0,5,3,3,4,10,6,6,7,5,10,3,7,15,3,4,1,4,2,1,7,10,11,6,5,14,4,3,0,1,6,13,8,1,2,2,7,0,6,3,3,4,6,2,3,6,4,5,15,4,3
193,3,2,10,8,5,9,9,14,7,8,2,11,11,6,8,8,9,2,9,8,2,7,9,2,8,8,6,10,2,9,6,13,1,13,9,8,4,10,8,4,8,3,1,5,5,5,9,7,4,13,4,8,9,8,14,8,6,6,29,5,3
194,8,0,2,4,9,8,13,5,5,6,3,16,8,13,13,9,3,4,18,3,6,5,7,14,5,6,6,7,4,9,13,15,1,3,1,8,3,5,10,4,19,2,0,0,2,1,10,11,4,14,0,5,12,5,2,5,15,0,5,5,3
195,2,0,1,2,0,2,12,6,4,10,4,5,7,6,7,2,2,0,22,2,1,3,1,4,2,7,14,0,1,2,5,1,0,1,7,1,0,6,11,3,3,1,0,0,7,0,10,5,7,4,3,5,10,0,4,0,7,2,15,4,3
196,2,0,1,4,2,3,10,7,4,2,2,4,6,3,3,5,5,2,5,1,3,6,4,4,3,3,1,4,1,2,5,8,4,3,1,3,9,3,3,1,7,7,0,10,3,1,5,2,5,10,2,1,3,6,0,0,9,1,7,1,3
197,2,1,1,0,1,6,7,2,3,2,2,8,7,5,4,4,1,0,9,6,1,3,4,3,3,6,1,1,4,3,2,6,1,4,5,4,1,0,1,8,9,1,1,20,4,0,1,7,1,14,2,10,5,0,5,9,7,1,6,6,3
198,0,0,2,3,6,2,9,3,3,6,4,8,5,6,3,4,2,1,8,4,6,4,4,3,8,5,7,3,0,4,1,5,1,1,4,1,2,4,2,2,10,2,2,1,6,2,8,2,7,8,6,0,7,3,5,0,12,2,12,4,3
199,1,1,1,3,5,8,15,5,3,1,1,11,5,5,8,5,5,1,11,5,2,6,2,4,6,9,0,5,0,6,2,8,0,0,3,6,1,0,0,5,9,1,1,0,3,2,7,8,3,12,2,1,6,2,1,1,7,1,9,6,3
200,5,1,0,5,6,8,6,2,1,4,1,13,4,11,11,8,2,1,17,2,3,2,9,3,5,13,5,1,1,14,3,10,1,1,5,4,4,4,13,0,11,1,0,0,10,3,9,13,5,16,3,2,7,1,2,1,14,1,4,7,3
201,3,0,3,5,12,4,5,4,1,0,2,9,3,5,0,5,5,2,10,0,7,1,3,1,2,2,2,14,1,4,3,4,3,1,2,3,2,2,4,1,13,2,0,3,2,2,6,5,7,13,3,1,6,1,3,3,14,4,7,1,3
202,2,0,3,2,4,9,15,16,7,1,7,8,8,6,6,3,2,2,13,6,1,4,2,2,2,3,2,3,3,3,0,2,0,7,5,3,9,1,7,5,7,5,0,19,4,2,10,0,2,16,5,3,4,2,5,6,7,2,14,4,3
203,3,2,6,0,6,2,3,2,4,2,5,3,6,4,5,4,1,3,1,2,3,0,5,7,3,2,1,3,7,0,0,0,4,13,7,4,2,0,1,0,6,5,1,7,1,0,4,1,5,1,13,2,0,1,6,2,5,3,11,2,3
204,7,2,2,7,4,14,3,1,3,6,1,19,18,9,4,2,5,1,10,4,10,9,13,4,4,5,3,2,3,7,5,5,0,3,3,6,4,3,3,3,4,2,0,1,12,3,1,7,4,12,3,3,6,1,1,4,9,1,9,7,3
205,2,1,2,1,18,7,14,6,2,5,4,13,4,5,9,6,2,2,10,3,2,5,8,7,4,6,0,13,1,2,7,8,2,1,2,5,1,2,10,4,14,3,0,0,6,0,7,3,5,12,1,2,6,3,4,3,15,1,3,4,3
206,4,0,3,2,13,4,21,3,7,4,3,12,11,10,9,3,4,3,10,2,5,3,4,4,10,8,2,3,3,13,2,12,0,0,4,5,5,6,6,3,10,2,4,5,2,0,10,9,11,12,9,2,9,1,2,6,12,0,7,3,3
207,2,0,8,3,7,1,13,14,2,2,0,8,4,1,1,1,1,1,8,7,1,0,2,0,8,4,3,4,0,1,3,5,0,16,8,2,2,1,0,0,2,2,0,9,2,1,7,3,2,10,4,3,4,2,10,3,2,6,15,1,3
208,1,1,2,19,3,3,7,1,2,1,0,13,2,8,5,2,4,2,12,0,2,6,10,6,5,8,6,6,1,6,4,18,1,1,2,8,3,15,6,0,12,0,1,0,8,0,4,19,5,5,0,4,5,7,5,2,5,1,9,3,3
209,5,0,4,6,5,6,6,2,4,1,1,7,1,6,3,3,7,2,4,4,5,8,7,3,1,1,1,8,5,2,0,12,5,5,5,1,3,2,3,4,7,1,2,1,6,0,4,1,1,4,2,2,4,4,4,4,9,3,11,5,3
210,5,0,3,4,7,1,10,4,0,5,3,8,5,2,1,3,4,0,16,10,4,2,4,0,2,7,4,10,0,2,2,5,5,5,9,7,3,2,8,2,0,3,1,3,2,3,9,0,6,15,4,6,1,2,7,2,3,4,11,4,3
211,4,3,3,0,8,4,8,6,2,6,4,12,3,8,9,2,3,2,17,5,0,1,3,0,8,13,3,7,3,3,1,4,1,8,12,4,2,2,4,5,5,4,1,3,5,0,9,2,7,17,5,3,7,1,4,2,6,2,17,7,3
212,10,5,3,6,4,3,9,6,4,4,6,11,4,1,3,5,8,3,8,8,3,2,10,5,3,10,5,7,6,3,6,9,3,7,1,10,7,2,6,4,9,5,5,1,1,7,8,10,6,8,1,2,5,4,3,1,7,3,4,4,3
213,5,0,5,5,5,3,19,11,0,1,3,8,9,1,5,3,5,1,15,10,2,1,2,5,4,1,10,8,0,4,0,3,4,10,6,2,0,0,5,1,12,4,1,10,0,6,4,0,6,17,5,5,7,5,3,5,7,7,16,0,3
214,1,1,3,10,3,8,9,14,4,5,2,10,9,4,7,1,2,5,11,0,1,7,4,2,7,11,4,1,0,2,2,11,2,7,3,2,2,2,6,3,5,1,1,9,5,2,1,5,9,9,1,6,6,1,0,2,4,2,6,4,3
215,0,2,3,4,8,2,9,3,0,0,2,3,5,2,4,4,1,0,8,0,2,2,7,2,2,1,0,3,3,1,0,7,3,2,0,4,1,0,5,0,11,0,1,33,2,1,7,2,2,6,2,4,5,4,2,0,13,1,4,5,3
216,0,2,3,0,8,1,1,10,3,2,0,7,3,2,4,3,4,0,10,1,3,3,2,1,0,13,0,3,0,3,1,3,3,9,0,4,2,1,2,1,7,1,2,26,2,2,6,4,2,12,1,0,7,0,3,4,9,2,7,6,3
217,3,13,4,4,9,8,9,3,7,5,5,6,3,5,6,6,4,2,6,4,7,7,5,5,4,4,4,6,6,5,3,14,1,6,6,4,7,2,4,5,10,0,4,1,7,2,4,9,4,6,1,4,3,3,2,3,12,6,8,5,3
218,2,0,1,0,1,1,3,1,0,1,3,3,0,0,0,0,1,0,10,3,1,0,0,0,4,10,6,1,0,4,0,0,1,0,1,0,6,0,1,2,3,2,0,0,0,0,4,6,3,14,4,0,1,0,3,1,5,0,2,1,3
219,3,0,2,2,5,6,12,6,3,8,4,10,14,9,7,3,1,1,16,3,4,5,2,7,5,8,6,2,3,12,4,11,1,1,1,5,1,3,9,1,8,0,1,0,8,0,9,13,4,15,3,2,8,1,0,6,10,1,5,12,3
220,2,0,4,5,7,1,8,4,6,11,1,7,8,3,1,3,3,3,10,2,5,3,3,2,4,8,4,7,0,6,2,1,2,9,2,5,4,0,4,3,10,2,1,2,3,2,5,4,6,10,2,4,7,2,4,1,3,1,17,6,3
