,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
74,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,1,1,7,0,1,0,2,0,0,0,2,3,0,0,3,2,3,2,0,1,1,2,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,2,1,2,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,2,2,0,0,0,4,0,1,1,1
75,0,0,0,0,0,1,0,0,7,1,0,0,1,0,0,0,0,7,1,1,0,2,0,4,0,1,2,0,0,0,1,1,2,0,3,1,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,5,1,1,1,1,1,2,0,0,1,0,2,1,2,4,1,0,2,0,1,0,0,1,0,2,2,0,0,1,0,1,0,0,1
76,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,1,1,3,0,0,0,0,0,2,0,1,0,0,0,4,1,2,1,1,1,1,1,1,1,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,1,0,2,0,0,4,1,4,1,0,1,3,1,0,1,0,1,0,0,2,0,0,1,2,0,0,1,1
77,0,1,0,0,0,0,1,0,3,1,0,1,0,0,0,2,1,2,0,0,1,3,0,1,0,0,0,1,1,3,0,3,3,0,1,0,1,4,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,3,0,0,1,2,1,0,0,0,1,3,0,0,0,0,0,1,2,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,1
78,0,0,1,0,2,0,0,0,5,1,0,2,0,1,1,1,0,14,0,0,0,0,0,2,0,0,2,0,0,9,1,2,3,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,2,1,1,2,1,0,0,0,2,4,1,1,2,1,1,0,1,1,0,2,1,0,0,0,0,1,1,0,0,1
79,0,1,1,1,0,0,0,0,6,0,3,1,0,1,0,1,1,5,1,1,1,6,0,0,0,3,1,0,0,5,0,2,1,0,0,2,3,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,4,1,0,0,3,1,0,1,0,2,1,3,2,1,0,0,1,2,2,0,0,0,2,1,0,0,2,0,1,0,1,0,0,4,2,0,1,2,1
80,0,1,0,1,0,1,0,0,6,0,1,0,0,1,0,0,2,4,0,2,2,0,0,0,0,0,3,3,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,3,0,3,0,0,1,1,0,2,0,1,3,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
81,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,6,1,0,1,0,0,3,0,0,0,0,0,3,1,1,0,1,2,0,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,0,0,0,2,0,2,0,2,0,2,0,2,0,0,1,0,2,1,0,1,1,0,0,1,2,0,1,1,1,1,1,5,0,0,0,1,1
82,0,0,1,1,0,0,0,0,3,0,0,1,1,0,0,1,1,5,1,1,1,1,0,0,1,0,0,0,0,4,2,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,2,1,0,1,0,0,1,1,3,0,1,0,0,2,1,1,3,0,0,3,1,1,1,1,0,0,0,0,0,2,3,0,0,1,1,1
83,0,1,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,7,2,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,3,1,2,2,0,0,1,0,2,0,1,1,0,1,0,0,0,0,3,2,1,0,0,1,1,1,0,2,0,3,0,1,0,0,1,0,3,3,2,0,4,0,0,0,0,0,1,1,2,0,2,1,3,0,0,0,1
84,2,5,3,1,1,1,0,1,5,1,4,1,1,0,0,0,0,3,0,1,0,1,0,2,0,0,1,0,0,3,1,1,3,0,3,1,1,1,0,0,0,0,0,3,0,0,0,2,3,4,0,1,2,0,0,1,0,0,2,1,1,4,2,1,4,1,1,0,1,0,1,2,1,1,1,0,0,4,0,1,2,1,1,0,0,3,2,0,0,0,1
85,2,3,2,1,1,4,1,5,3,3,2,4,0,7,4,1,0,6,0,0,0,6,1,4,2,3,2,3,0,6,0,1,3,2,3,2,3,3,3,0,3,0,3,0,3,0,2,5,3,2,4,0,3,1,1,1,4,2,2,2,5,8,8,2,5,1,2,0,1,1,2,6,4,3,4,2,1,6,1,2,3,6,6,2,1,3,4,1,1,8,1
86,7,0,5,1,1,2,2,3,1,0,0,3,1,2,0,0,4,3,3,1,1,1,3,2,0,1,5,0,0,2,0,0,4,0,5,6,0,1,0,0,2,1,0,9,1,1,1,1,1,3,1,6,2,0,1,1,0,3,4,1,0,1,0,2,0,1,0,0,0,0,3,2,0,2,2,0,2,1,2,1,1,2,3,0,0,0,1,0,3,1,1
87,1,0,7,2,4,1,0,0,3,1,0,3,4,2,0,2,4,6,0,1,1,1,3,0,1,1,3,0,1,1,1,3,0,0,2,0,0,0,1,2,2,0,2,4,4,0,2,0,0,6,1,3,3,0,3,1,0,3,2,1,0,3,0,0,3,3,0,1,2,1,4,0,0,1,4,1,1,0,1,0,1,0,0,2,3,2,0,1,1,2,1
88,0,1,6,2,0,0,2,0,6,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,4,2,0,0,4,5,0,5,0,1,2,0,1,2,0,1,1,2,4,0,1,0,0,0,2,1,0,3,1,0,1,0,0,1,0,1,2,1,0,3,2,0,0,2,0,3,3,1,0,2,2,0,1,1,0,1,1,3,0,0,2,0,0,0,2,1
89,4,2,1,1,2,3,1,2,4,2,2,2,0,2,1,1,1,6,3,2,0,1,0,3,0,4,1,1,0,1,1,1,2,1,3,1,2,1,1,0,4,1,1,2,1,1,0,3,4,5,0,1,2,0,0,2,1,3,2,4,0,1,1,0,5,5,2,0,11,1,7,2,1,2,5,3,0,2,0,0,5,3,3,0,2,2,2,2,0,5,1
90,0,2,0,1,0,1,0,1,9,0,1,3,1,2,1,0,0,2,0,0,0,1,2,1,0,5,2,2,2,3,0,1,3,0,0,0,0,3,2,1,1,0,2,1,2,1,0,2,4,0,2,0,0,1,1,0,0,0,1,0,0,5,3,3,3,2,1,0,2,0,2,2,1,0,4,1,0,2,0,1,0,1,0,2,0,2,0,1,0,1,1
91,1,1,4,1,2,1,1,0,5,1,0,1,0,2,2,0,0,3,0,0,1,2,1,0,0,3,3,0,0,3,5,1,2,0,1,1,0,0,1,1,1,1,3,2,2,0,0,2,1,6,0,1,2,2,0,2,0,1,3,5,2,2,1,0,1,2,1,1,2,2,2,2,2,1,1,2,0,1,0,1,0,3,4,0,0,0,2,0,1,0,1
92,2,4,2,1,2,1,1,4,6,4,0,1,3,1,2,4,2,0,7,0,1,0,1,2,2,4,3,3,2,0,0,5,3,0,8,0,1,2,1,0,6,1,2,1,2,0,1,0,6,2,0,1,4,2,2,2,0,0,2,1,0,6,4,3,1,4,1,0,8,3,3,6,2,3,4,1,1,4,1,4,4,5,0,1,0,4,4,1,1,2,1
93,0,2,1,1,0,0,0,0,4,0,0,3,0,1,1,0,1,2,1,0,1,1,0,1,0,7,1,0,2,4,1,2,5,0,3,0,0,0,1,2,0,0,3,0,1,0,0,3,0,1,0,0,2,1,0,0,0,0,1,3,2,3,2,3,3,1,2,0,2,1,1,3,2,0,1,3,0,1,0,0,1,2,2,0,0,0,1,0,1,0,1
94,0,1,0,1,0,0,2,1,2,2,3,2,1,0,1,5,1,3,7,4,1,5,0,4,0,2,1,1,2,4,1,0,0,1,2,8,4,0,1,1,13,3,3,0,1,2,8,2,0,0,1,1,0,1,0,2,0,0,5,3,2,3,1,0,2,1,7,2,1,1,2,0,1,1,0,0,1,2,2,2,0,0,3,2,0,0,1,3,5,4,1
95,2,0,1,1,0,0,3,1,4,0,2,0,1,0,0,0,0,2,0,1,0,0,1,2,0,0,1,3,0,0,2,2,3,0,1,2,0,2,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,3,0,1,3,0,1,1,0,0,2,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
96,2,0,3,0,1,0,0,0,6,0,2,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,4,5,0,0,0,0,0,3,0,0,3,1,0,0,1,2,2,2,0,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,3,0,0,2,2,1,2,1,0,3,0,2,0,1,0,1,2,0,0,1,1,0,0,1,0,1
97,0,0,1,0,0,2,0,0,3,1,2,2,1,0,0,0,1,0,0,3,2,0,1,1,1,0,3,3,1,1,2,1,2,1,1,1,0,3,1,0,2,0,0,1,0,1,2,2,0,1,0,1,0,1,1,1,0,0,1,2,3,1,1,0,1,3,0,1,2,1,1,1,0,0,2,0,0,1,0,1,1,0,1,0,1,2,1,0,3,0,1
98,4,0,6,0,0,0,0,1,0,2,4,1,3,1,0,2,1,8,0,0,1,0,0,0,0,0,5,1,1,2,2,0,2,1,6,4,1,0,0,1,2,4,0,1,3,1,1,1,0,7,1,4,0,2,4,1,0,1,9,0,1,2,0,1,0,3,2,2,1,0,3,2,0,0,2,1,4,1,0,0,1,1,0,3,4,4,0,1,0,1,1
99,0,0,1,3,2,0,0,0,5,0,3,1,1,1,1,1,1,6,0,1,3,1,3,1,0,1,3,0,0,4,0,2,1,0,3,1,0,3,2,0,3,0,0,3,0,1,0,2,6,3,3,2,0,0,3,0,0,2,8,1,0,2,1,0,0,0,0,2,1,0,2,0,0,1,1,0,4,1,3,1,0,1,2,1,2,1,2,0,1,0,1
100,1,0,4,0,3,2,0,1,1,0,2,2,2,1,1,1,0,6,1,1,0,1,0,0,0,2,2,0,0,5,2,0,4,1,1,6,2,3,1,1,1,0,0,2,1,1,0,1,1,2,0,9,1,3,0,1,0,2,3,4,5,0,1,2,4,1,0,0,2,1,2,2,1,0,0,2,3,1,0,3,2,1,0,0,2,1,0,0,0,1,1
101,3,1,2,2,7,0,0,0,3,1,1,3,1,2,0,2,2,6,1,0,0,0,2,0,0,1,1,1,0,4,1,2,2,0,4,2,0,2,0,1,5,2,0,5,1,1,2,0,2,3,2,5,1,1,1,2,0,4,2,1,0,1,1,2,0,3,0,0,3,1,2,3,0,0,0,0,5,0,1,1,3,4,0,1,3,0,1,3,0,2,1
102,0,2,2,0,1,3,1,0,0,1,1,1,0,5,1,1,0,8,4,0,0,1,1,3,0,1,0,0,0,4,2,1,3,0,3,0,0,3,1,0,5,0,1,5,0,1,1,0,2,2,4,3,2,0,2,3,0,2,6,1,0,3,1,0,1,0,0,0,0,0,3,2,1,1,1,1,2,0,1,0,2,1,1,0,0,2,3,0,0,3,1
103,1,2,0,5,1,4,1,0,5,0,0,5,0,1,1,1,3,3,0,0,0,1,0,1,1,0,2,2,4,1,1,1,0,1,0,1,1,2,1,3,1,3,0,3,2,0,2,3,1,2,0,0,3,1,2,4,0,0,2,1,3,0,2,2,0,1,0,0,3,1,1,2,0,0,6,1,4,2,2,1,3,3,3,2,4,3,0,0,1,1,1
104,1,2,1,2,2,1,0,1,3,1,0,2,1,1,0,3,2,3,1,1,2,0,1,1,1,0,4,1,1,1,0,3,1,1,3,1,1,2,0,2,4,2,1,2,2,0,3,3,0,0,0,2,3,1,1,6,0,0,1,0,1,0,1,0,0,2,0,0,6,1,2,1,0,1,5,0,2,1,1,0,1,1,2,1,0,3,1,1,1,1,1
105,0,2,2,0,1,5,3,1,4,2,1,0,1,3,0,1,3,3,0,2,2,0,1,2,0,1,3,1,0,2,0,3,1,0,3,0,1,4,0,0,5,1,1,1,3,0,0,2,0,4,0,0,2,2,1,2,0,3,1,4,0,1,2,1,0,3,0,0,7,0,2,0,1,0,3,1,2,0,2,2,2,1,1,3,1,5,0,0,0,1,1
106,0,3,3,1,2,0,0,0,4,1,1,3,0,0,2,2,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,2,2,0,3,0,0,0,1,2,1,0,0,1,1,1,0,1,1,0,0,2,2,2,0,3,0,0,0,3,1,0,5,0,0,1,0,0,2,1,1,1,0,0,2,1,1,0,2,2,0,0,0,0,1
107,0,1,0,2,0,0,0,0,5,2,0,0,0,2,0,0,2,5,0,0,0,3,0,1,0,0,1,5,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1
108,0,2,1,1,0,0,1,0,6,2,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,2,1,1,0,1,0,0,1,1,0,4,0,0,0,1,2,1,3,0,1,1,0,3,1,0,4,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,3,0,2,1,0,1,4,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,1
109,0,0,0,1,0,0,0,0,2,5,1,2,0,2,5,0,1,4,0,0,0,0,1,0,0,4,0,0,0,2,1,0,2,2,2,2,0,0,2,3,2,0,1,0,1,1,2,1,6,0,1,0,0,1,0,5,1,0,2,1,1,7,5,1,6,1,7,0,3,0,1,2,4,0,1,0,0,3,0,2,1,0,1,0,0,0,1,0,1,2,1
110,1,1,5,0,1,0,0,0,5,0,1,0,1,2,0,0,0,3,0,2,1,0,1,1,1,1,2,2,0,0,0,3,0,0,2,3,0,5,0,0,1,1,0,0,1,0,0,1,1,4,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,5,0,0,2,0,0,1,0,0,1,0,0,4,0,1,2,1,2,0,1,0,0,1
111,0,2,1,0,0,0,2,0,2,3,0,1,0,1,2,1,4,0,1,0,0,2,2,1,2,3,0,1,0,1,2,0,0,4,1,0,0,1,1,1,1,0,3,0,2,5,1,1,3,1,3,0,2,3,0,3,1,0,0,0,0,5,3,1,2,5,4,0,3,3,1,4,3,1,1,2,1,3,1,4,0,2,2,1,0,2,1,1,0,1,1
112,1,2,3,0,0,0,0,0,5,2,2,1,0,1,0,0,0,8,0,0,0,0,1,0,0,1,0,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,1,2,0,0,2,1,1,3,0,1,2,0,0,0,0,0,1,0,1,2,0,1,2,5,0,0,4,0,3,1,0,1,1,0,0,0,0,0,4,0,1,1,0,2,1,1,0,0,1
113,0,1,0,0,1,0,0,2,1,5,3,1,0,4,2,1,1,0,4,0,0,2,0,2,3,8,3,1,8,0,2,0,2,2,5,0,0,2,1,4,16,0,0,0,2,4,2,0,1,0,0,1,1,5,0,8,0,0,1,3,2,2,4,2,3,4,2,1,5,2,2,0,1,4,0,2,0,0,3,1,5,5,3,2,1,0,0,0,2,6,1
114,0,4,3,0,6,0,0,0,2,2,0,1,0,0,0,2,1,6,3,0,3,0,0,1,6,2,0,0,0,1,1,2,4,2,0,2,0,3,0,0,0,0,0,5,0,1,1,4,0,4,1,3,0,2,1,0,0,1,0,2,0,0,0,0,2,0,0,0,2,0,3,1,0,0,2,0,3,1,3,1,1,2,0,1,2,1,0,1,1,0,1
115,0,0,0,1,0,0,0,1,1,0,0,0,2,1,2,1,1,0,0,0,0,1,2,0,2,2,0,0,3,2,0,0,0,0,0,0,0,0,3,10,0,1,0,0,1,6,0,0,2,0,2,0,1,1,0,2,0,0,2,0,0,5,6,0,6,0,1,0,1,1,2,1,1,0,0,6,0,1,3,1,0,0,4,1,0,0,0,0,0,1,1
116,1,0,0,1,4,2,1,0,3,3,0,1,0,0,0,1,1,3,1,1,3,1,1,1,0,1,1,2,0,2,1,1,3,1,1,2,0,2,0,0,4,0,0,1,1,1,1,1,0,2,2,3,1,2,2,0,0,1,2,3,0,1,1,1,2,0,0,0,0,0,2,1,0,0,2,1,1,1,2,0,0,3,0,1,5,0,3,0,0,0,1
117,0,0,0,2,0,0,0,1,0,1,0,1,0,1,2,3,0,1,1,2,1,2,1,0,4,1,0,2,6,0,0,0,1,1,1,0,0,0,0,3,0,0,2,0,2,4,0,0,5,0,0,0,0,0,3,1,0,0,1,0,1,3,2,0,7,0,1,0,0,0,1,1,1,2,1,2,0,0,2,1,0,0,3,2,0,0,0,1,0,0,1
118,0,1,3,1,1,3,0,0,1,0,0,4,1,1,1,0,2,2,0,1,0,0,0,3,0,0,0,0,0,5,3,1,0,4,2,3,0,0,1,0,0,1,0,0,2,0,1,1,2,1,2,2,3,0,0,0,1,6,1,1,0,1,2,1,0,2,0,0,2,0,4,1,1,0,1,0,5,0,2,0,2,2,3,0,0,0,1,1,0,0,1
119,1,3,2,3,7,1,0,1,2,0,0,0,2,1,0,1,1,7,1,0,0,1,0,0,0,3,2,1,0,1,1,0,3,1,3,1,4,4,0,1,3,2,2,4,1,1,0,3,0,0,0,2,2,2,1,0,0,2,1,0,1,1,1,3,0,1,0,0,3,0,3,1,0,0,4,1,2,1,1,1,1,4,2,1,0,2,3,1,1,0,1
120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,18,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
122,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,1,0,1,8,0,2,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
124,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
125,0,0,3,0,2,0,10,0,11,0,4,2,0,3,0,4,1,1,0,16,4,2,1,0,95,0,9,3,3,5,0,1,0,3,0,21,14,0,1,1,13,2,2,0,1,2,5,1,3,4,0,3,1,2,13,3,5,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,1,1,1,4,2,0,1,0,1,1,2,4,0,0,1,0,5,2,2
126,5,0,1,0,2,0,0,5,2,0,0,2,0,2,0,1,2,0,0,1,0,1,0,0,0,13,1,0,2,0,0,1,5,0,3,0,2,0,1,1,0,4,0,3,1,2,0,0,0,1,0,6,1,0,0,3,1,2,1,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,1,0,2,1,3,2,1,2,2,5,1,0,1,2,1,2,2
127,0,0,3,0,1,0,7,0,1,5,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,2,0,7,0,0,0,0,2,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
128,5,2,3,1,3,5,8,3,3,0,0,7,3,0,1,2,0,0,3,0,0,1,1,5,0,5,6,0,1,9,5,0,21,1,1,6,16,1,1,1,5,6,0,2,1,2,0,1,1,6,0,7,1,1,0,2,0,3,0,2,0,1,0,3,1,0,0,1,1,1,2,8,0,0,0,1,2,9,1,2,2,2,1,1,3,2,6,5,1,0,2
129,7,0,3,4,2,7,6,0,3,1,1,0,2,1,2,1,0,1,4,2,6,4,0,3,15,0,0,1,2,1,0,8,0,1,1,4,5,2,0,1,6,1,0,4,3,0,1,1,0,4,2,1,1,0,6,4,2,2,0,0,1,0,2,0,1,0,0,5,0,1,0,0,0,0,0,1,6,0,1,0,1,0,3,3,2,2,4,0,1,4,2
130,2,0,3,3,0,4,8,0,1,6,2,1,1,1,3,0,2,1,3,4,5,3,1,5,5,3,2,3,1,0,1,5,2,1,0,3,8,0,0,1,3,0,1,2,1,0,3,0,3,9,2,3,0,0,2,2,0,2,0,0,1,1,0,2,2,1,0,3,0,1,0,0,0,0,3,0,3,0,3,1,0,1,0,4,4,4,1,1,1,2,2
131,4,1,2,1,2,4,10,0,3,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,9,1,4,1,1,0,1,5,0,0,0,5,3,0,0,0,2,0,1,3,1,0,1,0,1,3,1,1,0,0,4,1,0,3,1,0,2,1,1,0,0,0,1,3,0,1,0,0,0,0,1,1,5,0,1,0,0,0,1,1,5,1,1,0,1,0,2
132,0,2,0,0,1,0,4,0,0,3,3,1,2,0,2,4,1,0,3,3,0,1,0,0,1,11,0,4,1,0,0,0,0,0,5,4,0,0,1,5,10,1,2,1,0,3,1,0,4,0,0,1,3,1,1,4,0,1,0,0,1,6,6,1,2,1,8,1,1,0,0,0,2,0,1,2,0,0,2,1,8,4,3,5,1,0,1,0,5,0,2
133,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
134,3,0,2,1,1,0,7,0,3,8,0,1,1,1,0,1,1,0,4,1,0,0,2,0,3,12,4,6,2,0,0,2,3,0,2,0,0,0,0,1,14,1,1,3,0,1,2,0,10,1,0,0,0,0,0,4,0,0,1,1,2,16,4,0,29,0,2,0,0,0,2,0,1,4,0,0,0,0,2,0,2,4,1,6,2,0,0,0,2,0,2
135,0,0,0,0,1,0,4,0,2,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,5,1,0,5,0,2,2,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,1,5,1,0,4,0,0,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
136,1,0,0,0,1,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7,3,0,0,1,3,15,0,0,5,1,0,3,0,1,0,13,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,4,0,0,0,0,0,3,2,1,0,0,2
137,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
138,2,0,0,0,0,0,8,0,1,3,1,0,1,3,0,3,0,0,0,1,2,0,0,0,13,3,0,2,1,0,0,3,1,0,0,0,1,3,0,1,4,3,2,2,0,2,0,0,0,0,1,0,1,1,5,3,0,0,0,1,1,1,0,0,2,0,3,4,0,0,0,0,1,0,0,2,1,0,0,0,3,3,0,0,1,0,1,0,1,3,2
139,4,3,3,1,5,1,4,3,4,3,0,1,6,0,3,1,0,2,0,4,2,0,4,0,3,2,5,3,0,1,3,1,2,0,0,8,6,1,1,1,2,4,2,7,1,0,3,1,0,8,5,6,3,1,3,6,1,6,2,2,1,2,0,0,1,0,0,4,0,1,0,1,0,0,0,1,4,2,4,2,1,0,0,4,0,1,0,1,5,2,2
140,2,0,6,2,2,1,4,1,1,13,4,1,0,1,0,4,0,1,1,9,4,1,0,6,22,3,1,2,1,0,1,4,1,7,2,7,2,1,0,1,6,1,0,0,0,0,4,0,1,2,0,8,0,0,1,2,0,2,0,1,1,1,5,0,0,0,4,7,0,0,0,1,0,4,0,5,3,6,1,0,1,1,3,3,1,1,3,0,0,2,2
141,0,1,0,1,0,1,2,2,2,1,0,2,0,0,0,2,0,0,4,5,2,0,0,0,0,1,0,2,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,2,4,0,2,0,3,0,0,1,2,2,1,0,0,0,0,0,0,1,0,1,1,2,0,3,0,1,1,2,4,1,0,1,1,5,0,2
142,1,0,1,1,2,0,6,0,7,1,3,0,0,7,0,5,0,1,1,2,0,3,0,1,3,1,3,0,3,0,2,5,1,0,0,6,4,1,2,0,5,1,0,1,0,0,1,1,0,0,1,2,2,0,1,1,0,5,0,1,0,0,1,0,2,1,5,2,1,1,1,0,2,5,0,0,1,0,0,0,1,0,1,6,0,0,0,0,1,4,2
143,1,3,2,1,3,3,5,2,4,9,4,1,4,1,1,3,1,0,0,4,2,1,0,2,2,3,2,0,2,2,1,3,3,1,3,10,12,0,0,0,4,5,0,6,2,4,5,1,1,7,0,1,3,1,1,6,0,2,0,0,3,2,4,2,0,3,0,4,0,0,1,0,3,1,2,5,4,1,2,2,0,3,0,2,3,0,0,0,3,2,2
144,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,4,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
145,2,1,0,1,6,0,6,1,0,1,0,3,1,0,1,1,0,0,2,0,3,1,3,0,5,0,0,3,1,0,0,1,0,0,0,0,3,0,2,0,8,0,2,0,1,3,0,1,0,4,1,5,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,1,0,2,0,1,1,0,4,0,0,0,1,1,2
146,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11,0,1,0,0,3,1,0,12,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
147,0,0,0,0,0,0,2,0,0,3,0,2,0,1,1,2,0,0,11,1,0,4,1,0,0,1,0,0,7,0,0,0,2,0,0,3,5,1,0,0,4,0,0,0,0,11,3,0,0,1,1,0,0,1,0,9,8,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,5,0,1,2,1,6,0,0,0,0,5,0,2
148,1,5,5,7,1,7,4,5,3,1,0,2,4,1,1,3,11,1,0,3,21,0,1,0,6,1,2,8,0,0,5,8,6,4,3,0,0,1,1,6,6,2,3,2,11,3,5,2,2,6,0,2,4,2,10,4,0,1,1,1,2,1,1,2,1,3,1,9,0,2,1,1,3,0,8,0,5,4,0,2,2,1,0,4,2,1,0,3,6,0,2
