,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
83,1,2,0,1,2,3,1,2,0,4,1,1,2,1,1,0,0,1,2,1,0,0,2,1,0,0,2,1,2,0,0,1,0,0,0,0,0,2,3,2,1,0,1,0,3,1,0,0,1,2,1,1,1,0,1,0,0,1,1,0,0,6,1,0,0,0,0,1,0,0,2,2,0,0,0,1,1,1,2,1,1
84,1,3,1,0,0,2,2,1,2,5,0,3,2,2,0,1,1,0,0,1,1,2,2,0,1,1,4,1,1,1,0,2,1,0,3,1,3,4,5,3,0,0,2,0,1,0,1,0,1,0,0,2,0,1,0,0,2,2,1,3,1,2,0,0,1,0,0,3,4,2,1,2,2,0,0,1,0,0,2,2,1
85,2,2,9,4,1,7,8,3,2,6,3,3,7,1,4,4,5,4,2,6,1,4,1,3,3,1,5,2,1,5,2,1,6,4,0,0,2,5,3,3,2,1,5,0,6,0,3,1,2,1,0,3,2,6,0,0,3,2,0,3,0,2,2,7,0,8,1,2,1,2,3,4,7,2,0,8,2,3,3,4,1
86,0,1,2,1,0,4,0,2,7,2,0,6,3,1,3,0,0,0,0,0,1,4,0,1,0,1,1,5,0,0,0,1,1,4,9,0,0,5,2,2,2,0,3,0,1,2,2,0,0,3,2,1,0,1,3,2,2,0,1,0,6,2,3,0,3,2,2,1,3,8,0,2,2,0,0,0,6,2,1,2,1
87,5,0,1,0,4,1,2,0,4,1,0,4,1,0,3,0,2,1,3,1,1,1,2,2,0,4,3,0,4,0,0,3,0,0,7,2,0,2,1,1,4,0,2,1,1,0,1,4,1,3,2,0,1,0,1,3,2,1,4,1,3,5,4,0,1,3,1,2,5,2,0,1,1,1,2,1,1,3,2,0,1
88,1,1,0,1,0,2,1,1,0,2,2,6,3,0,1,2,0,0,0,0,1,1,0,0,1,0,6,1,2,1,0,3,0,0,4,0,1,0,7,1,0,0,1,0,1,1,0,1,4,0,0,0,0,0,1,1,1,2,2,2,0,4,1,1,1,3,0,1,2,3,0,1,0,3,2,1,3,1,3,1,1
89,3,3,1,2,2,1,5,3,4,1,1,1,5,1,1,2,2,3,0,2,2,5,1,1,0,1,2,1,3,3,1,10,0,4,2,1,2,1,4,2,3,0,6,0,3,3,3,0,1,1,0,1,0,4,4,1,0,1,7,2,1,4,0,4,0,4,2,2,6,4,2,3,1,0,1,1,1,4,3,3,1
90,2,0,2,1,0,3,5,1,0,3,3,0,2,0,5,2,2,1,1,1,0,2,1,0,1,0,3,0,1,3,0,2,0,0,1,0,1,1,10,3,0,0,0,0,0,1,1,1,1,1,0,1,0,3,0,0,1,3,2,2,0,1,2,6,0,0,0,3,0,5,0,1,0,2,0,2,2,1,2,2,1
91,1,2,2,0,0,2,3,1,1,2,2,3,1,0,0,2,1,1,0,2,4,3,1,0,0,2,3,1,2,4,1,2,0,2,2,0,0,0,5,1,0,0,1,1,1,0,1,0,6,3,0,2,1,1,0,0,1,3,3,2,1,5,2,2,0,1,0,0,6,2,0,3,0,0,2,3,2,1,3,2,1
92,4,3,2,2,0,1,2,2,3,0,1,2,7,4,1,2,4,0,2,4,1,1,1,1,3,4,8,0,3,1,0,7,0,3,1,4,0,7,6,2,0,3,6,0,2,1,3,1,2,2,4,3,1,6,8,2,4,2,3,6,1,2,0,5,1,2,1,2,1,1,1,2,2,5,0,3,2,8,2,2,1
93,2,1,1,0,0,4,4,2,0,5,1,1,1,0,1,4,1,1,0,1,0,1,0,0,1,0,3,0,1,4,0,1,0,2,0,0,1,2,5,0,0,0,0,0,0,0,1,1,3,1,0,3,0,2,0,0,0,3,1,2,0,1,1,9,0,1,0,0,1,3,0,5,0,2,1,1,1,0,3,3,1
94,0,1,0,2,0,7,1,2,1,4,2,0,3,1,0,2,2,3,0,2,3,2,0,7,0,0,4,7,0,7,1,2,3,3,0,4,2,1,2,2,0,0,3,1,4,4,0,3,3,1,1,0,0,0,6,3,1,2,1,1,0,4,0,1,2,5,3,3,0,1,4,0,1,3,1,3,2,13,5,0,1
95,5,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,3,0,0,1,0,3,1,3,2,0,1,1,1,1,0,1,0,2,0,0,1,0,0,1,0,1,0,2,0,1,4,2,0,0,1,0,2,1,4,0,2,0,0,0,1,4,3,0,3,1
96,5,0,0,0,1,1,1,1,2,1,1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,2,0,1,1,0,2,0,6,2,0,1,0,0,1,3,1,0,3,1,1,2,0,1,0,0,0,0,4,0,0,2,1,1,1,0,2,1,0,2,0,4,0,0,0,1,0,3,0,4,1
97,0,0,0,1,1,2,0,0,0,1,3,1,2,0,1,1,1,0,1,0,1,2,1,2,1,0,1,1,0,1,1,2,0,4,1,0,2,0,3,3,0,3,1,1,3,1,3,1,2,1,1,1,0,0,0,0,1,0,3,2,1,1,1,1,1,1,0,2,1,2,0,3,0,0,0,1,2,1,0,2,1
98,2,1,1,0,5,0,0,4,3,2,0,4,6,0,1,3,2,0,4,0,1,4,0,1,0,0,2,2,2,2,2,1,0,1,3,2,3,5,0,2,1,1,2,2,1,1,0,3,2,3,3,0,0,2,0,6,1,1,1,0,7,7,1,0,0,1,3,1,7,6,1,1,0,2,0,0,2,2,0,0,1
99,3,0,0,2,3,3,1,2,0,2,0,1,6,4,3,0,0,1,3,0,0,6,0,0,1,2,1,2,1,0,0,0,0,1,2,0,1,3,5,3,2,1,3,0,3,1,0,2,1,0,3,1,0,1,0,1,2,2,0,0,2,2,3,1,3,1,4,1,4,3,0,1,3,0,0,2,0,3,1,2,1
100,0,2,1,2,2,3,2,2,1,3,0,4,2,1,1,3,0,0,0,1,2,0,2,0,1,4,1,7,1,0,1,1,0,1,2,0,1,1,1,4,2,0,1,0,2,3,1,0,3,1,1,3,0,2,1,0,1,0,1,2,9,5,1,2,0,1,3,2,2,2,2,4,0,0,2,4,1,1,3,1,1
101,2,1,2,3,3,0,1,1,3,3,1,3,4,2,1,4,1,1,2,1,3,2,1,1,0,7,1,1,2,0,0,3,0,0,4,1,1,3,3,2,3,0,3,0,1,1,0,1,2,0,0,4,0,3,1,3,1,0,3,0,5,5,2,1,1,3,5,1,3,5,0,1,1,0,0,0,1,5,1,0,1
102,2,4,5,0,0,0,2,1,0,3,0,2,1,0,5,2,1,1,2,1,3,5,0,1,1,1,2,2,2,0,0,0,0,1,5,1,1,3,1,4,1,1,1,0,2,1,4,1,2,0,1,0,0,1,3,0,0,1,0,0,3,11,0,1,0,3,2,1,2,5,1,1,1,0,1,0,1,4,1,1,1
103,0,2,1,7,4,0,0,1,1,1,2,2,3,2,3,3,0,1,1,3,3,3,1,2,2,1,0,1,2,0,1,4,1,1,3,1,0,1,4,2,0,1,1,1,1,1,3,3,1,2,0,1,1,3,0,1,2,1,1,0,0,2,4,0,3,1,5,2,2,0,2,3,0,7,1,4,1,1,1,4,1
104,3,1,1,0,1,0,0,2,1,2,2,2,1,1,3,5,1,0,2,0,4,0,3,3,1,2,0,1,3,0,1,4,0,0,2,2,0,2,2,2,0,3,2,0,1,0,2,2,1,3,1,1,2,1,1,1,0,1,4,0,2,2,5,0,0,1,2,4,1,0,1,4,1,4,0,0,0,4,0,4,1
105,3,2,2,4,2,1,1,2,0,2,0,3,1,2,1,1,2,0,1,0,1,2,1,0,2,1,1,1,3,0,0,8,0,2,1,0,1,4,5,4,3,3,0,1,2,2,4,2,0,2,2,0,0,3,0,0,2,2,3,0,1,1,2,0,2,1,1,3,4,0,2,2,0,0,2,0,4,5,0,3,1
106,3,1,0,0,2,0,1,0,0,1,0,3,0,0,1,3,1,0,0,5,0,0,0,1,0,2,3,0,0,1,0,5,0,1,0,3,2,1,5,2,2,0,0,0,2,2,1,0,2,2,1,0,0,2,0,0,0,3,3,0,1,2,0,0,0,1,1,0,1,1,0,2,0,0,0,2,0,3,0,0,1
107,1,1,0,1,0,0,1,0,0,0,5,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,6,1,0,1,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,9,2,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,2,1
108,1,1,1,1,0,1,1,0,0,1,2,1,0,0,1,2,2,0,2,0,3,0,0,0,0,0,1,0,2,0,0,4,0,0,0,1,0,2,7,4,0,1,2,0,2,0,0,0,1,0,3,0,0,2,0,1,0,2,2,0,0,1,1,0,1,0,0,1,4,0,0,3,1,1,0,0,2,0,0,2,1
109,0,0,2,1,0,2,6,1,0,2,0,0,7,0,1,2,5,0,0,5,5,1,2,1,4,0,5,2,3,9,2,3,0,1,0,1,1,1,1,0,0,4,2,0,1,1,0,0,0,1,0,1,0,2,0,0,1,1,1,2,0,4,1,4,3,1,1,0,0,2,0,3,0,0,1,2,0,0,4,0,1
110,3,0,2,0,1,0,0,0,1,0,2,5,2,0,0,1,0,0,0,1,1,2,0,0,0,1,1,0,2,0,0,4,0,1,1,0,1,2,5,5,2,0,1,1,4,0,0,2,3,0,3,0,1,0,0,1,0,0,1,2,0,4,1,0,1,0,0,0,4,1,0,2,0,0,0,0,1,1,0,1,1
111,0,2,2,1,0,2,2,2,0,1,1,1,2,1,2,2,4,3,0,3,3,1,1,1,2,1,5,0,4,4,2,3,1,0,0,0,0,1,3,1,0,0,5,0,1,8,1,2,1,6,0,3,2,2,0,0,3,2,5,0,0,1,2,1,1,2,0,1,1,1,0,1,1,1,2,2,2,1,2,1,1
112,1,4,1,0,0,0,0,1,1,0,1,3,1,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,3,0,0,4,0,0,2,0,1,0,6,1,2,0,2,0,2,0,0,1,1,1,2,1,0,0,0,0,0,0,5,3,1,10,1,0,0,0,0,2,3,0,0,1,1,0,0,1,0,1,2,0,1
113,0,0,3,1,1,2,1,2,0,1,0,0,3,1,0,6,7,0,0,1,8,3,4,1,7,0,2,1,2,2,2,4,0,5,0,3,3,5,1,2,0,2,1,1,1,3,0,3,0,3,0,2,3,6,4,0,1,0,4,1,1,2,0,6,3,7,0,0,0,1,0,2,6,11,3,2,0,14,2,0,1
114,1,6,0,0,1,0,2,3,0,1,0,1,1,2,0,2,2,0,1,0,0,0,1,1,0,6,0,2,0,0,2,1,0,0,5,1,0,2,2,3,2,4,1,1,0,3,1,1,2,1,2,0,4,2,2,1,1,0,0,1,3,5,0,3,2,0,3,3,6,2,0,1,0,0,0,0,0,0,0,3,1
115,0,0,1,0,0,1,5,0,0,1,0,0,4,1,2,1,2,1,0,3,2,1,9,0,3,0,6,0,2,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,6,0,1,0,1,0,0,1,1,0,0,3,4,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,3,3,4,0,0,8,0,1
116,1,0,0,1,5,1,2,3,1,1,1,0,2,2,4,1,3,0,1,1,1,0,0,2,1,4,2,4,1,1,1,0,0,2,1,0,0,2,2,3,1,0,0,0,1,2,2,1,0,0,1,0,0,2,1,0,0,2,0,2,3,2,1,1,2,1,1,0,3,1,0,2,0,1,1,0,2,4,1,2,1
117,0,0,2,0,0,1,6,0,0,0,3,0,4,0,0,1,1,0,3,2,1,1,3,0,2,0,3,0,2,2,1,0,0,0,0,3,0,1,0,0,0,3,1,0,2,4,0,3,0,0,2,0,1,0,1,0,1,2,0,0,0,1,3,1,2,0,0,1,0,1,0,1,1,6,0,1,0,0,7,0,1
118,1,1,0,1,0,2,1,2,0,3,0,2,2,0,2,1,0,0,1,0,0,5,1,2,1,1,0,2,4,0,4,2,1,2,1,0,0,1,2,3,4,0,1,0,3,1,2,1,3,1,0,1,0,2,0,0,0,0,2,0,3,3,1,1,2,0,4,1,1,5,1,1,0,0,1,0,0,1,0,2,1
119,1,4,1,1,0,2,1,1,0,3,2,2,3,1,3,6,0,1,0,1,0,1,2,0,1,6,1,1,1,0,2,0,0,1,4,1,0,3,2,2,4,1,0,0,1,1,2,1,1,0,0,1,0,3,0,4,2,1,2,1,3,3,3,2,2,0,2,1,1,4,5,2,0,0,1,0,0,3,2,4,1
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2
121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,18,0,0,0,0,0,7,3,1,2,2
122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,8,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,5,0,0,0,3,1,1,0,0,0,0,3,0,0,0,0,0,3,2
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,2,2
124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,2
125,3,1,2,0,0,3,3,0,0,5,5,3,1,1,1,1,0,1,8,0,4,1,3,4,0,2,3,17,0,0,3,0,3,5,0,2,7,0,11,0,0,12,0,9,17,1,0,4,0,0,2,0,89,1,0,2,0,0,1,0,3,1,2,0,1,3,1,0,4,5,14,1,2,3,4,1,14,12,0,1,2
126,1,0,2,1,1,2,2,0,5,1,1,3,0,1,0,1,0,0,0,1,4,0,0,1,0,2,0,0,0,0,0,0,2,1,2,2,0,3,2,0,3,0,0,0,1,1,0,4,2,2,0,0,0,1,1,2,2,2,1,5,6,0,0,11,2,2,2,0,3,1,2,1,0,7,0,1,1,0,4,0,2
127,0,0,1,0,0,0,2,0,0,0,1,1,0,0,2,0,5,0,0,2,1,0,0,0,3,1,0,0,0,8,1,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,5,1,4,7,8,1,0,2
128,3,2,1,5,3,5,1,1,6,9,2,3,0,1,0,0,0,3,0,2,2,0,0,0,0,6,3,6,0,0,1,1,0,1,2,2,0,2,2,1,1,0,0,1,1,2,6,1,14,0,3,1,0,2,3,7,2,1,0,18,6,3,3,7,1,0,2,7,8,8,16,2,0,1,1,2,8,7,3,2,2
129,8,0,1,2,2,2,0,0,7,1,3,3,0,4,2,1,3,5,5,3,1,0,1,0,0,2,0,4,1,1,1,0,2,1,4,1,1,1,3,2,2,8,1,4,5,1,7,3,0,0,5,0,12,1,3,3,0,0,1,0,0,0,0,0,1,3,6,3,4,0,5,1,0,2,2,0,7,6,2,1,2
130,5,0,2,1,4,2,2,1,2,1,4,2,0,3,2,0,7,3,3,3,0,1,1,4,0,0,2,2,1,0,2,1,0,1,1,0,4,0,1,0,2,2,0,4,3,0,4,4,1,1,3,2,5,1,3,3,1,0,1,3,3,2,1,1,3,2,4,2,9,2,8,3,0,1,0,1,7,6,0,0,2
131,6,1,1,0,5,0,1,0,3,0,1,1,0,1,1,1,0,1,4,2,1,2,0,1,1,2,1,6,0,1,0,1,0,1,4,1,0,0,3,0,3,2,0,3,0,0,5,1,1,0,1,1,7,0,0,0,0,0,0,0,1,1,3,1,1,0,6,2,4,0,3,1,0,2,1,2,9,2,0,0,2
132,0,1,0,0,1,0,3,0,0,0,8,1,0,0,1,1,3,0,0,1,4,1,5,3,5,1,9,1,1,9,0,1,0,4,1,4,2,4,0,0,1,5,5,1,9,5,0,7,0,3,0,0,1,4,2,2,1,0,2,0,1,1,0,10,2,0,0,0,0,0,0,0,0,2,2,2,5,7,2,0,2
133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,5,2
134,2,0,1,0,2,2,12,0,3,0,7,1,2,1,0,0,7,1,0,0,4,6,1,3,2,1,15,0,0,2,0,0,0,2,4,1,0,3,3,0,0,2,2,0,0,2,0,5,0,2,0,0,3,3,4,1,2,0,0,2,0,0,2,10,3,1,0,0,1,0,0,2,7,1,0,0,11,14,22,0,2
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,2,3,0,1,0,1,0,1,0,4,0,1,5,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,5,0,2,0,1,0,0,0,1,1,0,1,1,0,6,5,1,0,2
136,4,0,0,0,1,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,2,14,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,4,1,1,3,0,1,0,0,1,0,1,2,1,3,4,2,0,0,0,0,1,5,3,14,2
137,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,1,0,0,2
138,4,0,3,0,1,0,1,0,2,0,3,0,0,1,1,0,3,0,2,0,1,1,1,0,1,0,0,0,0,3,0,0,0,1,2,3,2,1,1,3,0,8,1,7,2,2,0,2,0,2,0,0,10,2,0,3,0,0,0,1,0,0,0,1,1,2,1,0,0,1,1,1,0,1,1,0,7,4,1,2,2
139,2,1,0,3,2,2,2,0,4,1,2,3,0,1,7,1,3,1,3,3,5,2,3,3,0,5,2,8,2,2,0,0,0,5,5,1,0,1,3,1,4,1,0,5,5,0,2,4,3,1,4,1,3,0,0,4,2,3,1,4,6,1,5,1,4,2,4,1,11,0,6,2,0,0,1,1,4,2,2,2,2
140,3,0,0,1,2,1,1,1,2,0,0,4,0,4,0,0,14,4,1,0,2,2,0,7,3,4,3,3,0,5,9,0,1,1,2,2,7,0,0,0,2,6,3,7,9,1,1,3,2,0,3,0,19,1,1,1,0,0,1,0,7,3,0,3,2,2,3,2,2,4,2,0,4,1,4,1,5,6,0,0,2
141,0,0,0,0,1,0,0,0,1,2,1,0,1,2,0,2,1,0,1,0,7,0,1,9,1,0,1,4,1,0,0,1,0,4,1,1,0,0,2,0,2,0,1,0,3,1,1,3,0,1,3,2,0,1,5,0,0,0,1,0,1,1,0,1,3,0,2,0,0,2,0,0,0,1,0,0,2,0,1,0,2
142,5,0,7,0,0,0,2,0,1,0,0,2,0,0,1,0,1,0,1,1,0,1,2,1,1,2,0,4,0,6,0,1,3,2,1,3,4,0,6,2,3,5,1,2,2,0,1,6,2,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,4,1,1,1,2,4,0,5,3,0,2,8,7,1,3,2
143,5,3,1,1,3,0,3,1,0,2,1,2,2,0,0,0,10,1,0,2,7,0,3,5,1,3,3,11,1,0,1,0,1,3,4,3,4,3,4,0,2,1,0,4,5,4,3,3,0,2,3,2,1,2,0,6,4,0,5,1,1,1,1,3,2,4,4,0,7,4,11,3,3,2,2,0,4,4,3,1,2
144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,0,4,0,0,2,3,2,1,2
145,3,1,1,3,4,0,0,0,2,0,2,0,0,0,1,1,2,1,7,1,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,0,9,0,1,1,0,0,0,2,0,5,2,2,1,2,2,0,1,5,0,4,0,0,1,1,0,3,1,3,0,1,2,0,1,3,8,1,2,2
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,12,0,3,2,0,1,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,3,0,2,2
147,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,0,2,10,0,0,3,2,0,1,2,0,0,0,0,8,5,0,2,0,0,0,1,7,0,0,0,2,10,0,6,0,1,0,0,0,2,11,0,1,0,0,1,0,0,1,1,5,1,0,0,1,2,5,0,3,5,1,0,2,4,0,0,2
148,7,6,1,6,2,1,2,1,2,0,6,5,3,3,2,2,1,1,15,4,3,4,7,4,0,2,2,0,6,1,4,2,0,5,2,2,0,3,5,1,3,7,2,8,1,2,8,7,5,4,21,2,5,2,7,3,5,5,4,1,2,1,3,0,1,0,4,0,8,6,0,2,0,0,1,2,5,6,2,2,2
149,2,1,1,1,0,0,1,0,0,0,5,0,0,5,5,0,0,1,2,2,12,0,1,4,2,0,2,0,2,26,0,6,0,4,1,18,0,2,6,1,2,3,1,0,4,10,0,20,1,3,1,2,0,1,9,1,2,1,5,0,0,0,7,3,3,1,0,0,3,0,0,5,0,2,3,1,7,3,3,3,2
150,2,1,1,1,1,0,1,0,0,2,0,0,1,0,2,2,1,0,0,1,4,2,0,0,1,0,0,3,0,0,0,1,1,3,4,1,2,1,0,5,4,0,2,0,4,1,0,0,2,1,0,0,1,3,1,1,0,0,0,2,1,3,0,3,3,0,1,2,2,6,2,1,0,1,0,0,0,0,2,4,2
151,2,0,1,0,0,8,11,0,2,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,1,0,2,4,0,1,0,1,53,0,0,0,0,4,0,29,2,0,0,0,0,0,11,0,9,0,0,2,0,0,0,1,0,0,3,13,0,0,0,3,0,15,1,4,0,3,0,5,10,1,0,0,2,1,12,30,2
152,8,0,32,19,10,16,18,3,5,2,9,12,1,2,4,1,15,0,12,3,10,3,7,3,9,3,24,3,1,0,1,6,30,5,14,23,0,5,14,1,6,0,5,13,10,5,8,6,1,15,2,0,0,16,3,10,5,1,4,110,4,13,5,69,4,2,6,6,16,18,10,4,0,7,6,3,28,21,44,2,2
153,16,1,7,5,6,11,9,3,2,4,8,3,6,3,9,2,1,9,2,5,1,10,2,2,3,1,7,0,5,7,3,1,6,2,1,3,0,3,12,4,5,2,0,4,4,5,8,6,4,2,3,8,0,6,3,3,13,2,1,13,3,4,3,10,2,0,3,3,3,10,1,4,1,12,4,7,20,24,6,5,2
154,2,1,0,5,11,1,1,0,14,3,8,6,3,4,3,2,2,0,17,3,7,0,2,3,3,14,1,0,9,1,1,0,0,6,11,3,1,0,2,0,4,3,2,0,0,6,4,8,1,8,24,7,1,0,1,7,1,3,1,0,8,0,7,0,7,0,15,0,11,0,0,11,0,3,4,2,4,3,3,0,2
155,5,0,2,2,7,0,2,0,2,0,1,1,2,0,1,2,0,1,5,4,0,1,0,6,1,7,1,5,0,1,3,2,1,3,1,1,5,0,3,3,0,1,1,6,2,3,2,2,0,0,6,0,6,2,0,2,1,2,1,1,7,1,1,2,0,2,5,1,4,1,2,0,0,0,1,1,8,8,3,2,2
156,0,4,0,0,1,2,0,0,0,1,4,1,0,1,1,2,0,0,0,1,6,1,3,3,0,0,0,1,0,0,0,2,0,5,2,7,0,1,5,0,6,0,3,1,6,3,1,5,0,3,1,1,0,4,4,0,1,1,2,0,0,1,1,1,5,0,1,1,2,1,12,3,0,0,0,0,3,7,0,2,2
157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,6,2,1,0,2
158,8,1,8,0,2,2,1,0,5,2,4,2,8,1,1,0,1,5,0,4,0,1,2,0,0,3,2,13,1,50,0,1,32,2,0,0,0,4,9,12,3,0,1,0,1,6,5,2,3,0,0,0,0,0,2,1,1,3,0,1,0,4,2,1,3,11,5,0,2,1,40,0,21,2,0,4,4,6,1,11,2
159,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2
160,5,0,0,1,3,0,1,0,0,0,4,2,0,0,2,0,0,0,0,0,3,0,0,1,1,0,1,4,1,2,0,5,0,2,4,5,2,2,0,1,2,0,0,0,0,2,5,2,4,1,0,0,0,3,3,3,1,0,5,1,2,3,1,2,2,0,0,1,3,3,1,0,0,0,1,1,5,7,1,2,2
161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,1,0,2
162,1,3,0,2,3,2,2,0,3,0,1,1,6,0,0,1,0,0,0,1,0,0,3,1,0,2,2,0,3,1,0,0,0,5,3,3,0,4,2,1,0,0,3,1,5,0,2,4,0,3,0,0,0,0,3,2,5,0,1,4,6,0,2,8,1,0,2,1,4,7,0,1,1,7,1,1,7,9,1,1,2
163,1,3,3,2,4,2,0,0,4,2,2,4,0,3,2,0,0,1,3,8,10,5,0,11,1,3,1,5,3,1,2,1,0,3,5,2,1,2,0,2,0,1,1,0,4,2,0,3,0,1,4,0,2,4,2,5,2,0,1,2,6,1,3,0,1,1,3,3,3,3,9,2,3,0,0,0,1,6,3,1,2
164,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,4,0,2,0,0,0,8,5,1,1,2
165,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,8,1,3,4,1,1,1,0,2,35,0,1,1,1,0,4,2,0,0,1,0,0,2,0,2,3,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,1,7,1,3,0,0,0,1,1,1,1,2,4,0,0,0,0,4,0,2
166,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,2,0,1,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,4,0,0,1,4,0,3,2
