,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
66,1,0,0,0,1,0,0,1,2,1,0,10,0,1,1,0,0,1,0,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,1,3,0,0,0,1
67,2,0,0,0,1,2,1,0,1,1,1,3,1,0,3,0,0,2,1,0,4,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,3,1,2,0,0,0,1,0,2,1,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,4,1,0,0,0,0,1,1,0,2,1,0,2,0,0,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,3,2,0,2,0,1
68,4,3,0,0,1,3,0,0,4,1,2,6,0,0,0,1,0,0,4,1,1,2,1,0,2,0,0,0,0,3,0,2,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,3,2,0,0,0,0,0,1,0,2,0,0,1,0,1,2,1,0,0,1,0,6,0,1,0,1,1,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1
69,4,0,0,0,0,2,1,1,1,2,0,5,1,0,2,1,1,0,0,1,1,0,2,1,2,0,0,1,1,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,1,1,0,2,1,0,0,1,1,0,2,1,0,0,0,1,0,1,3,0,0,0,1,0,3,2,1,0,3,1,1,1,1,3,1,0,0,0,1,8,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
70,2,1,0,0,1,3,1,0,1,2,0,9,1,1,1,1,0,1,0,0,4,1,0,0,0,0,1,3,0,1,1,0,0,1,0,0,0,2,2,0,1,0,0,0,0,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,1,0,0,1,1,3,0,3,1,2,0,0,1,7,1,0,0,2,0,0,3,0,1,1,0,1,0,0,0,1
71,2,0,0,0,1,1,1,2,2,2,0,2,2,1,1,1,0,1,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,3,1,1,0,0,3,1,1,1,0,0,0,3,0,1,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
72,7,0,0,0,0,2,1,1,2,1,0,4,0,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,1,1,1,3,5,3,0,3,0,0,0,0,1,8,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
73,3,1,0,3,2,0,1,2,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,1,0,0,3,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
74,2,1,0,1,1,0,0,0,3,1,0,4,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4,0,2,3,0,0,0,0,1,0,1,0,0,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,5,1,1,0,2,2,0,0,2,0,1,1,3,0,1,0,1
75,1,1,0,0,0,2,4,0,1,1,1,8,0,1,0,1,0,4,0,0,0,0,1,0,0,2,2,2,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,1,0,0,3,5,1,0,0,1,1,0,1,3,0,0,1,0,0,2,0,1
76,3,1,0,0,0,0,1,0,0,1,0,9,0,0,0,1,0,0,1,0,1,0,0,1,1,0,2,1,0,0,2,1,1,1,0,0,0,3,1,3,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,0,1,0,0,1,0,0,1,1,3,2,1,1,0,3,0,0,1,0,0,0,0,2,0,1,0,1
77,2,0,0,0,0,0,2,0,0,1,0,4,1,2,1,0,0,0,0,2,1,1,0,0,2,0,0,3,2,0,0,0,1,1,0,0,0,3,3,0,0,1,0,2,0,4,0,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,1,2,0,0,0,1
78,1,1,0,0,0,0,1,0,2,1,0,5,1,3,0,1,1,0,1,0,1,1,0,0,2,0,0,2,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,6,0,1,1,0,1,0,1,1,0,0,0,1,1,2,1,0,0,0,0,1,4,0,3,1,0,1,0,0,0,1,0,0,1,0,0,12,1,0,2,0,0,0,2,0,0,1,0,3,0,0,0,1
79,5,0,1,0,0,0,0,0,2,0,0,3,0,2,1,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,4,1,0,0,0,2,0,1,1,2,7,2,0,2,0,1,0,1,1,0,0,1,1,1,2,2,0,1,1,0,0,1,0,2,0,2,0,2,1,0,1,0,1,0,0,1,7,1,1,0,1,3,1,0,0,1,1,1,5,0,0,0,1
80,5,0,0,0,2,1,1,2,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,3,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,1,4,2,0,0,2,0,0,1,0,1,0,2,0,0,1,0,1
81,1,0,0,1,1,1,1,0,0,2,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,4,0,0,1,0,0,1,0,1,0,1,0,1,1,0,4,0,0,0,1,1,6,1,0,1,0,0,0,1,0,0,1,1,3,0,0,0,1
82,3,0,0,1,2,1,2,2,0,1,0,4,0,0,1,0,0,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,3,2,0,0,1,0,0,2,2,0,2,0,0,2,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,7,1,0,0,0,3,0,2,1,2,0,0,0,0,0,1,1
83,2,0,1,0,2,1,0,0,1,3,0,5,0,0,0,3,0,1,0,0,2,0,0,0,3,0,0,3,0,1,1,0,0,1,0,0,0,2,3,0,1,0,0,0,0,2,0,2,4,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,1,7,1,0,0,1,1,0,0,0,0,1,1,2,0,0,1,1
84,0,0,1,0,0,0,2,1,1,3,0,6,1,2,2,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,2,3,2,3,0,0,0,1,0,4,0,0,0,1,1,3,1,2,0,0,1,2,0,2,2,4,1,0,2,1,4,4,1,0,1,3,0,2,2,0,0,2,0,1,2,0,1,0,3,1,4,0,1,0,1
85,3,1,2,2,2,0,5,1,1,4,1,4,2,2,3,2,4,1,5,1,2,5,4,4,0,2,4,3,2,0,4,4,1,0,1,0,0,4,2,1,5,1,1,7,1,2,6,3,5,0,0,3,2,0,4,5,7,0,1,4,2,4,2,3,0,3,5,2,4,3,3,4,4,0,5,4,3,1,1,1,2,2,1,2,3,1,1,2,4,2,2,0,2,0,2,3,3,1,2,1,1
86,2,2,0,3,1,3,2,1,5,2,2,3,0,2,1,0,0,2,0,0,2,0,0,2,0,1,0,3,0,2,1,0,0,2,1,5,2,4,3,1,1,3,0,1,1,1,0,1,2,9,0,1,0,1,2,1,1,0,2,1,3,0,1,1,0,1,1,0,0,2,1,1,0,3,1,2,1,3,1,0,0,6,0,5,1,1,0,1,0,0,8,0,1,0,1,0,4,1,0,0,1
87,2,2,1,0,0,0,2,0,2,1,2,2,1,2,0,2,1,2,1,2,1,0,0,2,1,2,0,1,0,0,0,1,1,3,1,3,2,3,2,3,2,3,0,3,4,0,1,2,1,7,0,0,3,4,1,0,0,2,0,0,0,0,2,3,3,0,1,0,0,3,1,2,0,1,0,3,0,6,3,1,0,4,0,0,6,1,1,0,0,0,1,0,0,1,1,1,1,1,1,4,1
88,3,0,0,0,1,1,4,0,2,1,0,3,0,4,0,4,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,2,1,2,2,1,0,3,0,0,0,2,2,4,1,0,1,2,1,2,0,0,2,0,2,1,0,2,0,0,0,0,0,1,0,0,4,1,2,3,1,2,2,0,0,6,0,1,3,0,0,0,0,0,0,2,0,0,1,0,3,0,2,0,1
89,2,3,1,1,0,3,2,2,0,0,0,7,1,2,3,2,3,3,1,1,2,1,0,4,0,1,0,1,0,3,2,1,0,1,1,0,1,2,1,10,0,0,0,5,1,0,6,4,1,2,0,0,0,5,0,3,1,0,0,1,3,1,1,1,1,1,3,2,1,5,2,2,0,0,4,4,2,3,3,0,2,1,1,2,6,1,1,0,3,1,2,2,3,0,7,0,4,0,2,1,1
90,8,0,0,0,1,0,2,0,2,1,0,3,0,1,0,3,1,0,2,0,1,1,0,1,1,1,0,1,1,1,2,1,2,0,0,0,0,4,2,2,0,2,0,0,0,2,4,3,2,1,0,0,1,2,2,1,2,1,0,0,1,0,1,3,0,0,0,1,2,2,3,3,2,0,4,3,1,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,2,3,0,2,0,1
91,2,0,0,1,0,0,3,3,2,2,0,7,1,2,1,2,0,2,2,0,3,1,2,1,0,0,0,1,0,0,1,1,2,0,0,2,1,0,0,2,3,2,0,1,1,0,2,2,2,2,1,0,0,1,0,0,2,1,1,1,3,3,1,2,2,0,0,0,3,2,0,1,2,0,1,3,2,6,0,0,0,3,1,3,3,0,1,0,1,0,1,5,1,0,0,0,0,0,1,0,1
92,6,2,3,3,3,6,5,2,2,7,1,5,3,0,0,3,3,0,0,4,3,2,0,6,4,2,0,0,1,0,4,0,3,1,1,1,1,4,2,6,1,1,1,2,2,2,5,3,1,1,0,0,0,3,0,0,1,1,1,1,2,2,3,6,1,0,4,0,3,3,1,2,2,2,6,4,2,2,3,0,1,2,0,0,3,1,3,1,0,0,3,3,3,1,2,2,1,1,0,1,1
93,3,0,0,0,2,1,3,0,1,2,0,5,0,3,1,5,0,0,3,0,3,1,2,0,0,0,0,2,0,0,0,2,3,0,0,0,0,1,0,2,3,1,0,1,0,0,4,1,3,0,0,0,0,1,0,0,1,0,0,0,1,1,2,2,0,0,0,1,2,1,1,2,1,0,1,7,2,1,0,0,0,1,0,0,1,0,1,1,1,0,0,3,2,0,1,1,2,0,1,0,1
94,2,4,0,4,2,4,1,1,1,1,8,2,1,2,2,3,1,1,1,5,0,1,2,13,1,2,1,4,2,2,2,2,3,0,0,1,3,0,2,2,0,1,0,4,0,1,2,1,0,0,2,1,1,0,0,3,0,2,2,2,3,0,0,3,1,1,0,2,2,0,0,3,1,2,0,0,1,0,0,0,6,0,1,8,4,4,1,0,3,3,0,2,0,2,1,1,1,0,1,0,1
95,2,0,0,0,0,0,1,1,1,0,0,3,1,4,0,0,0,0,0,0,2,0,1,2,2,2,0,0,2,0,0,0,1,0,0,1,0,2,2,3,0,0,0,1,0,2,1,0,0,0,1,0,0,2,1,3,0,0,1,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,1,0,0,2,2,0,0,1,0,2,3,1,1,0,0,0,1,1,0,0,0,0,2,0,2,0,1
96,3,0,0,2,1,0,2,2,0,1,1,4,0,2,0,0,0,0,0,0,2,0,3,3,1,2,0,0,2,2,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,2,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,1,4,1,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,3,0,1,1,1,0,2,0,1,1
97,4,1,0,4,0,0,2,0,2,1,3,0,1,2,2,0,0,0,0,0,1,1,2,1,1,1,0,1,3,1,1,0,4,0,2,1,0,2,1,2,1,0,1,0,0,3,0,1,0,1,1,1,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,1,0,2,0,1,1,2,0,3,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1
98,0,6,1,0,1,0,2,0,3,4,1,0,2,3,1,0,0,1,0,2,0,0,1,2,2,1,0,0,1,2,0,1,0,0,2,3,7,2,1,3,2,1,0,1,0,0,1,0,0,3,1,2,0,1,0,3,1,0,0,1,6,0,0,2,2,1,2,0,0,0,0,1,0,0,2,0,1,7,3,2,2,3,1,2,10,0,1,0,0,1,3,1,2,2,1,0,2,5,0,5,1
99,4,4,1,1,1,0,0,0,2,2,0,4,0,2,3,2,3,2,2,0,0,1,0,3,1,0,0,2,0,1,2,0,0,0,3,1,0,0,1,1,2,3,1,2,2,2,0,0,0,2,1,2,1,0,3,2,0,0,0,1,3,1,1,2,0,0,0,1,0,2,1,0,0,3,2,0,0,4,1,5,0,1,0,2,3,1,1,0,1,0,0,1,1,1,1,0,2,4,0,3,1
100,1,5,0,2,0,1,3,1,2,2,0,1,0,0,3,0,0,2,1,1,1,0,5,1,1,2,0,2,0,1,0,2,0,0,0,9,0,0,2,1,1,0,0,1,3,2,0,4,2,2,0,1,0,0,0,1,0,0,0,0,0,3,0,1,1,1,1,1,1,2,0,1,1,0,3,2,1,1,1,0,0,4,1,6,5,2,2,1,0,2,1,3,1,0,2,1,2,4,0,2,1
101,3,2,1,0,0,1,2,2,1,3,2,4,1,1,0,1,0,5,0,1,0,1,0,5,1,0,0,0,1,1,0,1,0,1,1,4,2,0,3,3,2,3,0,2,7,0,0,0,2,3,1,0,1,3,2,1,2,0,0,0,5,0,1,0,0,0,1,0,0,2,0,4,1,1,3,1,0,3,1,1,0,3,0,1,7,0,2,0,1,0,2,2,1,0,3,2,1,5,1,2,1
102,0,3,1,0,0,3,3,2,0,1,0,3,1,4,2,2,2,0,0,1,3,0,0,4,3,2,0,1,0,2,2,0,0,1,0,3,0,1,0,0,1,0,1,3,1,2,3,0,1,5,1,1,1,0,2,2,4,0,1,0,1,0,0,0,0,1,1,2,1,2,3,0,1,0,1,1,2,1,2,1,0,2,0,2,10,0,0,1,1,1,0,0,0,1,2,1,1,2,0,0,1
103,2,0,0,2,2,0,2,3,2,2,1,3,0,1,0,1,0,0,2,1,3,1,2,1,0,0,0,1,1,0,0,1,4,3,0,0,1,5,6,4,1,0,1,1,1,2,1,0,0,3,1,1,0,1,0,0,0,2,1,1,3,1,0,0,1,2,0,3,1,1,3,4,1,2,1,0,2,2,5,1,0,2,1,0,3,0,1,0,1,2,1,1,1,2,1,2,2,4,2,4,1
104,1,1,0,0,1,1,0,7,2,2,3,2,1,2,0,2,1,0,0,3,4,1,1,4,2,3,0,1,1,0,0,0,3,2,2,2,2,5,1,6,0,1,1,1,1,2,0,1,2,2,0,0,0,2,0,1,1,2,0,0,1,0,2,0,0,1,0,1,0,1,2,2,0,1,0,0,1,1,3,1,0,1,1,1,2,0,1,0,1,1,1,0,1,0,0,3,0,2,2,1,1
105,2,1,0,1,1,0,0,1,3,4,0,1,1,2,0,3,0,3,0,0,1,2,1,5,3,2,0,1,0,2,1,1,0,3,0,0,0,4,1,7,1,1,0,1,1,4,2,0,2,1,1,0,2,3,0,1,2,0,3,0,0,0,1,1,1,0,1,2,0,2,5,0,1,1,1,0,2,3,4,1,0,3,0,0,1,2,0,0,0,1,0,1,1,2,4,3,1,2,0,2,1
106,4,1,0,1,0,0,2,0,1,1,0,4,1,1,1,2,0,2,1,3,0,0,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,5,0,0,0,1,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,3,0,0,1,0,3,0,1,4,0,0,1,1,1,1,0,1,1,3,0,1,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,1
107,4,0,1,0,0,0,2,2,1,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,5,0,1,0,0,1,0,0,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1
108,4,0,0,0,2,0,1,3,1,1,1,5,2,0,2,2,0,0,0,1,3,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,1,3,1,4,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,2,0,1,0,1,1,0,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1
109,2,2,1,1,0,0,2,4,0,2,1,2,4,2,0,1,0,0,1,1,0,5,2,1,0,0,0,2,0,1,1,0,1,1,0,0,0,1,0,3,0,1,1,2,0,0,7,3,2,0,0,2,2,1,1,1,1,2,0,0,3,2,0,6,0,2,0,1,4,1,0,1,5,0,3,0,0,0,0,1,6,0,2,1,3,0,1,0,0,0,0,0,1,0,3,1,2,0,0,0,1
110,5,0,0,0,0,0,3,1,2,1,0,3,0,2,0,0,0,0,0,0,2,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,4,0,0,1,0,1,4,0,0,0,0,1,0,2,1,0,0,1,0,0,0,2,2,2,1,1,0,0,1,0,0,0,1,0,1,0,0,1,4,1,0,0,6,0,1,4,2,0,0,0,0,1,0,0,1,3,1,0,0,1,1,1
111,1,1,0,0,2,0,4,3,0,1,1,5,3,2,0,2,1,0,1,1,1,1,0,1,1,1,0,3,1,7,1,2,2,4,0,0,0,0,1,3,1,2,2,0,0,0,3,2,3,0,0,0,0,6,2,2,1,1,2,1,0,1,0,5,0,0,0,0,2,0,1,1,3,1,2,2,2,0,0,0,4,1,3,0,2,0,3,1,2,0,0,1,0,1,1,3,0,0,1,0,1
112,2,0,0,0,1,0,2,0,0,0,0,6,2,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,4,0,1,0,0,0,1,0,2,0,2,0,0,0,5,0,2,1,0,0,0,1,1,0,2,0,0,2,1,0,3,0,1,0,0,1,0,2,2,2,0,0,3,0,1,9,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
113,1,1,0,2,2,5,1,7,2,2,1,1,5,3,0,2,5,0,2,1,1,6,2,14,0,0,0,2,1,6,0,2,9,1,0,0,0,0,1,4,1,0,0,5,1,1,5,1,1,0,0,2,2,4,0,2,4,3,0,1,2,0,0,2,5,1,0,0,2,2,0,1,2,3,3,5,0,0,0,0,2,0,2,1,1,0,2,3,0,0,0,1,1,0,5,3,2,0,2,1,1
114,3,0,0,1,1,3,1,0,0,2,2,0,2,4,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,2,3,1,2,0,0,0,1,4,0,6,3,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,4,0,1,1,1,2,3,4,4,1,2,0,2,2,1,6,0,1,0,0,0,0,1,2,0,1,0,1,2,0,1,1
115,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,2,1,0,3,1,0,3,1,0,0,0,0,1,0,6,0,4,6,1,0,0,0,0,0,0,5,2,1,0,0,0,6,7,1,0,0,0,1,0,2,0,1,7,0,0,1,0,0,4,0,0,0,0,2,0,0,0,2,2,1,2,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,1
116,2,1,0,2,1,1,1,0,1,1,1,0,2,3,1,3,0,1,0,1,1,0,0,4,0,0,0,1,2,1,2,1,0,0,2,3,0,2,0,0,1,1,0,0,4,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,2,0,1,1,2,2,1,0,0,2,3,0,2,0,1,0,0,1,3,3,1,0,0,0,0,1,2,1,1,0,1,0,1,1,5,1
117,0,2,1,0,2,1,1,1,0,0,0,1,0,0,0,0,3,0,1,2,0,2,1,0,0,0,0,1,0,5,0,0,6,0,0,0,0,0,0,0,2,2,4,0,0,0,5,5,0,0,0,0,2,0,0,1,1,4,0,0,3,0,0,2,0,0,0,0,2,0,0,1,2,2,0,2,0,0,0,4,2,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,4,0,1
118,0,1,0,1,0,0,1,0,0,3,2,3,0,2,3,0,0,3,0,0,2,0,0,1,2,1,1,1,0,1,1,1,0,1,0,2,0,1,3,2,3,0,0,0,2,2,1,0,2,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,2,3,3,1,2,0,0,1,1,0,0,0,3,4,1,4,1,0,0,0,0,0,2,0,0,4,1,2,5,1,0,1
119,2,1,0,1,1,0,1,0,2,2,0,1,0,2,0,1,0,3,0,1,2,1,1,3,1,1,0,1,1,1,3,1,0,0,0,3,2,4,2,2,1,2,0,0,6,4,3,0,1,3,1,0,1,1,0,0,1,1,0,0,2,3,1,1,1,0,0,3,0,2,1,0,0,2,0,3,3,1,0,1,0,2,1,1,8,0,0,0,0,4,1,0,1,1,0,2,1,2,2,2,1
120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,2
122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,6,0,0,1,3,0,0,0,7,0,0,1,1,7,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
124,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
125,9,0,0,4,0,0,0,3,9,1,3,1,0,0,1,2,0,0,0,2,1,0,0,12,0,0,2,3,2,1,0,2,3,1,4,3,2,1,0,0,0,0,87,2,2,0,2,0,6,0,1,8,4,0,0,6,3,3,11,2,2,0,0,3,17,6,0,0,0,0,0,2,0,1,0,2,1,2,1,5,0,4,3,17,1,16,0,1,1,8,0,0,0,3,0,1,2,1,4,0,2
126,2,3,1,1,0,0,2,3,1,1,0,0,0,2,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0,0,2,0,4,2,0,6,3,2,1,0,2,0,0,2,2,0,0,4,1,2,1,0,4,0,1,0,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2,2,3,7,0,2,0,0,0,2,0,0,0,0,0,0,0,2,4,1,6,1,1,2,2,1,1,1,2
127,1,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,3,0,0,0,0,2,5,7,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,4,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,7,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2
128,1,0,3,1,1,2,9,1,6,5,0,1,0,3,3,1,0,1,1,2,0,0,0,8,1,4,0,2,2,2,4,1,0,0,0,6,6,0,1,1,3,1,0,1,4,1,0,1,7,2,4,0,2,0,0,1,0,0,8,2,0,11,0,2,0,0,1,1,1,1,5,5,0,1,4,5,1,6,1,0,0,1,0,7,3,0,1,0,1,15,6,2,20,0,1,0,3,1,0,4,2
129,3,0,1,1,2,3,0,4,0,0,1,1,2,1,1,0,0,2,0,1,1,0,1,5,0,3,1,2,1,1,3,0,1,0,7,1,2,0,0,0,0,0,13,3,1,1,1,0,0,3,2,3,2,0,0,0,1,1,7,1,1,0,9,1,7,0,2,0,2,2,7,0,1,0,0,1,0,3,1,4,1,4,1,5,0,2,1,0,5,5,6,0,0,3,1,3,0,5,2,1,2
130,0,0,2,1,1,5,0,3,2,0,3,0,5,0,3,1,1,2,0,0,0,0,1,6,0,1,0,2,3,0,1,0,1,2,4,4,2,2,3,0,0,2,3,2,0,0,1,1,2,1,2,1,2,1,1,0,1,1,6,1,0,2,7,1,4,2,0,0,3,0,4,0,0,1,0,3,0,9,2,2,0,3,1,3,0,3,2,0,1,8,2,0,3,1,1,1,2,3,1,2,2
131,2,1,1,1,0,1,1,1,3,0,1,0,0,0,1,0,0,2,0,1,0,0,2,1,0,2,0,0,2,0,0,1,1,0,1,1,0,0,1,2,0,0,6,0,2,0,1,1,1,3,0,0,1,0,0,0,1,0,10,1,0,0,5,1,5,0,1,1,1,1,5,0,0,1,0,1,1,4,2,3,1,1,0,6,0,0,2,0,0,3,4,0,0,1,0,0,1,4,1,4,2
132,0,0,2,5,5,2,0,3,0,3,1,0,3,0,0,0,0,0,1,4,1,7,1,9,0,0,0,0,5,5,0,2,1,1,0,1,1,0,1,1,2,0,0,0,0,0,6,2,0,1,0,0,4,1,0,2,0,7,4,0,0,0,1,6,2,2,2,0,2,0,0,0,1,2,8,6,1,0,0,0,9,1,0,3,0,4,0,0,0,0,0,0,0,2,7,0,1,0,3,0,2
