0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
7,9,16,7,11,10,7,9,6,7,26,16,6,16,34,5,22,11,7,10,2
6,5,4,10,25,21,5,18,5,2,22,2,6,10,23,9,8,8,3,12,2
6,7,6,9,14,25,3,13,10,6,22,13,7,11,29,8,7,15,9,7,2
7,9,10,8,29,19,10,11,10,15,19,12,4,9,13,9,8,8,7,16,2
7,5,6,8,23,18,11,17,7,13,9,11,10,12,25,14,13,10,10,8,2
3,10,2,10,11,48,12,14,3,8,20,5,9,15,30,9,11,9,5,5,2
7,7,17,9,17,25,13,16,11,16,28,13,12,9,27,8,8,4,12,2,2
5,6,4,9,14,23,8,18,7,8,19,11,6,7,26,11,6,9,5,13,2
4,8,4,10,19,20,11,15,6,6,14,6,8,8,16,12,11,11,5,4,2
13,5,10,14,20,11,10,22,14,10,29,11,4,9,21,18,10,15,6,11,2
5,3,6,9,19,29,11,14,7,9,16,16,9,8,24,6,9,10,6,14,2
7,8,8,8,23,16,19,17,13,21,16,14,11,21,37,13,15,10,7,14,2
5,12,6,10,15,27,6,10,3,10,22,9,3,10,32,15,5,8,6,8,2
7,9,4,6,14,30,6,15,7,2,21,9,4,9,29,18,8,7,4,8,2
6,5,9,7,11,28,15,16,8,14,15,14,9,9,17,8,11,12,7,8,2
4,12,5,8,22,59,16,19,12,9,18,15,5,11,25,10,10,17,6,7,2
7,8,5,15,18,18,8,14,8,9,22,8,6,13,12,10,9,6,6,8,2
6,4,5,7,14,21,4,14,10,6,14,7,5,6,27,7,6,4,3,8,2
11,9,6,13,23,37,8,16,6,7,27,17,9,11,18,8,8,2,6,5,2
9,2,4,4,10,30,4,12,8,3,17,3,4,9,27,9,7,7,4,2,2
10,7,5,6,14,29,12,18,15,23,12,8,9,12,28,18,10,7,8,13,2
6,7,2,10,12,27,7,14,12,8,18,5,6,8,22,3,6,9,11,10,2
7,8,5,10,17,13,19,12,17,16,18,16,5,15,14,16,12,16,10,20,2
6,4,4,17,23,15,18,16,10,11,12,20,15,16,24,8,10,15,11,7,2
9,4,6,17,14,12,24,15,16,21,15,24,17,10,18,11,6,11,12,27,2
3,7,6,11,13,18,13,17,15,20,7,18,11,6,17,10,12,6,11,11,2
5,5,8,8,16,22,10,11,10,11,23,15,6,6,18,14,6,6,8,8,2
6,13,7,7,15,16,21,20,11,14,11,20,11,4,19,11,7,5,8,13,2
10,7,7,14,14,16,15,16,14,18,13,23,10,12,22,11,6,13,9,15,2
13,7,13,10,15,10,23,10,10,19,27,23,15,9,19,10,11,8,10,16,2
10,6,11,13,20,11,25,20,9,24,18,25,10,9,30,11,16,12,6,11,2
6,7,12,18,12,9,25,19,11,28,16,31,11,12,12,9,11,10,15,10,2
9,11,4,19,17,18,21,15,13,19,14,25,9,13,19,14,20,16,11,10,2
8,7,4,12,13,20,17,19,7,11,23,17,4,5,23,9,5,5,11,12,2
11,8,1,10,19,11,18,19,8,18,20,18,6,10,15,10,12,16,7,18,2
15,15,12,13,14,12,16,17,9,15,9,17,5,16,34,10,10,11,17,10,2
7,9,7,16,15,13,15,24,12,12,25,13,14,12,22,10,11,10,13,14,2
7,4,4,16,10,13,20,13,10,13,23,14,10,7,21,16,9,11,8,13,2
4,13,4,14,16,19,24,13,5,13,17,16,9,8,22,17,7,8,11,11,2
13,6,12,21,17,31,30,22,13,25,20,17,14,18,22,17,10,6,9,15,2
11,10,5,10,23,17,19,18,12,22,24,19,11,11,10,3,6,6,7,16,2
13,5,12,12,11,13,20,15,9,15,16,22,8,8,15,12,6,7,9,5,2
15,11,7,12,22,21,17,25,10,15,20,13,12,12,26,16,10,15,14,11,2
23,9,24,10,21,25,20,12,14,15,19,11,15,15,19,14,19,12,12,6,2
15,15,11,12,14,39,23,23,13,17,17,6,8,15,7,18,21,17,7,13,2
12,9,8,7,49,8,13,14,11,15,31,7,9,16,33,20,13,26,15,16,2
6,6,9,3,19,11,19,9,15,14,5,8,4,14,7,10,19,19,6,10,2
11,11,9,5,32,12,12,11,14,14,15,13,4,16,7,12,16,18,3,12,2
5,6,2,10,28,8,9,11,11,14,25,4,12,12,11,5,16,7,6,3,2
9,11,1,13,35,22,9,12,12,11,21,14,20,15,39,12,11,12,10,6,2
5,7,8,6,37,23,16,15,12,10,15,9,9,14,23,7,9,11,8,10,2
6,6,13,4,24,30,15,11,21,12,15,12,10,18,23,9,17,17,8,9,2
12,16,1,7,26,27,6,13,8,5,12,7,10,10,22,17,11,9,13,0,2
14,15,12,7,32,11,8,10,18,7,12,6,14,12,28,34,9,20,7,14,2
7,10,1,11,19,30,7,6,11,7,18,5,11,6,29,7,6,6,9,8,2
4,7,1,11,15,22,6,13,10,13,19,4,6,14,27,9,9,5,7,4,2
11,20,2,12,28,20,15,7,13,23,17,5,8,12,23,9,10,14,16,7,2
7,10,3,5,18,23,11,10,11,15,5,5,7,11,24,22,13,7,11,7,2
9,6,3,5,15,14,9,15,7,10,17,13,7,8,17,9,11,9,10,10,2
5,12,5,6,29,20,9,10,15,12,18,9,16,10,35,9,7,8,11,4,2
11,4,5,9,19,18,8,13,15,9,27,10,6,9,25,10,9,7,10,6,2
7,8,12,10,14,11,14,6,14,21,13,20,8,13,29,7,11,8,10,12,2
15,9,2,8,22,17,7,15,9,11,20,9,4,11,18,21,6,12,11,20,2
7,14,1,9,34,22,8,8,13,13,17,10,16,10,20,3,9,29,4,2,2
7,10,2,4,14,36,7,10,11,6,19,5,7,9,23,7,9,1,7,5,2
11,6,5,11,23,19,15,7,10,24,9,10,12,8,18,13,9,16,12,12,2
4,9,2,9,13,24,10,12,9,13,18,12,13,7,17,7,3,11,8,6,2
7,5,1,7,26,14,13,7,12,19,14,7,10,12,21,14,13,14,5,9,2
12,11,2,10,21,30,7,6,15,3,12,13,9,13,22,12,8,8,8,6,2
13,5,2,12,18,29,16,12,9,8,16,12,7,15,15,6,17,6,8,7,2
10,8,3,7,21,18,13,6,11,8,18,8,12,8,21,12,7,7,6,5,2
7,11,3,7,24,18,9,7,8,7,19,8,7,8,21,9,10,4,8,9,2
6,7,2,9,23,17,7,10,10,7,11,10,12,8,26,4,4,9,11,13,2
4,8,2,4,13,24,8,14,8,8,20,9,4,5,15,8,5,10,5,5,2
12,16,9,11,22,19,17,28,16,23,11,11,17,15,21,16,20,13,16,16,2
11,2,4,6,36,17,7,15,10,10,10,5,6,6,14,0,8,8,2,10,2
15,12,8,6,11,12,20,13,19,14,15,10,5,17,22,8,17,10,6,19,2
5,11,6,3,23,19,8,12,20,14,16,15,5,10,30,14,10,12,4,4,2
3,14,2,5,13,23,10,23,20,8,11,6,11,11,19,11,9,17,4,12,2
6,4,6,5,13,18,11,13,8,13,20,4,5,8,14,11,10,15,3,36,2
7,9,6,2,23,21,9,18,9,5,13,5,11,6,22,9,3,20,6,8,2
7,10,2,12,17,17,14,18,9,11,20,16,10,9,22,5,9,4,8,8,2
8,5,8,4,21,16,22,21,16,19,17,7,10,12,14,3,13,7,5,8,2
12,13,3,3,23,19,9,20,7,10,17,10,10,15,22,11,11,20,7,6,2
10,8,4,4,15,29,8,20,14,10,13,6,7,8,13,16,10,20,7,12,2
7,11,5,8,13,18,14,20,11,23,26,18,9,11,24,5,4,9,6,8,2
5,8,11,8,11,18,11,25,10,16,20,7,11,11,15,8,13,12,5,22,2
6,5,3,4,18,26,6,16,9,15,17,5,7,8,18,9,9,5,8,3,2
8,13,4,10,19,38,9,22,7,6,14,10,5,13,31,8,8,7,2,11,2
13,10,2,11,17,22,8,16,13,7,12,11,6,15,19,8,12,8,5,9,2
5,14,6,10,18,20,6,16,7,6,16,6,8,6,31,8,3,10,12,7,2
3,9,2,1,2,11,5,3,4,6,1,3,4,8,11,1,4,1,4,2,3
3,0,4,2,0,2,9,2,1,6,1,6,0,2,14,2,4,3,3,2,3
2,4,2,5,1,3,14,6,3,13,1,7,4,6,7,2,3,1,9,6,3
0,2,2,1,1,2,9,4,2,8,0,1,6,6,3,1,5,2,9,3,3
1,2,6,6,0,0,7,2,4,4,0,4,5,2,10,4,7,1,3,4,3
2,2,5,3,8,5,10,0,1,7,3,0,3,4,15,9,4,9,5,13,3
2,2,9,1,3,6,9,1,0,9,1,6,4,2,15,4,3,0,1,7,3
0,10,3,2,4,9,4,2,0,10,2,5,9,3,8,5,2,7,5,3,3
1,3,4,0,1,3,5,0,5,7,0,6,5,4,3,3,6,1,5,5,3
0,16,2,1,1,10,2,1,2,6,3,9,11,4,8,6,3,3,6,4,3
0,0,7,2,2,0,3,3,1,5,0,1,5,4,21,8,5,2,3,9,3
1,2,6,6,1,2,10,2,4,10,2,6,3,2,4,5,3,5,0,5,3
1,7,12,1,0,1,7,2,4,6,0,3,2,1,7,4,3,0,5,4,3
0,4,4,6,2,2,9,0,0,10,1,8,5,9,12,4,5,4,5,8,3
4,6,5,7,1,1,6,4,7,12,16,6,5,3,5,13,1,0,9,3,3
0,8,9,3,0,6,8,1,4,7,9,6,2,3,2,5,4,1,6,9,3
3,2,5,3,1,2,4,1,1,6,1,5,6,2,14,2,4,1,5,3,3
2,3,6,4,0,2,6,1,1,2,1,2,5,1,10,8,4,0,3,4,3
0,5,3,1,3,6,7,2,4,9,0,1,7,6,5,1,9,2,5,0,3
2,2,5,1,2,3,9,0,0,4,3,4,3,1,9,3,1,2,8,9,3
1,3,1,5,0,3,8,5,4,5,0,7,7,7,10,1,3,1,4,6,3
1,8,3,3,2,6,7,2,3,13,4,5,7,4,7,0,3,1,8,6,3
2,10,4,6,5,6,4,7,6,7,2,3,5,6,11,1,1,3,3,4,3
1,2,1,3,1,3,6,3,5,10,2,4,6,9,10,2,5,2,10,2,3
2,1,3,1,2,12,6,1,2,8,7,4,3,2,13,13,2,7,2,16,3
1,1,6,0,4,1,7,1,3,8,4,7,5,1,8,4,3,2,2,1,3
0,3,5,6,2,3,10,1,1,7,2,1,2,8,9,7,6,1,5,3,3
8,8,4,5,2,13,11,4,8,7,5,7,7,7,4,2,5,0,10,1,3
2,0,8,0,2,3,16,1,3,6,1,4,4,7,11,9,3,3,7,10,3
1,5,4,3,1,3,5,2,3,7,1,7,7,5,14,5,3,1,3,3,3
0,6,6,3,2,9,9,1,1,10,2,3,7,4,4,1,5,4,2,8,3
8,4,13,4,3,7,10,2,10,15,0,1,5,5,13,5,9,2,5,14,3
2,4,3,6,0,1,7,2,3,8,4,3,4,12,2,3,4,0,3,0,3
5,1,6,0,0,1,12,6,0,8,3,4,1,5,3,1,5,3,4,5,3
1,2,4,2,3,7,4,2,5,4,0,4,3,2,3,5,1,3,2,2,3
3,2,17,3,3,1,23,1,3,14,2,17,8,3,5,6,1,7,6,8,3
2,2,1,1,0,10,5,2,3,7,7,4,7,0,11,1,0,0,2,0,3
1,0,1,1,0,10,4,4,3,8,2,1,3,2,3,2,1,1,2,1,3
3,8,0,2,4,3,7,0,2,7,4,14,3,0,12,2,2,2,2,2,3
2,2,5,2,1,1,9,1,1,6,3,12,4,1,4,12,2,0,4,3,3
1,8,2,3,6,3,9,2,4,10,3,8,6,8,9,1,4,0,4,2,3
0,3,1,2,2,4,4,3,2,6,1,2,5,1,11,4,1,1,5,3,3
3,2,17,6,2,1,15,1,6,21,0,3,3,10,8,4,4,1,6,9,3
4,5,13,3,5,4,12,4,12,16,3,14,9,5,12,12,4,3,5,11,3
4,2,3,6,0,4,17,5,6,9,3,8,3,2,10,5,3,0,8,8,3
2,0,5,3,8,3,11,1,1,4,3,4,4,5,5,1,5,4,4,6,3
2,6,7,5,7,4,14,5,4,10,2,7,10,4,12,5,9,8,9,11,3
1,4,5,0,7,3,9,2,0,9,0,1,6,2,7,1,4,0,4,5,3
1,1,6,3,1,1,3,2,4,6,1,2,6,2,12,1,5,0,3,4,3
2,2,5,1,6,2,20,1,1,16,5,19,6,2,4,2,6,3,5,3,3
7,3,1,2,2,2,7,3,6,11,3,8,4,1,8,0,1,0,7,0,3
2,6,3,3,0,7,7,3,2,6,5,5,2,2,15,8,3,3,4,7,3
1,9,5,2,3,3,9,2,2,6,3,8,6,2,18,3,2,4,7,9,3
1,3,6,4,0,4,6,1,1,4,0,5,9,6,2,5,3,0,2,5,3
3,3,5,1,1,1,8,0,3,13,2,5,4,4,13,0,7,2,2,5,3
1,0,12,1,2,1,8,0,5,7,1,2,6,9,8,5,7,6,4,8,3
3,5,3,2,1,6,7,3,0,8,1,9,3,3,12,1,1,3,4,2,3
0,5,0,1,0,15,5,3,0,8,5,8,4,0,13,7,1,0,2,3,3
2,4,1,4,1,5,9,5,6,11,1,7,4,5,6,2,5,2,4,5,3
0,3,15,1,4,3,9,4,2,7,2,1,6,3,8,2,7,5,4,5,3
4,7,7,8,1,10,6,1,1,9,10,10,13,5,7,7,6,4,11,9,3
3,0,4,3,8,3,17,2,2,12,1,8,1,4,4,1,6,4,6,5,3
2,1,0,5,3,10,7,3,2,5,4,6,3,1,20,3,4,2,6,4,3
2,5,4,1,3,3,12,1,1,10,0,8,7,4,13,1,2,6,2,2,3
1,1,1,3,2,5,11,3,1,9,1,11,7,2,15,2,3,1,5,1,3
1,6,8,3,5,3,7,1,3,16,4,17,16,5,11,1,5,4,9,2,3
6,4,3,3,5,2,10,3,5,10,8,9,3,0,9,2,2,3,6,3,3
0,8,19,4,1,1,28,0,3,28,2,11,3,5,1,5,2,4,5,12,3
1,10,4,4,0,10,4,6,2,8,1,6,8,3,9,2,1,0,6,1,3
1,2,7,5,0,1,5,2,5,15,3,8,3,6,2,5,3,0,5,3,3
4,5,1,1,10,3,9,4,0,6,1,2,4,4,6,1,4,7,1,7,3
3,7,4,1,2,12,5,3,1,5,1,1,0,3,5,5,1,1,0,3,3
4,2,3,1,0,7,6,2,4,7,4,9,1,2,8,3,3,1,6,4,3
0,1,0,0,1,20,4,3,2,2,1,4,4,5,2,7,4,0,2,1,3
0,1,7,2,2,7,7,1,6,3,2,0,5,7,7,4,4,3,2,15,3
1,5,4,6,1,8,9,2,2,8,4,6,4,1,7,9,2,3,4,5,3
1,3,6,2,2,6,16,1,4,24,4,19,6,3,2,3,4,3,8,15,3
2,0,12,3,0,1,12,2,2,15,5,8,5,4,3,8,5,0,2,7,3
2,2,0,3,4,4,4,2,0,1,4,7,1,1,8,6,1,5,0,8,3
2,1,7,7,2,2,9,6,5,10,4,10,1,4,7,7,4,2,3,11,3
2,2,9,1,11,1,4,2,0,4,0,1,4,4,11,2,5,9,6,9,3
4,0,14,1,3,1,14,1,7,17,8,24,4,2,5,11,7,1,5,15,3
1,3,3,2,0,14,2,1,2,0,0,1,6,7,1,3,2,1,5,2,3
2,5,6,8,4,1,11,5,1,10,6,9,1,4,8,6,1,1,4,7,3
2,5,8,6,2,2,13,3,4,10,7,8,4,4,7,10,4,2,1,12,3
5,2,5,3,1,0,7,0,4,13,1,6,2,4,6,6,4,1,9,11,3
2,2,9,3,0,0,14,1,3,10,2,15,7,1,2,8,3,4,4,6,3
1,3,3,2,0,6,8,2,0,3,3,12,7,0,3,5,2,2,2,6,3
2,4,0,0,3,18,5,2,0,3,1,1,0,1,4,1,4,2,2,4,3
0,2,11,6,2,4,11,2,7,11,1,12,13,3,10,1,2,1,9,10,3
1,4,8,5,2,0,12,4,4,10,1,5,4,3,8,3,3,2,8,10,3
3,1,13,3,0,3,13,3,1,13,2,5,4,1,1,2,4,3,7,12,3
0,2,7,4,0,4,7,1,3,12,7,2,3,6,13,7,3,1,3,12,3
3,3,3,2,1,0,10,0,3,4,1,12,5,2,9,3,4,0,7,7,3
1,1,3,3,1,3,11,2,3,13,3,10,4,3,8,5,2,2,5,4,3
1,2,5,5,1,0,10,2,1,8,0,3,6,6,10,4,4,1,6,6,3
3,0,10,6,0,0,16,3,2,9,2,11,3,3,2,9,6,4,6,11,3
2,1,10,2,1,0,11,2,1,9,9,15,8,5,1,5,3,2,6,6,3
2,2,7,3,1,1,9,1,2,10,0,9,6,5,11,1,0,1,4,0,3
5,1,5,2,0,4,12,0,2,16,2,11,10,3,6,4,3,1,5,5,3
4,9,2,4,2,11,7,2,2,6,1,3,5,5,10,0,6,1,4,2,3
0,2,5,0,0,0,6,2,3,7,1,7,5,2,16,3,2,6,2,2,3
2,2,2,7,1,4,10,8,4,11,1,6,7,7,6,1,5,0,3,6,3
2,3,2,0,1,2,7,2,0,10,0,1,8,5,3,3,7,2,8,4,3
2,0,7,1,0,3,4,2,4,4,0,3,5,11,9,4,1,1,4,4,3
1,4,5,1,8,1,8,0,2,8,3,1,6,6,17,9,3,9,4,14,3
0,3,9,1,1,6,8,2,3,7,1,6,3,3,15,5,2,1,3,5,3
1,12,3,3,5,9,10,1,1,5,2,5,5,2,7,4,3,6,8,2,3
2,1,4,1,1,4,7,0,4,3,0,4,8,5,3,3,3,1,9,5,3
2,6,2,1,1,19,6,0,0,4,4,8,11,1,7,6,5,4,8,6,3
1,1,7,4,2,1,5,0,1,2,0,2,3,4,19,6,4,2,4,8,3
3,6,8,3,1,2,11,2,0,7,2,8,5,3,5,4,3,4,2,6,3
2,3,15,2,0,1,7,1,3,9,0,3,6,3,6,4,2,0,2,6,3
0,4,7,1,1,2,8,1,0,7,2,8,5,7,13,5,8,4,5,8,3
8,3,6,3,1,6,11,5,4,7,13,5,11,3,3,13,1,0,5,3,3
1,7,7,2,0,7,4,2,3,11,10,5,9,4,3,6,2,1,2,11,3
1,0,3,1,1,4,6,2,2,5,1,4,5,5,15,3,2,1,6,3,3
1,4,5,0,0,3,3,3,4,5,1,2,4,4,9,7,3,0,4,3,3
4,5,5,0,3,6,10,3,2,6,0,1,7,7,3,1,6,2,7,0,3
0,5,4,0,2,1,4,0,2,7,4,5,8,2,9,3,1,2,4,8,3
2,4,1,4,0,1,6,4,2,8,1,6,6,4,11,2,5,1,6,6,3
2,7,4,0,2,4,12,2,1,10,4,4,8,3,7,1,3,2,5,6,3
5,7,2,5,6,7,6,5,4,3,2,2,6,4,12,2,4,3,7,3,3
3,5,0,4,1,4,8,1,2,4,2,5,10,8,11,2,3,2,5,3,3
2,1,2,2,2,11,7,0,3,9,9,3,5,2,13,13,2,9,2,17,3
2,3,4,1,4,1,8,1,1,7,4,6,4,1,7,4,1,2,6,1,3
2,4,5,6,2,2,6,4,0,11,2,0,5,5,9,7,4,1,2,3,3
7,14,6,5,1,10,8,4,6,11,3,12,10,6,4,2,6,2,5,0,3
2,1,8,2,2,1,6,0,1,19,1,5,6,4,8,9,6,3,3,10,3
3,2,6,3,1,7,4,1,1,3,1,8,5,3,13,4,3,1,5,3,3
1,9,6,3,2,6,10,3,1,10,1,3,2,4,5,2,4,4,5,8,3
5,7,14,1,3,3,16,4,8,14,0,3,4,10,15,6,5,1,7,14,3
4,1,5,5,1,2,8,2,4,7,3,1,3,5,2,1,9,0,4,0,3
0,1,5,5,0,1,7,4,5,11,3,3,3,8,3,1,5,2,3,6,3
2,1,3,2,2,6,3,3,2,6,0,4,4,1,3,7,2,2,3,2,3
2,2,18,1,3,1,14,1,3,23,3,16,3,2,6,6,3,9,10,10,3
1,7,3,2,0,4,6,1,2,6,8,6,3,0,13,2,0,0,5,0,3
3,1,0,2,0,10,6,3,1,7,2,1,2,2,3,2,1,1,1,0,3
3,6,2,0,4,4,6,0,4,7,2,15,3,1,11,1,1,3,4,2,3
2,1,4,5,1,1,5,1,3,11,2,16,4,3,4,7,0,0,6,4,3
4,3,2,4,5,5,10,2,2,10,3,7,5,5,9,2,7,0,7,2,3
3,6,2,1,2,3,6,2,0,5,1,2,7,1,11,6,1,1,3,3,3
2,2,15,2,2,3,22,3,5,13,0,5,6,4,8,4,9,1,4,9,3
8,1,12,0,5,6,15,5,8,10,3,16,7,4,12,14,5,2,8,10,3
7,3,4,5,0,3,11,4,6,18,3,9,7,3,10,6,1,0,4,8,3
1,1,4,4,8,2,5,1,3,9,1,8,1,2,4,1,6,5,4,6,3
4,6,10,5,7,3,13,4,2,17,1,10,8,8,9,4,7,8,7,9,3
1,5,5,0,7,1,7,4,2,7,0,2,5,4,9,1,2,1,5,5,3
1,5,7,1,1,3,7,0,5,2,0,4,2,4,12,1,1,0,3,5,3
1,2,6,0,7,2,17,0,2,18,5,19,5,7,4,2,2,4,6,2,3
4,5,1,1,2,3,12,1,6,4,3,11,7,1,7,1,2,0,4,0,3
2,6,2,4,0,7,5,3,3,5,5,4,7,3,12,8,1,2,2,8,3
1,2,4,1,3,7,6,0,2,12,3,11,7,3,17,2,1,4,4,10,3
2,3,7,4,0,3,5,3,2,4,0,7,3,5,3,4,3,0,6,5,3
2,3,10,1,1,0,16,0,3,10,1,7,4,4,14,0,3,2,5,5,3
1,1,12,2,1,1,7,1,3,9,1,1,3,5,10,6,8,6,6,7,3
0,4,2,6,1,6,7,1,2,7,1,8,3,2,9,1,2,3,3,4,3
0,6,2,3,0,15,8,1,0,5,4,5,2,1,14,7,0,0,3,3,3
3,10,2,6,1,3,8,4,5,10,2,4,6,5,7,1,3,2,3,5,3
1,6,14,4,4,2,7,1,0,10,2,1,4,6,8,2,5,5,7,4,3
1,7,8,5,1,11,6,6,5,7,11,12,14,6,5,6,4,4,10,8,3
1,1,3,2,8,2,15,1,4,15,1,8,6,8,6,1,5,5,0,6,3
2,6,1,0,4,6,7,2,1,7,3,6,5,5,22,3,2,1,1,5,3
0,2,3,2,4,6,10,1,3,12,1,7,3,1,13,2,3,6,8,3,3
0,5,1,4,2,2,11,3,1,7,1,11,5,5,14,2,1,1,6,1,3
5,2,10,4,5,7,13,1,1,9,4,17,7,5,9,1,2,4,16,2,3
2,0,2,4,4,3,11,2,10,9,7,10,7,3,8,3,1,2,6,2,3
2,3,15,6,0,2,25,2,1,26,2,17,3,1,1,3,2,1,4,12,3
2,4,3,6,0,10,9,4,1,5,1,6,10,2,10,2,1,0,9,1,3
3,0,6,4,0,2,14,3,2,6,4,10,4,5,3,3,6,0,5,2,3
0,1,1,3,10,4,6,2,3,10,1,2,4,2,6,2,5,7,4,8,3
0,7,3,3,1,10,5,0,2,6,0,1,4,1,5,6,3,1,2,2,3
4,3,1,0,0,5,9,1,5,6,4,10,5,4,9,6,2,1,2,6,3
1,0,0,1,1,18,1,3,1,6,0,2,2,3,2,6,5,0,3,0,3
0,1,8,4,2,6,5,2,5,7,2,0,3,4,8,4,3,3,6,13,3
0,4,5,1,1,8,6,4,2,10,4,8,5,3,8,9,2,2,3,3,3
5,2,8,3,2,8,23,2,0,17,3,20,4,5,2,3,3,3,6,13,3
2,2,11,3,0,2,16,2,2,10,3,8,1,7,3,9,4,0,4,5,3
2,0,0,2,3,4,4,3,2,7,5,7,1,1,9,6,0,5,2,6,3
5,2,7,6,1,2,9,5,2,9,4,9,2,5,8,7,2,2,3,10,3
0,3,9,0,8,3,4,1,2,5,0,0,6,6,12,1,4,9,3,9,3
6,1,11,5,3,0,15,2,6,15,7,21,4,4,5,11,1,1,5,15,3
0,8,3,4,0,14,1,0,3,2,0,1,5,2,1,3,5,1,3,2,3
3,2,7,6,3,2,14,4,1,10,8,9,3,1,8,7,3,1,4,8,3
0,1,9,5,2,7,11,5,4,12,8,9,1,3,6,9,3,2,5,11,3
3,0,5,4,2,2,9,2,5,8,1,7,7,6,5,7,5,1,1,11,3
1,1,12,3,0,1,7,1,3,11,3,11,5,5,2,10,1,3,8,12,3
1,3,3,0,1,5,2,6,1,7,4,14,2,2,4,5,1,0,4,6,3
0,2,0,0,3,24,2,1,3,4,0,3,0,4,5,2,2,2,0,3,3
3,4,11,1,2,4,11,2,2,13,1,10,10,3,8,2,4,1,11,9,3
4,1,5,5,2,3,6,4,4,14,1,11,9,1,6,3,2,0,5,8,3
3,2,15,1,0,2,12,3,2,14,2,4,9,2,3,1,2,3,6,12,3
2,6,6,3,0,3,16,0,1,6,7,3,3,5,9,7,4,1,3,11,3
1,3,6,4,1,2,6,2,3,8,1,11,5,6,9,3,0,0,3,7,3
2,1,4,3,1,2,14,2,2,12,5,12,3,3,8,8,3,0,5,4,3
2,2,6,5,1,1,6,3,2,9,0,3,8,5,12,3,3,1,4,7,3
1,1,10,4,0,0,7,2,1,16,2,11,4,5,2,10,4,4,6,12,3
6,1,7,3,0,2,9,1,1,12,7,14,5,2,1,5,4,2,8,7,3
1,0,6,0,1,4,10,1,2,9,0,6,3,3,12,1,6,1,7,1,3
2,4,6,1,0,2,15,1,5,10,3,11,4,3,7,4,2,1,11,5,3
3,1,3,3,3,2,7,7,3,4,2,2,0,9,9,0,9,6,0,0,4
6,1,4,4,5,2,4,9,4,2,0,4,1,5,5,1,8,3,0,3,4
2,2,4,9,6,0,5,13,5,6,3,3,1,10,7,1,9,7,1,5,4
2,0,2,5,4,0,5,15,5,3,3,4,1,11,5,1,8,7,1,3,4
3,1,5,6,5,0,4,8,3,3,4,0,2,7,4,1,6,5,0,4,4
5,2,4,3,8,2,4,12,4,4,4,4,0,8,1,3,10,2,1,2,4
3,0,3,5,9,1,2,9,4,2,1,1,0,5,1,0,6,5,0,2,4
5,0,3,8,3,3,6,8,2,5,5,3,0,6,2,1,7,3,0,3,4
3,1,7,7,4,1,5,5,5,5,2,1,1,9,9,3,3,6,0,5,4
3,1,1,6,13,2,6,9,7,3,5,2,0,6,4,5,7,2,1,1,4
5,1,4,7,13,1,2,5,3,2,3,1,0,10,3,2,11,3,0,8,4
2,1,4,3,5,2,2,7,1,0,5,2,0,8,7,2,7,1,1,2,4
3,1,9,1,14,0,1,12,6,0,1,2,1,11,8,2,7,2,1,0,4
6,0,1,6,5,1,4,1,4,2,3,3,1,6,2,1,6,0,1,1,4
4,0,3,5,15,0,3,4,5,1,0,3,1,6,4,1,5,7,1,4,4
5,0,5,7,11,0,9,4,2,4,1,1,2,6,1,2,6,3,1,7,4
4,1,3,4,10,0,3,7,1,3,1,2,0,8,1,3,4,6,1,4,4
2,0,0,4,9,0,4,4,5,6,2,2,0,9,3,1,2,9,1,2,4
5,1,6,5,20,0,4,6,5,5,1,3,0,2,2,5,3,7,0,3,4
4,3,8,4,19,1,4,8,5,6,2,2,0,9,1,1,4,6,1,5,4
2,0,4,8,7,0,5,12,4,4,3,1,0,4,3,1,1,2,0,1,4
4,1,2,4,10,2,3,6,5,1,2,1,0,10,1,1,6,3,1,2,4
5,1,2,3,11,1,5,11,4,2,3,0,0,8,0,0,2,5,3,4,4
5,1,3,3,9,1,3,8,6,3,1,3,1,8,3,0,9,5,2,1,4
5,5,8,3,8,3,9,9,4,4,2,4,3,10,2,3,7,7,2,4,4
6,5,14,7,17,4,21,8,11,18,9,14,5,12,6,18,13,16,6,26,4
13,8,2,7,12,11,4,4,9,6,3,2,12,7,10,5,9,6,5,4,4
2,10,9,9,10,9,6,10,4,6,6,6,7,1,7,8,5,7,11,3,4
4,9,10,5,7,5,5,7,9,2,2,4,0,5,6,2,7,4,0,7,4
8,4,13,11,10,7,9,11,8,10,2,2,7,14,7,6,17,14,5,10,4
2,1,14,9,3,1,11,12,4,10,3,4,1,8,4,5,6,1,1,9,4
4,6,12,7,6,4,6,6,7,6,5,5,3,4,6,9,7,3,1,13,4
8,4,20,16,3,4,9,19,13,17,12,1,6,14,14,11,11,4,7,8,4
4,1,17,5,6,0,6,5,5,7,1,7,0,8,3,3,8,1,1,12,4
11,1,10,5,25,2,7,5,9,10,11,4,4,8,17,4,5,12,4,14,4
3,2,2,4,8,3,5,4,5,4,2,2,2,6,9,2,5,0,1,1,4
7,4,2,9,3,0,5,9,6,5,3,1,3,7,3,1,3,1,2,2,4
9,3,2,3,9,5,6,8,4,3,8,2,0,6,5,2,4,3,1,2,4
6,13,1,7,13,10,6,7,5,4,8,3,10,4,5,6,8,11,10,5,4
6,3,6,3,7,11,9,10,5,7,7,1,8,6,6,2,9,7,4,4,4
9,6,10,2,15,2,10,3,9,9,3,2,11,10,3,13,5,3,3,1,4
