0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,target
9,2,1,1,1,2,3,2,3,3,3,3,1,0,2,5,16,0,1,2,0,5,6,8,1,1,8,1,0,3,1,1,0,3,1,0,3,2,0,6,2,2,1,15,2,1,1,0,1,2,4,7,1,4,2,13,6,0,5,1,4,1,1,1,19,4,2,2,0,4,0,1,3,4,2,0,0,2,4,1,4,1,0,14,4,1,6,4,3,1,0,3,1,2,6,3,1,1,5,0,6
3,1,0,2,2,7,0,2,1,0,1,1,8,1,0,2,6,0,4,1,0,1,0,21,0,0,2,1,3,4,0,1,1,2,0,0,0,2,0,1,1,2,2,7,1,0,1,0,0,1,1,6,0,1,0,4,4,1,5,0,0,0,0,0,1,2,0,0,3,1,0,1,1,0,0,0,0,0,1,0,3,1,6,1,0,1,1,1,5,4,0,1,0,1,1,2,1,0,0,0,6
3,2,1,0,0,0,3,0,1,6,0,0,0,4,0,0,1,2,5,0,1,5,1,8,3,1,1,5,0,3,5,4,14,0,0,1,6,2,5,1,2,1,0,1,1,1,5,3,2,3,1,3,0,1,3,1,1,2,6,1,1,4,3,4,0,0,4,6,6,0,2,3,5,2,9,8,4,9,1,0,0,6,0,7,1,1,2,0,3,10,2,2,0,0,4,3,6,2,0,0,6
1,0,1,0,0,0,3,4,0,1,1,2,1,1,1,2,8,1,0,0,1,0,1,7,1,1,1,3,0,6,1,0,0,0,0,1,0,3,0,0,0,1,0,3,0,1,0,2,2,0,2,6,0,0,0,2,2,0,1,1,0,1,0,4,3,1,0,1,2,0,0,0,0,1,1,0,1,2,0,1,2,1,4,7,1,0,1,1,2,5,2,3,1,2,0,0,2,0,1,1,6
0,0,0,0,2,1,0,6,2,1,3,2,20,0,1,4,10,0,1,1,1,2,2,7,0,0,1,1,2,0,0,1,0,1,0,1,1,1,1,0,1,2,3,7,0,0,0,2,0,1,1,10,1,0,1,8,1,0,1,2,2,1,0,1,7,12,1,1,0,2,1,0,1,0,0,1,1,0,0,3,10,1,11,8,3,3,3,3,4,5,1,1,2,1,1,0,0,0,3,0,6
1,0,0,5,0,4,2,5,1,1,2,3,7,2,1,1,4,0,1,1,3,5,1,19,1,1,6,0,1,1,0,2,2,0,0,0,1,0,0,3,2,0,2,5,1,1,1,2,3,3,1,8,1,3,4,5,11,0,4,0,0,1,2,3,10,3,3,1,5,1,1,2,1,1,4,2,1,1,1,1,4,3,8,2,0,0,1,1,4,4,0,5,1,0,4,1,2,0,0,1,6
2,0,1,1,0,0,0,6,4,0,1,0,19,0,0,2,3,0,3,0,0,1,0,1,1,2,0,0,4,1,0,2,0,2,0,2,0,0,0,1,0,1,2,7,5,0,0,0,1,3,1,2,2,2,0,2,1,0,3,0,0,0,1,0,0,2,1,0,2,0,1,0,0,0,0,0,0,2,2,0,6,2,8,7,0,2,1,0,2,3,1,1,0,1,0,2,0,0,0,0,6
4,0,0,2,1,4,1,4,5,2,0,0,5,2,0,2,8,0,0,0,2,0,0,2,0,1,4,0,0,3,1,0,0,0,1,2,0,1,0,2,0,1,0,2,1,0,0,0,0,4,4,6,1,2,1,3,1,0,3,0,0,2,0,2,8,1,0,0,0,1,0,1,0,1,0,0,1,1,4,0,2,1,2,3,0,0,1,3,2,5,2,1,0,0,1,0,0,0,2,0,6
3,1,0,0,0,0,0,0,2,0,1,0,4,0,0,0,5,1,0,0,0,0,0,4,0,0,5,1,2,2,0,0,0,1,5,1,3,0,1,1,0,0,8,3,1,0,1,0,2,4,1,2,0,0,0,2,0,0,5,0,0,0,7,0,13,3,1,1,0,2,0,0,0,1,1,0,3,5,0,0,5,0,0,7,1,0,1,0,1,4,0,0,0,1,0,3,1,0,1,0,6
2,0,0,0,0,2,1,2,0,0,1,0,1,1,0,2,4,4,1,0,1,0,0,6,0,1,6,1,0,0,1,0,0,3,10,1,0,0,2,2,0,0,5,6,1,0,0,2,0,1,2,2,1,1,0,0,1,0,2,0,0,0,3,0,18,0,3,0,0,1,1,0,0,0,1,0,1,1,1,0,1,3,1,3,1,1,0,0,1,5,0,0,0,1,0,2,0,0,0,0,6
2,0,0,1,0,0,0,5,1,1,2,0,8,1,0,0,10,1,0,4,0,1,0,3,1,0,1,0,2,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5,0,0,1,1,4,1,0,3,4,1,0,5,4,0,1,1,1,0,1,2,1,4,0,1,1,1,0,3,2,0,1,2,0,0,1,2,5,2,2,4,3,0,1,7,4,5,1,2,1,2,2,1,0,1,2,0,6
4,1,0,3,1,2,1,3,1,2,1,0,7,1,0,2,2,3,1,1,2,2,0,9,3,1,0,3,2,2,3,3,1,2,1,1,0,2,2,2,2,1,2,3,1,0,0,2,2,2,2,7,0,2,1,6,1,1,2,1,2,2,1,0,6,4,1,1,1,7,0,6,3,1,0,1,4,0,2,0,11,0,5,5,0,0,1,4,3,0,0,4,2,2,1,2,2,0,1,0,6
5,2,0,4,3,3,6,5,5,2,1,1,5,1,0,3,7,0,3,2,0,1,4,1,2,2,4,2,2,3,0,3,2,2,0,0,0,2,3,0,0,0,2,3,3,3,2,4,0,0,1,6,2,0,3,11,7,1,6,2,0,1,1,4,1,1,0,1,3,2,0,3,5,0,2,2,0,1,3,2,5,0,8,2,0,0,1,3,0,4,0,1,1,5,1,0,2,0,2,0,6
2,1,0,5,1,5,3,3,3,1,4,0,8,1,0,3,3,0,3,1,0,4,2,9,0,1,3,3,2,2,0,4,1,0,0,0,0,1,1,3,1,0,0,4,0,1,2,0,2,1,0,7,1,3,1,6,5,3,4,0,1,1,3,3,1,3,0,0,3,0,0,0,2,1,0,0,0,1,1,1,1,0,1,4,1,2,1,1,0,1,0,2,0,0,3,0,3,1,3,0,6
9,3,0,1,1,1,0,3,4,1,1,1,0,0,2,2,0,0,1,6,1,0,0,2,2,2,0,0,1,4,1,1,0,1,7,1,4,3,1,0,1,1,8,0,0,1,0,3,1,2,1,2,2,1,0,1,1,1,2,0,0,0,3,2,10,0,1,1,0,1,0,1,0,0,0,1,2,3,7,12,2,7,2,1,0,1,0,0,0,1,9,1,0,11,0,3,0,0,1,1,6
1,1,0,3,2,3,0,3,3,1,0,0,10,1,1,5,3,0,1,4,0,5,1,15,1,2,4,0,1,3,1,0,1,1,4,0,0,0,3,0,1,1,1,0,0,0,0,0,0,1,0,0,5,0,0,4,4,4,2,1,0,0,0,0,8,5,1,0,1,2,0,1,2,2,3,0,0,3,1,1,2,3,3,6,0,2,1,1,1,0,3,0,0,2,3,0,2,1,0,1,6
3,1,0,3,6,4,3,3,0,0,2,0,8,1,0,0,2,0,1,4,0,3,0,16,0,1,2,1,0,4,0,1,2,1,0,0,0,0,1,0,0,1,6,1,0,0,4,0,3,0,1,3,3,1,0,3,0,0,2,0,0,0,1,3,2,5,0,0,1,1,1,0,2,2,1,0,1,0,0,1,14,0,1,1,0,0,0,7,6,0,0,0,0,0,0,2,0,0,0,0,6
3,1,0,2,4,4,1,4,1,5,2,1,9,0,0,2,8,2,1,1,0,2,3,11,0,1,0,0,0,4,1,3,5,1,0,4,0,1,0,1,0,0,0,4,0,0,2,1,2,1,5,4,2,0,0,2,2,6,0,0,2,0,0,4,4,3,0,0,3,2,2,0,4,0,2,1,1,1,2,0,2,0,3,0,1,1,1,2,4,1,0,2,1,2,3,1,0,0,1,1,6
2,0,0,1,0,1,0,1,0,1,5,3,1,2,1,0,11,2,2,1,3,0,0,13,0,1,7,4,0,3,2,0,1,1,1,0,0,0,0,0,0,0,2,11,1,1,0,0,4,1,0,3,2,1,0,3,4,0,0,0,2,0,3,1,1,5,0,0,3,3,2,1,3,0,3,0,1,1,2,0,3,0,4,5,0,3,0,12,3,4,0,0,3,0,3,0,1,0,1,0,6
1,1,1,0,1,3,1,5,2,0,1,0,1,1,0,0,4,1,2,0,1,3,1,5,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,3,5,1,0,0,0,0,0,0,6,0,1,0,1,3,0,2,0,2,1,0,1,0,3,2,0,1,2,1,0,0,0,0,0,0,1,1,0,5,0,4,3,0,2,0,8,10,5,0,0,0,0,0,0,0,0,1,0,6
0,0,2,4,1,5,0,2,0,0,1,1,15,2,2,6,8,0,4,2,0,0,0,11,0,0,5,1,0,4,0,1,1,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,2,3,0,2,2,1,1,3,0,1,0,0,2,0,9,0,0,2,0,0,0,2,1,3,0,0,0,0,0,4,1,4,0,2,2,0,1,6,0,0,1,0,0,0,1,2,0,1,0,6
1,1,0,1,3,5,5,2,2,0,2,0,4,2,0,3,5,2,3,0,1,0,2,14,0,1,0,3,2,3,1,3,3,0,0,0,0,4,2,4,1,2,2,5,0,3,5,2,0,0,1,5,0,6,2,5,2,2,8,2,2,2,1,4,0,0,0,1,3,3,0,0,2,1,4,3,0,1,0,0,5,0,1,1,2,0,2,1,0,2,1,3,3,2,4,4,3,0,2,0,6
5,0,2,3,1,2,2,8,2,1,2,1,9,3,1,0,7,1,1,2,2,3,3,10,3,0,7,2,1,3,3,1,1,1,0,1,0,6,2,3,0,2,2,4,1,2,4,1,2,1,0,10,1,3,1,5,3,3,3,0,2,2,1,3,2,3,1,3,2,3,1,3,3,2,2,3,2,1,1,1,5,0,4,2,2,0,6,2,3,4,0,2,3,0,2,2,1,0,2,0,6
1,0,0,2,0,2,2,2,0,1,0,2,5,0,0,0,5,1,1,0,0,0,1,13,0,1,1,1,1,2,0,1,2,1,0,2,0,0,0,0,0,1,4,5,1,4,1,0,2,2,2,4,0,0,1,2,3,0,3,0,0,1,0,2,4,1,0,2,1,6,0,2,3,0,3,1,0,2,2,0,8,1,2,1,1,0,1,4,3,8,0,1,0,1,3,0,1,0,1,1,6
6,1,0,0,1,3,2,2,2,1,4,1,3,0,0,1,9,1,2,0,0,1,0,3,2,0,8,1,1,6,6,2,3,1,2,0,1,0,2,1,0,1,2,7,3,2,1,1,1,3,3,6,0,6,2,6,1,2,5,2,0,0,3,2,5,2,0,3,2,4,0,0,3,6,4,1,1,1,2,1,1,0,6,7,0,0,2,2,2,13,2,0,1,1,1,2,1,1,0,1,6
3,1,0,1,0,2,0,4,0,3,2,1,1,0,2,3,6,0,1,1,1,3,1,8,1,0,3,0,1,1,0,0,0,0,1,0,0,1,1,3,0,0,13,9,0,0,2,0,5,0,0,5,1,0,0,6,4,2,4,1,0,1,2,0,6,2,1,1,0,0,0,1,0,4,1,0,0,0,0,0,1,0,0,5,1,0,1,0,3,12,0,3,1,0,2,0,0,0,1,0,6
0,1,0,0,0,3,0,1,0,0,1,0,5,1,0,1,6,2,2,0,2,3,2,17,1,0,1,1,0,2,1,1,3,1,1,0,0,0,1,1,0,0,8,4,1,1,1,0,0,1,0,5,1,1,0,12,3,0,10,1,3,0,0,0,8,0,0,1,2,3,1,1,1,1,0,0,3,1,0,1,1,1,2,1,1,0,1,2,8,7,0,0,0,3,1,2,0,0,1,0,6
4,3,0,2,3,6,3,10,1,3,2,1,12,3,0,2,3,0,1,4,1,1,1,5,0,1,4,2,1,3,0,1,1,2,0,1,1,2,3,2,0,1,0,1,0,0,0,0,1,1,2,4,0,3,2,5,2,2,2,1,3,1,0,1,0,3,3,1,1,2,0,2,4,0,0,7,0,0,3,1,0,0,3,5,1,0,1,5,6,5,0,4,0,2,4,3,2,0,1,1,6
9,2,0,2,2,1,0,1,2,1,0,2,0,2,2,2,0,3,0,8,7,0,3,2,1,1,0,2,1,3,3,0,0,8,10,1,5,8,6,2,0,3,4,0,0,2,0,2,1,7,3,1,6,3,1,0,1,0,6,0,3,2,3,3,2,1,2,1,0,1,2,3,2,0,1,1,5,4,4,15,0,3,0,3,1,2,1,0,0,8,2,0,0,6,3,9,2,2,0,1,6
5,0,0,1,0,3,1,1,1,1,2,0,3,0,1,3,11,0,0,3,1,2,0,14,3,2,1,0,1,1,1,2,1,0,3,0,0,0,0,5,0,0,3,14,1,4,1,0,2,1,1,2,0,5,0,3,5,0,6,0,1,0,1,1,6,3,0,1,1,1,1,1,2,3,1,0,2,2,1,1,5,0,2,12,1,1,0,2,7,3,0,0,1,0,3,0,1,1,0,1,6
0,0,0,2,0,3,1,2,2,0,1,1,9,1,0,0,7,0,1,0,1,2,1,5,1,1,10,1,0,2,1,0,0,0,0,1,1,0,1,2,0,0,0,11,1,2,0,0,2,1,2,2,1,2,0,4,6,0,3,0,0,0,2,2,9,2,0,1,3,3,0,1,0,1,0,0,1,1,1,0,4,3,3,13,0,0,2,1,7,4,0,0,1,0,0,0,0,0,0,0,6
4,0,0,1,0,0,1,6,0,4,3,0,4,0,0,0,12,0,4,3,1,3,0,4,3,1,5,0,2,1,1,2,0,3,4,0,2,0,0,2,0,2,24,4,0,0,0,0,2,0,5,3,1,2,2,1,7,1,9,2,1,0,1,1,15,1,0,0,3,3,2,0,3,1,0,1,1,2,2,4,10,3,0,3,0,1,0,4,3,2,1,2,2,4,2,4,0,2,0,1,6
0,0,0,5,1,0,0,7,0,1,3,0,4,0,0,0,3,0,2,1,1,2,2,7,0,0,7,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,7,3,0,0,2,0,0,1,0,0,0,1,0,0,10,0,0,2,1,0,1,0,6,0,0,1,0,0,0,9,1,1,11,0,2,0,1,1,1,0,2,0,0,0,0,1,1,0,0,6
2,2,0,3,2,5,2,6,3,2,2,0,2,6,2,3,2,1,2,0,2,7,6,10,0,0,3,0,1,5,2,2,2,1,1,0,1,2,4,2,3,1,0,3,1,1,6,4,2,0,0,6,1,0,2,4,3,3,3,0,1,4,0,2,5,1,4,2,5,2,1,3,4,2,1,0,0,0,1,2,1,0,1,1,1,0,4,1,2,4,0,8,1,2,3,0,2,1,3,0,6
1,1,2,1,1,3,0,3,0,2,1,1,11,2,1,0,10,1,1,2,0,1,1,9,0,0,1,4,1,1,1,1,2,0,0,1,1,1,0,1,2,1,4,4,0,0,1,1,2,0,1,2,3,0,3,2,6,2,3,0,5,3,0,4,1,6,0,4,1,0,1,1,2,1,3,0,3,0,1,1,4,0,7,5,2,0,0,7,6,2,0,2,5,0,2,2,3,0,2,0,6
0,1,0,3,2,1,1,12,1,1,6,0,13,1,0,4,7,0,2,2,2,5,2,11,2,1,1,0,1,1,1,4,1,1,2,1,0,0,0,1,0,1,11,6,3,1,1,1,0,0,0,8,4,1,0,4,7,2,6,0,2,1,1,0,3,5,1,1,3,3,2,0,0,0,0,0,3,0,0,3,4,1,14,3,1,2,1,5,2,2,0,1,0,1,3,0,1,0,0,1,6
2,0,0,2,0,2,2,1,0,0,0,3,5,2,0,0,9,0,4,1,0,5,1,10,2,0,6,0,0,4,0,1,1,1,0,0,0,0,0,1,2,1,4,3,0,1,3,0,1,0,0,4,2,2,0,3,7,0,2,0,1,0,0,2,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,9,0,3,1,0,0,1,2,0,0,0,0,0,1,1,0,1,0,1,0,6
4,0,0,6,2,6,0,5,2,0,1,0,19,1,0,0,4,0,5,5,0,4,0,14,0,2,7,1,0,5,2,4,4,1,0,0,3,1,0,1,1,0,7,3,0,0,2,0,4,0,0,9,1,0,0,5,1,5,1,0,0,0,1,2,8,3,1,0,6,0,0,0,4,3,0,0,0,0,0,1,4,0,6,3,1,1,0,2,1,1,0,1,0,1,2,1,1,0,0,0,6
1,3,3,1,1,1,3,3,3,2,3,0,14,2,3,0,6,1,2,2,1,4,3,2,1,1,0,2,1,1,3,5,3,2,1,1,0,2,4,2,1,1,0,6,2,0,5,2,1,0,3,3,2,3,3,2,2,1,0,0,4,0,2,0,3,4,0,1,5,1,3,0,1,2,1,0,2,0,2,0,3,0,4,4,2,0,2,5,7,4,2,0,0,0,1,3,4,0,3,1,6
1,0,1,3,1,1,0,3,1,0,0,1,13,1,1,2,8,0,1,0,2,1,0,13,0,2,2,3,2,5,0,2,1,2,1,0,0,1,1,4,1,2,2,7,0,1,2,0,2,0,2,4,1,2,0,5,4,0,5,0,3,0,0,2,5,2,0,2,0,4,0,1,1,4,2,2,0,0,1,0,3,0,1,1,0,0,0,5,3,1,1,1,2,0,3,0,2,0,1,1,6
0,1,0,3,0,1,0,6,3,3,0,1,0,1,1,0,0,0,1,3,2,0,2,1,4,3,1,0,2,2,0,0,0,1,6,1,1,2,2,2,1,1,2,2,1,2,0,0,0,3,2,1,0,2,2,2,0,3,0,3,1,0,0,0,4,0,1,2,0,3,1,2,1,0,0,0,1,3,1,5,0,6,0,5,1,1,0,0,1,6,2,2,0,4,2,1,1,2,1,1,6
8,3,1,3,1,4,3,2,1,5,0,4,3,4,3,3,1,6,0,1,4,1,6,0,3,2,0,1,0,2,4,3,4,6,14,2,6,5,5,4,2,2,1,1,4,6,2,1,2,3,4,0,1,1,2,1,0,1,3,1,1,3,4,0,5,0,5,5,4,2,5,2,0,2,3,2,4,6,4,12,0,9,2,1,0,0,1,0,0,3,1,0,2,9,1,12,2,1,5,0,6
5,1,0,2,0,4,1,3,3,0,4,0,7,1,0,4,4,0,0,2,1,2,1,13,1,0,1,1,2,4,1,5,0,0,2,0,1,3,1,2,0,1,3,1,2,0,2,2,1,3,0,5,0,1,2,3,4,1,4,0,1,2,0,0,10,3,1,0,4,3,1,2,1,0,0,1,0,3,3,2,9,0,2,2,0,2,1,6,1,1,0,2,1,2,1,5,0,0,1,2,6
2,0,0,0,1,2,1,5,0,0,1,0,10,1,0,4,3,3,5,2,0,0,1,18,1,0,1,1,1,3,1,1,3,0,0,0,0,1,0,1,0,0,4,5,0,0,0,0,4,2,0,6,2,1,0,2,3,1,1,1,0,0,0,4,1,2,0,0,2,0,0,2,2,1,0,1,1,0,0,0,3,3,4,2,0,0,3,5,4,2,0,1,0,3,3,0,2,0,0,0,6
4,0,0,1,1,3,1,2,1,1,3,2,1,1,0,3,0,0,2,4,2,2,0,3,2,2,0,0,3,1,0,2,0,4,10,0,0,4,0,3,0,1,9,0,1,0,0,0,0,8,0,2,5,2,2,4,1,0,4,0,1,0,3,0,9,0,4,1,1,0,2,0,1,2,0,0,2,6,3,11,0,10,0,3,0,1,0,0,0,2,2,0,0,6,1,2,0,2,0,1,6
0,1,1,2,1,1,1,11,0,1,2,0,10,1,1,3,7,0,1,2,4,1,0,6,1,2,0,3,2,1,2,1,0,1,0,0,0,1,1,2,1,0,20,3,0,0,2,0,2,3,0,8,2,1,0,7,2,1,1,2,5,0,1,2,12,2,1,1,4,2,1,0,1,1,2,1,4,1,1,4,1,0,3,5,1,1,1,8,5,2,0,2,0,8,2,1,1,0,4,1,6
4,0,2,0,1,0,1,8,0,2,2,2,2,1,2,2,1,2,2,5,2,3,0,9,2,1,1,1,5,3,1,0,0,0,4,4,2,1,0,1,1,2,6,1,4,5,1,2,0,3,0,1,3,1,0,4,1,0,2,0,0,0,3,3,4,1,0,0,0,1,1,1,0,0,0,0,2,2,2,3,1,3,3,3,0,0,2,0,1,3,3,1,0,4,0,1,2,5,0,5,6
1,1,0,0,0,0,0,5,4,1,1,2,0,0,4,2,1,0,0,2,1,0,1,3,3,0,0,3,1,2,4,0,2,5,10,0,1,7,3,5,1,1,11,3,0,1,1,5,3,4,3,2,8,3,0,3,2,0,3,0,0,0,3,1,2,1,3,8,1,2,0,1,0,0,1,0,9,13,2,12,0,12,0,4,1,1,1,1,0,4,3,1,1,4,1,3,5,0,1,1,6
6,3,0,0,4,4,3,8,1,2,1,1,0,0,3,5,3,1,0,3,2,0,2,2,1,3,3,0,1,10,1,2,0,4,6,2,3,3,1,0,0,0,3,2,3,2,0,0,2,10,8,0,7,1,0,1,0,0,2,0,1,0,1,1,5,1,1,4,2,1,1,2,2,2,2,1,1,8,2,6,0,5,2,1,2,4,1,0,1,2,3,1,1,7,0,6,0,2,3,3,6
2,0,1,3,2,2,1,4,1,2,0,2,2,1,0,1,3,0,1,0,1,1,0,12,6,0,5,1,1,2,2,0,0,1,2,0,1,2,2,4,2,2,1,6,1,0,2,1,4,0,1,6,1,1,1,3,3,0,10,0,2,1,2,1,3,6,1,2,2,0,3,0,3,1,2,2,1,1,3,1,2,0,3,7,0,1,0,8,4,4,1,1,4,3,2,1,3,0,0,1,6
8,0,1,1,2,3,3,3,0,2,1,0,12,1,1,3,7,0,1,2,0,1,4,7,0,0,2,0,1,8,2,2,0,1,2,2,1,2,0,3,1,2,4,4,1,3,0,0,1,3,0,2,1,4,2,5,3,0,5,0,1,0,2,1,4,0,0,1,0,1,0,0,2,1,1,0,0,3,0,2,4,1,9,2,0,0,0,6,2,1,0,1,0,7,1,5,1,0,0,1,6
1,0,0,1,2,3,0,2,1,2,0,0,12,0,0,3,4,4,3,2,0,2,1,15,1,0,4,2,2,3,0,5,1,0,0,0,0,1,0,0,1,1,1,8,0,0,1,1,0,0,2,4,0,3,1,4,5,0,1,2,2,0,0,0,7,1,1,0,5,1,3,0,4,0,1,1,0,0,2,2,5,1,0,2,0,0,1,9,4,1,0,0,1,0,0,1,1,0,1,0,6
4,1,0,0,0,1,0,1,4,0,0,0,2,0,1,1,2,0,1,0,0,1,2,9,2,1,2,0,1,2,0,1,0,0,1,0,1,2,2,1,0,0,7,3,0,1,0,1,0,5,0,2,0,1,0,6,0,0,2,0,2,1,0,1,8,0,4,2,0,3,2,0,1,0,1,0,1,2,1,0,0,3,0,5,1,1,2,1,2,0,0,1,0,0,1,1,0,0,0,3,6
3,3,1,0,1,1,2,2,3,1,1,0,3,0,2,2,4,0,2,1,2,3,4,8,3,4,0,1,3,2,2,0,0,3,2,1,2,1,1,2,2,2,1,2,1,1,1,2,0,7,2,2,0,2,0,0,1,1,1,1,1,2,5,3,2,0,3,1,2,4,2,0,1,0,0,0,5,2,5,3,1,6,1,5,1,1,2,0,2,0,2,2,0,1,0,2,0,1,2,2,6
1,0,0,0,0,5,2,3,0,0,0,0,15,1,0,0,8,2,1,0,0,0,1,8,1,0,6,2,1,3,0,1,0,0,2,0,0,0,0,3,0,0,8,3,0,1,1,0,1,0,0,2,2,0,0,7,3,0,0,0,0,0,0,1,7,3,0,0,0,5,0,0,0,0,1,0,0,0,1,0,3,0,3,2,0,3,1,6,3,2,0,2,0,0,2,1,0,0,0,0,6
0,0,0,0,0,4,1,2,1,2,0,1,4,0,0,1,7,4,2,0,2,3,0,10,0,5,6,1,1,1,4,3,1,0,0,1,1,0,1,0,0,1,12,8,0,1,0,2,1,1,1,5,1,1,0,6,11,0,2,0,0,0,0,3,2,1,2,1,2,4,1,1,0,1,0,0,2,2,2,1,1,0,3,8,2,0,0,2,1,5,0,3,0,1,3,0,3,0,1,0,6
4,0,0,1,0,5,0,5,1,1,0,0,7,1,1,1,5,2,5,1,4,0,1,7,3,2,5,1,2,3,0,3,1,0,2,0,4,1,1,1,0,0,7,2,0,1,0,0,0,1,0,5,5,3,0,4,1,1,3,0,0,1,0,3,25,3,0,2,2,1,0,0,0,0,0,0,3,3,1,1,7,5,7,2,0,2,0,3,1,2,2,0,0,5,0,1,1,3,2,0,6
3,0,2,0,0,0,1,0,1,0,0,1,5,1,0,1,13,0,0,2,1,0,3,4,0,0,3,0,0,1,2,0,0,0,1,2,0,2,0,2,0,2,3,6,1,0,0,0,3,5,0,6,0,1,0,3,4,0,2,0,0,0,1,2,9,3,1,1,0,1,0,0,0,0,1,0,2,0,0,1,2,1,1,5,0,0,2,0,3,10,1,1,2,0,0,0,2,0,0,0,6
2,1,1,1,1,2,1,1,0,1,0,0,7,2,0,1,8,2,5,0,3,1,0,9,1,2,6,2,0,1,1,2,0,1,0,0,1,0,1,2,0,0,2,5,1,1,0,2,1,2,2,7,0,3,0,9,5,1,2,0,1,1,1,1,6,1,1,2,3,3,2,1,0,0,0,0,0,1,1,0,7,0,6,4,0,1,1,8,2,8,1,2,1,0,2,0,2,2,0,0,6
5,0,0,2,1,5,0,1,1,2,1,0,4,1,1,2,9,0,1,0,0,1,1,11,1,1,5,0,2,5,2,1,0,2,2,0,0,1,1,3,0,0,1,2,1,2,1,1,1,7,0,5,1,1,1,8,0,0,2,0,2,0,0,1,6,1,2,1,1,6,0,1,3,1,1,0,0,2,1,2,3,1,1,5,2,0,2,2,2,5,0,2,1,1,1,1,1,0,0,0,6
4,1,0,1,2,4,1,3,0,1,2,0,15,1,1,1,7,0,1,1,1,1,0,6,0,1,7,0,1,2,0,6,0,0,0,0,0,0,1,4,0,1,12,6,1,0,0,1,2,6,1,7,0,2,0,3,10,1,3,0,0,0,2,0,8,0,0,0,0,0,0,0,1,4,1,1,2,2,3,0,4,2,4,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,6
0,1,0,2,1,3,0,6,0,0,0,0,3,0,0,0,8,0,2,0,0,1,5,7,0,1,7,2,1,4,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,3,5,0,0,0,1,0,2,0,3,1,0,0,3,2,0,1,1,1,0,0,0,0,0,0,4,0,0,2,0,0,4,3,3,3,0,0,2,1,2,2,1,0,0,0,6
1,0,0,3,0,2,0,2,1,0,1,0,11,2,0,2,5,0,0,1,1,1,1,16,0,1,5,0,0,6,0,2,1,3,1,0,2,2,1,2,2,0,6,2,0,0,1,0,0,2,0,10,1,2,2,7,8,0,1,1,0,0,2,1,6,1,2,1,0,0,0,2,2,1,0,3,0,3,1,2,9,3,6,1,2,0,2,0,1,2,0,1,3,5,1,3,0,3,1,1,6
1,0,0,1,1,2,0,5,3,0,0,3,0,1,1,3,0,0,4,8,1,0,0,1,1,0,0,0,2,5,2,0,2,2,6,4,4,5,4,0,3,0,0,0,1,1,1,0,0,2,4,1,1,1,1,2,0,1,3,1,0,0,0,0,1,1,1,3,0,1,1,2,0,1,2,1,2,5,0,4,1,6,0,2,1,0,1,0,0,1,2,0,0,4,3,4,1,1,2,3,6
1,0,0,1,1,4,1,0,1,1,0,0,5,0,1,1,12,2,0,0,0,1,0,5,1,2,1,2,3,1,0,0,0,0,0,1,0,1,0,1,0,2,2,4,0,1,0,0,5,1,0,4,0,2,1,6,6,0,0,0,1,0,0,2,0,6,1,2,3,1,0,4,2,0,1,0,1,1,3,0,0,1,5,8,1,0,0,1,4,4,1,0,0,0,1,0,0,0,1,0,6
3,0,0,1,0,2,1,3,0,0,2,1,8,0,0,2,10,0,1,2,4,1,1,10,3,3,4,4,0,4,3,4,0,0,0,0,0,0,0,8,1,0,1,5,0,1,2,0,0,0,1,4,2,1,0,2,2,0,5,0,0,0,0,1,1,4,4,1,0,4,1,2,0,0,1,0,2,0,1,1,2,1,2,4,1,0,1,4,3,1,0,0,0,1,2,0,1,0,0,1,6
2,0,0,3,0,3,1,2,0,0,0,0,7,1,1,1,7,3,0,0,0,1,0,7,1,0,0,0,0,3,0,1,0,1,0,2,0,1,0,2,1,0,5,7,0,1,0,0,2,0,1,2,0,3,0,7,2,0,1,0,0,0,0,1,4,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,5,0,1,5,3,0,0,3,4,3,0,0,1,0,3,1,3,0,0,0,6
7,1,0,0,2,2,2,1,1,1,2,0,1,1,0,2,0,0,2,4,2,0,4,3,1,0,0,1,0,2,1,0,2,9,9,0,1,7,4,0,0,1,3,3,1,3,1,2,1,5,5,1,7,0,1,2,1,1,3,1,0,4,3,2,5,1,4,4,0,0,2,1,1,3,2,0,0,3,0,8,3,8,2,2,5,2,0,0,1,4,3,2,0,8,1,8,0,1,0,1,6
