0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,target
6,3,7,2,5,1,13,9,11,1,7,2,6,8,4,6,4,6,5,5,6,1,2,11,5,14,1,4,1,4,7,3,3,7,17,3,4,0,4,4,6,11,5,56,2,3,8,3,11,5,8,0,2,3,3,4,9,2,7,4,1
9,7,7,5,6,10,7,9,3,7,11,6,6,6,8,10,15,19,8,5,9,6,14,11,6,13,2,9,8,2,6,17,15,2,20,10,8,2,4,10,7,16,15,25,5,5,5,11,9,5,18,8,4,4,4,2,6,6,8,7,1
8,0,7,3,2,6,6,7,7,7,11,6,8,2,7,3,10,7,8,5,0,2,5,1,3,10,5,6,11,6,3,3,4,12,16,3,6,1,9,14,7,13,6,17,6,5,6,11,6,4,16,1,2,3,5,2,5,4,11,4,1
5,1,6,1,3,1,7,26,4,5,5,5,5,7,4,2,6,1,2,4,5,0,0,1,0,7,2,2,3,3,1,1,2,20,9,0,2,0,5,6,3,10,3,72,2,6,6,2,1,5,8,4,0,3,7,3,1,4,12,0,1
8,0,9,9,7,4,12,7,5,15,8,9,10,17,8,4,5,5,16,8,8,6,3,5,7,13,5,6,1,6,1,4,8,10,8,7,3,5,5,3,9,15,2,25,5,5,9,10,13,13,5,8,9,6,8,4,9,8,10,16,1
1,2,5,0,2,1,10,9,4,0,4,3,0,6,3,3,3,5,9,2,7,0,0,2,3,13,2,5,1,2,9,2,7,10,6,7,3,1,4,3,4,8,3,43,1,2,8,1,6,7,9,3,5,5,3,1,5,6,10,3,1
5,3,9,6,3,4,7,6,8,8,9,4,11,8,7,16,5,7,3,6,10,6,5,5,11,8,8,5,4,6,6,6,0,7,19,2,4,2,12,17,3,13,4,13,5,4,3,5,10,3,17,4,0,5,5,9,5,9,15,2,1
3,0,7,3,4,4,8,8,1,7,10,4,9,8,4,3,6,2,3,2,3,1,5,5,3,4,5,3,5,1,4,7,1,9,16,3,4,0,5,9,4,9,2,40,1,1,5,3,2,3,20,4,5,5,6,4,8,6,13,0,1
7,3,6,0,10,5,4,20,6,6,12,4,17,6,8,7,5,1,4,3,3,4,3,3,0,10,1,7,7,5,6,0,4,12,4,3,16,1,3,39,3,9,2,58,2,6,5,1,11,5,12,2,3,4,3,3,7,1,10,3,1
2,0,10,4,0,1,7,6,2,1,6,1,3,7,2,2,6,7,0,3,2,0,1,3,1,4,1,5,4,1,6,1,3,5,6,2,0,0,1,3,1,11,2,73,2,2,2,1,4,2,8,3,0,6,7,2,2,5,9,0,1
7,1,7,0,7,7,9,10,6,4,3,7,6,10,3,6,7,3,10,4,5,2,3,3,6,4,2,10,7,2,8,4,9,4,14,5,10,3,5,14,11,15,5,45,4,7,11,8,7,11,18,6,5,8,7,4,11,3,19,2,1
3,1,18,0,3,1,5,29,1,1,6,8,6,5,8,0,4,0,4,6,3,0,0,5,1,9,5,3,1,1,1,3,7,13,7,0,3,0,3,7,5,5,3,136,0,4,4,5,5,9,7,7,5,1,8,4,1,18,12,2,1
7,3,5,5,4,5,8,10,6,5,3,8,9,6,10,11,5,10,10,6,5,1,4,9,2,9,4,5,7,5,2,2,5,13,7,4,4,3,6,4,6,12,2,23,4,3,10,8,9,9,6,3,3,2,1,2,8,2,4,3,1
7,0,11,7,5,10,7,15,7,7,4,9,6,4,12,8,6,3,10,6,1,6,5,8,10,8,10,4,2,5,7,11,10,16,17,3,4,1,5,7,12,10,7,16,1,5,9,11,10,11,17,3,6,3,15,3,8,4,14,1,1
4,9,11,5,6,10,11,6,21,11,5,17,8,11,11,6,8,11,15,8,6,7,6,9,8,14,10,4,10,9,11,8,4,9,7,11,10,7,10,16,13,13,11,8,4,6,6,7,7,20,8,3,9,2,6,7,7,12,10,9,1
4,1,7,9,8,4,13,6,6,6,3,7,7,8,12,2,6,6,18,4,5,8,7,10,2,11,2,3,3,13,11,6,4,5,12,11,7,5,7,3,16,10,4,3,10,8,9,24,2,15,2,4,10,2,3,10,15,7,9,14,1
8,0,8,1,1,0,7,11,1,5,10,8,5,7,5,4,3,2,7,3,5,1,1,5,1,14,1,5,1,3,2,4,2,9,12,3,1,1,2,8,2,5,6,71,1,6,7,3,3,7,7,2,7,1,12,4,5,5,5,3,1
11,1,10,9,2,0,8,17,7,4,5,10,4,3,7,6,7,2,16,10,6,2,5,11,4,7,2,3,2,6,5,4,10,9,17,5,2,2,8,7,12,13,2,3,2,8,6,11,6,14,9,9,7,1,7,7,13,6,13,4,1
1,1,7,7,6,5,4,25,5,6,11,7,5,8,4,6,5,4,6,3,3,0,6,7,3,13,4,3,5,7,3,7,11,14,9,4,6,0,4,10,7,3,8,64,3,4,5,3,17,10,10,1,6,2,4,1,5,9,7,1,1
8,1,9,2,3,7,8,18,2,4,8,4,7,2,8,4,7,6,11,5,5,5,4,7,3,9,4,8,5,7,3,4,1,6,9,1,6,0,3,6,9,3,8,39,4,7,4,6,7,6,7,0,7,6,4,6,12,1,10,3,1
7,0,13,2,3,3,6,15,4,6,7,10,11,6,9,8,6,2,22,5,4,3,7,18,4,8,10,5,6,13,11,3,4,11,14,10,3,1,8,10,12,18,6,26,2,6,7,7,9,13,13,3,12,3,8,4,13,11,6,4,1
3,1,3,9,12,11,5,8,3,14,11,9,6,11,9,5,3,5,13,6,5,8,4,13,9,16,7,7,5,14,3,5,3,5,9,6,3,1,8,5,19,9,4,8,10,7,5,18,10,7,11,5,12,1,3,7,13,5,11,16,1
5,2,13,6,11,9,9,17,6,11,7,14,10,8,13,12,13,11,10,7,7,5,3,8,8,14,5,8,7,9,6,10,5,6,6,11,9,7,5,6,12,8,6,21,5,2,9,7,6,16,11,3,8,6,5,2,13,8,13,8,1
7,2,11,7,2,9,9,13,10,6,12,5,10,1,9,3,5,0,11,5,4,2,4,6,4,13,6,3,10,6,5,12,2,7,9,2,26,3,9,14,9,6,3,9,4,8,3,10,12,8,11,3,6,2,0,3,7,3,13,5,1
7,0,6,3,8,4,14,10,8,1,10,11,10,7,4,9,11,7,9,8,4,1,10,7,1,17,8,6,7,5,7,4,14,7,12,4,4,2,6,8,6,15,7,11,2,9,7,8,8,16,3,4,5,3,5,7,4,4,15,5,1
8,1,12,8,2,7,12,22,5,9,7,6,7,7,8,14,13,5,6,4,7,6,4,6,3,8,3,8,4,5,11,7,6,11,14,5,3,4,2,5,11,5,15,32,3,5,11,7,8,7,15,4,5,2,4,7,6,5,8,7,1
2,0,6,3,5,5,14,10,7,12,12,12,12,3,9,3,8,6,16,8,2,1,4,15,7,12,6,5,9,7,9,4,4,3,10,5,2,5,12,4,11,12,6,13,1,3,10,7,10,15,10,3,7,6,5,5,8,4,17,9,1
5,1,7,5,9,4,8,12,9,12,10,6,9,7,11,3,7,9,7,3,8,7,5,10,6,13,8,8,12,5,14,13,5,10,6,19,22,1,13,6,10,13,17,14,3,8,6,6,11,13,9,3,5,2,4,3,12,1,12,8,1
8,10,16,4,3,6,8,15,4,3,7,7,5,3,11,9,10,6,13,4,7,2,7,8,10,10,8,2,5,5,4,9,5,13,6,5,3,1,2,2,7,13,9,12,1,8,6,7,3,10,10,5,9,5,10,4,9,17,14,6,1
13,3,12,5,11,5,6,12,9,16,6,17,9,12,14,7,11,4,21,3,11,5,7,19,12,15,10,11,11,9,15,10,6,9,10,11,6,5,7,9,18,17,8,12,2,2,14,8,6,15,12,5,12,10,5,5,10,9,14,11,1
7,5,5,7,5,2,4,5,17,5,8,10,8,7,14,5,2,16,13,7,5,2,10,15,3,13,5,5,18,5,13,11,27,5,9,4,11,4,7,12,10,33,11,8,3,4,1,9,9,15,6,5,8,8,6,7,8,10,4,7,1
4,1,13,4,6,8,4,9,7,4,10,11,13,7,13,5,11,4,14,6,7,3,3,3,8,15,9,6,7,10,8,7,2,10,11,8,5,6,6,6,8,4,8,8,3,10,10,11,6,9,11,4,7,1,10,4,15,6,8,12,1
18,1,13,10,5,12,15,17,6,11,3,13,5,15,15,16,10,8,14,7,2,8,0,15,15,22,12,8,8,14,9,10,5,23,14,3,18,3,5,13,14,18,6,23,2,10,14,10,8,21,10,7,8,4,5,5,8,10,19,8,1
4,0,9,4,5,8,8,3,6,10,8,3,5,6,10,13,17,4,7,8,8,5,4,6,7,14,6,7,5,5,11,6,9,9,14,11,3,5,7,9,7,17,1,5,30,3,10,12,8,9,16,3,5,8,8,8,12,6,16,3,1
1,2,5,0,7,2,14,6,8,7,6,5,4,4,4,4,6,9,13,4,6,1,4,8,5,2,3,5,4,0,5,5,5,8,2,5,2,2,10,7,8,4,3,20,9,1,7,2,4,8,1,1,1,8,4,3,5,10,10,3,1
15,16,14,6,14,4,12,6,8,7,12,9,8,13,17,17,16,9,11,11,6,2,10,7,11,13,9,4,4,3,11,10,6,16,15,11,2,7,5,7,7,28,34,13,7,11,15,5,15,20,16,10,5,3,6,10,5,13,17,1,1
3,5,1,7,9,1,6,7,3,4,2,3,2,2,7,11,3,6,10,5,5,3,7,13,4,8,1,5,8,1,8,13,13,7,3,6,3,9,4,6,15,9,9,13,9,0,10,5,3,7,5,4,2,10,2,3,9,6,13,3,1
5,2,7,11,5,4,5,6,6,5,13,0,5,6,7,14,5,7,10,6,4,4,3,15,6,6,4,9,8,5,20,10,6,12,10,9,4,7,1,9,4,16,3,1,5,4,13,5,5,9,3,3,2,6,4,2,3,8,11,0,1
3,0,8,8,7,2,8,9,3,2,16,4,6,5,5,2,3,1,7,5,0,1,1,3,2,5,5,6,1,2,7,1,3,14,8,5,1,1,4,5,7,24,1,16,1,9,9,4,8,11,8,6,3,6,10,9,3,6,14,2,1
5,2,7,5,4,3,7,12,3,7,14,8,9,6,2,11,5,6,6,9,5,0,0,5,4,8,5,8,5,2,5,5,0,7,11,4,1,1,5,13,4,18,1,89,1,6,9,3,4,3,8,3,3,4,8,11,3,7,10,1,1
7,2,7,6,6,2,2,9,4,2,4,8,3,5,8,7,10,4,14,8,4,1,2,4,4,8,3,2,4,2,14,6,2,12,21,5,4,4,5,1,2,30,5,21,2,4,8,2,1,10,14,3,4,2,4,7,0,10,12,3,1
3,4,8,4,8,7,4,4,8,6,8,4,9,6,13,4,5,10,23,6,8,6,5,10,6,6,4,9,4,6,21,11,14,7,12,16,4,4,8,10,9,18,11,23,6,6,7,7,2,10,12,7,7,11,10,4,12,5,13,8,1
0,0,25,4,3,1,14,31,1,2,1,4,8,2,4,4,8,1,0,10,5,0,0,4,4,7,2,5,0,3,0,3,4,33,10,5,0,2,2,0,0,17,2,99,1,9,15,1,2,12,4,10,1,3,15,12,0,16,10,0,1
9,12,2,9,7,6,4,7,10,9,13,7,5,6,11,6,6,11,12,8,5,5,6,16,14,11,6,9,25,1,18,6,12,14,22,6,12,6,7,37,7,20,12,21,8,4,9,1,9,6,14,6,4,7,5,10,6,12,14,8,1
3,0,16,3,8,4,4,14,4,4,11,4,16,8,3,5,4,4,5,15,5,1,1,4,2,5,3,4,3,2,3,2,4,20,17,5,4,8,3,6,5,12,4,42,0,6,14,1,5,5,13,6,3,4,6,8,3,19,10,0,1
9,0,5,2,3,1,5,23,2,9,14,7,9,5,5,4,3,1,4,6,4,1,1,5,1,17,0,6,1,1,5,1,2,12,13,3,3,3,8,4,4,17,1,53,1,2,8,2,3,6,9,8,5,2,5,4,2,9,13,1,1
7,3,14,5,6,10,7,10,8,4,11,10,7,5,12,11,6,7,13,11,4,2,6,9,7,6,11,7,4,2,15,11,6,15,17,12,12,8,3,6,13,17,5,10,6,5,11,4,9,18,8,16,7,7,12,9,8,19,16,6,1
5,1,14,5,9,3,3,4,8,4,9,4,2,5,15,6,6,8,10,5,4,5,2,4,4,6,4,9,6,1,9,9,6,9,29,5,9,8,5,11,11,16,10,12,2,9,4,4,3,10,9,8,7,1,6,10,7,13,12,3,1
2,1,10,1,4,5,5,35,7,9,7,6,13,6,7,8,3,4,8,5,2,1,3,4,4,12,0,8,6,3,2,10,1,24,5,4,8,2,5,8,6,10,1,60,2,5,13,2,2,9,9,6,5,3,8,3,0,9,11,3,1
5,0,12,1,0,6,6,20,4,3,9,6,12,7,4,5,8,3,3,11,3,3,0,7,2,14,1,7,3,2,11,2,11,18,10,6,3,5,7,2,5,28,5,27,4,6,11,4,6,7,9,8,1,8,3,6,6,15,10,3,1
10,6,7,4,4,8,9,8,6,7,16,3,16,12,9,10,10,5,12,8,3,5,1,6,15,11,7,9,5,4,14,7,0,4,15,5,5,4,9,12,13,13,9,20,2,5,8,5,5,8,10,11,4,3,4,5,5,8,17,2,1
5,11,7,2,4,5,14,6,12,8,7,2,8,9,8,9,2,11,7,7,3,1,7,9,8,10,2,7,17,8,6,12,2,6,14,7,5,10,3,5,9,15,23,8,4,4,5,17,9,12,10,8,4,10,3,7,6,6,11,9,1
9,3,11,2,5,3,3,22,10,6,11,6,4,6,12,13,5,3,7,3,3,2,1,6,5,9,3,5,2,0,8,2,7,14,14,7,11,3,9,11,5,15,2,33,2,7,9,0,3,7,12,7,2,4,3,7,4,5,5,2,1
4,5,11,3,6,1,3,8,5,6,9,1,7,9,5,6,7,12,8,11,7,3,2,7,1,6,2,8,7,4,9,9,20,12,15,7,10,6,6,5,6,34,7,25,3,4,10,5,4,8,3,5,1,5,9,11,4,8,11,2,1
5,0,11,2,3,1,10,47,4,3,3,4,7,2,5,2,6,1,3,5,2,1,0,4,2,6,1,5,1,0,1,6,0,19,14,3,1,2,1,5,3,9,1,123,0,8,13,0,4,13,4,3,3,4,3,1,1,11,14,1,1
4,1,9,10,6,3,6,10,5,5,8,5,8,6,6,5,3,4,5,5,7,3,6,10,9,14,4,10,2,4,11,7,16,7,13,7,10,6,8,8,13,13,5,21,4,2,6,6,9,10,6,10,5,6,1,6,7,10,9,5,1
8,0,17,2,3,4,7,18,5,5,6,2,8,11,6,8,3,4,6,10,0,1,4,3,6,14,3,6,3,3,7,7,5,21,17,1,6,6,7,4,9,10,1,17,2,4,8,4,3,12,15,3,3,2,6,6,4,7,14,2,1
6,1,6,3,11,6,7,12,9,6,7,3,12,12,14,15,8,7,9,3,13,6,5,2,6,8,4,12,9,2,13,6,12,7,20,6,2,3,3,8,11,18,6,13,2,6,8,5,7,9,8,8,1,12,10,4,10,11,8,1,1
2,2,7,1,3,0,6,7,5,10,12,5,5,9,9,4,6,11,4,10,3,3,3,7,11,6,12,3,3,5,6,13,7,11,20,4,2,13,4,16,5,22,15,10,2,3,8,1,5,4,15,5,1,2,6,2,4,10,8,5,1
12,2,12,2,6,2,9,13,7,8,14,6,5,5,9,10,5,6,15,7,5,2,1,2,4,10,3,5,7,2,8,5,4,16,12,8,20,7,3,6,8,10,4,41,2,6,7,1,10,12,18,7,6,8,4,5,6,10,13,2,1
8,1,9,5,0,10,6,5,3,9,14,8,9,10,4,7,6,14,5,5,11,1,6,4,6,10,9,3,5,7,10,3,9,11,23,3,3,7,7,9,14,20,6,18,3,5,7,4,8,7,14,11,5,7,7,9,14,8,4,1,1
13,9,9,3,5,8,8,18,3,3,18,2,16,3,9,12,7,5,5,6,4,1,0,3,2,16,1,7,7,4,13,2,10,15,11,5,15,4,2,22,8,9,8,36,0,4,9,3,4,9,11,5,2,4,3,2,4,15,9,1,1
13,0,12,5,6,2,6,16,2,3,6,6,6,8,10,7,4,2,10,11,4,1,2,2,16,9,13,8,6,5,15,1,10,10,18,3,4,6,8,7,8,22,4,36,0,5,8,1,4,6,14,8,7,8,5,4,6,11,13,2,1
9,0,6,3,5,5,5,7,6,7,12,4,13,3,7,4,6,3,6,8,2,1,1,4,2,11,3,2,5,2,7,6,5,13,14,3,1,12,1,4,5,10,3,17,0,6,11,4,5,10,8,7,1,1,13,6,6,4,14,4,1
5,10,11,8,9,13,8,9,13,12,2,7,8,4,7,7,10,13,17,9,19,16,11,22,5,9,4,16,3,3,15,8,15,17,17,16,14,12,10,6,19,21,6,10,12,7,14,7,4,12,7,8,5,11,10,5,12,9,13,8,1
6,23,6,7,5,0,2,9,14,5,5,2,4,0,7,4,3,10,8,1,2,2,1,18,4,5,3,4,3,3,15,5,3,6,7,3,4,11,6,5,10,23,113,14,3,5,8,8,4,14,3,5,0,10,4,2,6,8,9,1,1
7,3,5,9,9,6,12,7,5,10,11,1,7,14,13,6,6,7,12,8,10,6,7,5,8,7,8,7,9,6,10,16,5,7,6,7,9,16,12,3,10,9,3,17,7,2,15,3,5,7,13,7,2,8,6,4,8,6,9,8,1
3,0,7,1,5,4,12,9,4,9,10,5,10,7,10,7,13,3,13,2,8,2,4,4,6,14,2,14,2,5,8,10,4,17,16,5,7,9,11,4,9,20,0,11,0,9,8,4,8,10,13,7,5,7,5,11,4,10,10,3,1
2,0,14,4,7,7,8,25,4,8,8,3,11,13,7,7,1,9,11,5,6,2,2,2,5,8,8,2,5,3,8,10,11,25,7,7,4,8,9,2,4,11,2,56,3,5,15,1,6,10,9,4,9,5,12,5,7,9,11,5,1
1,9,4,2,4,1,4,21,10,2,2,6,5,0,2,3,6,8,8,4,1,0,1,5,2,8,0,3,8,2,4,6,3,11,14,3,3,2,2,3,6,10,33,74,0,5,5,2,6,8,9,3,2,4,5,3,6,8,7,1,1
0,42,6,8,3,1,4,10,22,3,4,4,7,1,4,4,6,10,5,11,6,4,6,11,5,4,2,7,17,0,10,9,9,8,8,5,8,2,1,4,5,17,34,8,3,1,10,7,4,4,10,2,4,7,8,4,10,3,18,0,1
5,4,9,3,10,4,8,5,9,4,5,3,4,7,15,4,3,1,8,3,6,3,4,4,6,10,9,9,2,7,4,7,3,13,14,7,12,7,5,5,9,14,1,10,2,3,14,1,3,8,10,4,5,5,4,3,12,6,9,3,1
5,2,6,14,2,3,6,10,20,5,7,6,9,8,9,7,1,11,16,6,11,2,4,6,4,11,5,6,5,7,7,9,6,12,11,7,3,9,10,6,9,14,5,11,8,2,7,6,16,17,5,4,7,3,5,6,7,5,8,4,1
8,3,13,18,8,2,7,6,7,10,6,5,7,4,11,7,7,8,11,4,6,2,3,3,7,10,4,9,6,5,9,3,19,12,16,3,3,3,9,2,8,20,8,15,1,6,10,0,3,13,15,8,8,12,7,9,6,7,16,2,1
7,4,6,5,6,1,2,2,4,7,5,2,11,1,5,7,10,4,10,5,0,5,2,1,4,6,4,4,4,1,6,7,7,12,10,1,1,13,1,3,6,12,4,54,4,4,5,3,1,8,1,6,1,4,6,5,3,10,15,3,1
5,0,8,4,3,8,11,7,5,3,16,6,11,8,6,4,4,6,10,1,6,0,0,3,6,14,0,6,3,4,4,2,3,12,12,5,6,5,8,8,9,10,5,39,2,4,7,4,5,9,8,4,2,3,6,3,8,9,12,4,1
4,6,7,6,8,5,7,9,13,14,5,9,4,17,14,8,5,5,12,3,9,5,6,6,11,9,7,11,3,6,9,6,5,9,12,9,8,5,5,6,5,11,14,6,5,5,6,9,11,9,15,3,5,8,9,7,7,4,11,9,1
3,0,5,1,4,1,4,24,0,4,10,8,5,9,3,5,4,6,7,6,3,0,4,2,7,10,3,4,2,2,3,4,1,10,6,3,4,4,6,3,3,18,1,77,1,4,9,1,3,11,14,2,3,6,8,0,2,2,9,3,1
9,0,9,8,6,6,12,17,7,8,14,12,10,5,14,11,0,1,11,8,2,4,7,0,12,15,5,4,2,5,8,14,3,18,11,5,28,13,11,9,10,10,1,24,3,11,10,9,13,14,23,8,13,4,6,9,9,13,20,6,1
8,1,9,6,8,6,8,14,5,7,13,5,8,7,7,6,9,7,6,8,4,1,1,3,6,14,6,10,2,5,2,6,4,8,5,2,3,5,4,0,2,17,3,26,1,8,5,1,3,13,12,8,4,6,12,8,1,11,8,1,1
9,3,3,3,4,2,10,5,11,5,8,4,4,2,2,8,8,2,11,10,2,1,4,8,13,8,3,8,8,6,8,7,3,9,17,3,6,14,9,6,3,6,0,9,2,2,8,11,2,7,10,6,1,6,5,7,4,11,13,7,1
4,3,5,3,3,5,9,5,7,2,9,0,2,6,4,8,4,2,7,6,5,0,2,5,1,9,1,5,1,4,4,8,4,5,8,6,13,1,3,1,2,13,7,18,3,4,4,0,5,3,10,3,3,2,4,4,4,1,8,3,2
5,1,3,5,3,2,5,8,6,3,6,4,4,2,1,3,3,6,7,1,4,1,2,3,2,11,1,0,8,4,4,2,5,9,6,6,5,7,1,3,5,7,14,1,3,8,10,3,5,6,11,1,2,0,5,2,2,2,8,4,2
6,3,6,1,1,1,4,5,3,6,6,4,5,7,2,5,1,6,7,4,2,0,1,3,2,3,0,4,3,0,5,8,4,7,25,2,4,0,1,7,2,8,6,7,1,4,10,3,10,8,11,2,3,2,5,5,0,3,11,0,2
3,0,2,3,2,6,4,9,5,3,7,1,5,4,1,4,2,1,6,1,0,2,3,3,2,7,0,4,2,3,4,3,2,6,4,7,2,2,5,5,6,12,6,6,3,0,7,2,5,4,9,5,3,0,6,6,3,3,2,3,2
8,0,1,4,3,2,5,9,5,3,6,2,4,6,8,5,3,3,7,4,4,0,4,5,5,12,4,2,1,2,4,8,7,10,10,6,9,3,1,4,1,14,4,4,3,8,5,3,4,6,8,2,4,3,3,1,4,6,7,1,2
4,4,2,2,5,4,9,9,5,5,9,2,6,6,3,8,3,6,5,2,6,6,5,7,5,12,5,3,5,4,10,9,3,3,7,10,12,4,4,5,9,7,6,5,6,7,8,5,5,4,12,1,3,5,3,2,5,2,9,5,2
6,2,4,13,8,1,5,3,2,1,2,0,5,3,2,7,3,3,7,2,2,0,3,2,3,6,3,3,4,0,3,5,4,4,9,3,2,3,6,2,4,9,5,12,2,5,4,1,1,4,15,2,1,3,2,1,5,4,8,0,2
6,0,5,4,3,3,5,6,5,3,9,2,11,1,4,9,4,4,7,2,5,2,1,2,4,5,2,3,3,2,2,2,0,8,9,5,5,2,3,2,4,16,2,11,3,5,8,0,11,4,10,5,2,1,4,5,3,11,3,3,2
0,0,3,3,0,2,5,11,0,1,7,2,3,4,3,4,4,1,3,7,1,1,1,5,0,4,2,4,2,1,4,2,2,7,10,9,1,1,3,3,1,4,3,10,0,4,6,2,2,2,6,4,2,2,6,8,3,3,4,3,2
5,0,5,1,4,2,8,6,2,4,8,1,6,2,2,5,2,2,3,2,4,2,0,4,4,6,1,3,0,1,2,0,3,9,11,5,3,1,1,7,5,13,3,8,1,3,3,0,6,3,10,2,1,5,4,4,7,9,9,1,2
3,0,5,6,0,2,7,8,0,3,9,4,6,2,1,1,5,0,5,1,4,0,0,2,1,9,3,2,0,1,2,4,1,10,10,2,0,4,3,1,2,15,2,12,1,5,2,1,9,3,10,2,4,2,4,3,2,4,5,3,2
4,5,6,7,5,2,4,4,7,2,5,3,9,6,5,0,5,4,5,1,5,4,8,6,3,13,1,0,1,3,4,6,1,4,7,9,5,6,2,3,5,3,5,13,6,2,7,8,5,6,8,5,1,1,0,2,7,1,3,11,2
4,0,5,8,3,5,7,5,2,2,6,1,6,7,3,2,6,3,3,5,2,2,1,7,0,11,2,3,4,6,3,2,0,8,13,7,9,6,1,7,4,8,3,5,1,3,7,2,6,2,9,3,2,1,5,0,3,11,6,2,2
10,0,3,6,4,1,10,13,1,5,9,2,8,3,6,5,8,1,6,8,4,0,2,0,4,5,0,4,0,2,2,4,2,7,7,1,1,1,7,3,4,1,0,9,0,11,6,0,9,7,8,7,7,2,2,4,4,5,15,1,2
4,0,4,8,3,2,7,11,4,4,7,5,5,6,2,9,10,4,7,2,1,1,2,6,2,6,1,5,1,1,1,8,8,7,19,2,5,4,2,4,6,3,0,6,1,9,4,3,11,3,7,1,1,1,4,9,3,9,6,3,2
7,0,4,4,1,4,2,2,6,7,7,5,9,6,4,3,2,1,10,4,2,0,2,4,1,11,1,2,2,0,3,5,0,4,22,2,8,2,2,9,1,1,1,13,2,4,14,5,11,10,10,7,2,3,7,6,4,4,7,2,2
3,0,6,5,3,7,5,6,5,1,5,2,5,3,3,6,2,4,5,1,5,1,4,4,1,15,1,4,5,1,5,3,3,8,8,5,8,4,5,8,6,2,4,13,3,4,4,2,4,8,6,4,4,0,2,1,7,2,2,8,2
4,0,2,5,1,2,11,15,1,2,8,4,2,3,4,8,7,1,4,3,4,2,1,3,0,13,1,1,1,1,4,1,1,15,5,6,1,4,2,1,3,9,2,8,0,5,8,0,8,4,8,1,2,1,4,1,5,4,3,2,2
4,0,2,12,0,5,8,10,1,3,4,1,5,3,5,4,4,4,7,2,8,0,1,6,0,13,2,3,0,2,3,2,4,10,5,14,2,5,4,1,3,16,4,7,1,9,5,3,7,5,9,1,2,0,3,7,1,7,7,0,2
0,7,2,4,4,1,7,6,7,3,8,2,6,5,2,6,3,1,2,1,4,3,2,2,4,12,5,3,2,6,2,2,2,2,2,2,7,8,3,4,5,2,6,8,6,3,6,7,9,5,7,3,3,0,2,3,5,2,3,6,2
10,1,1,9,7,4,5,3,5,4,6,4,4,5,7,12,4,4,11,2,6,5,5,1,5,5,6,8,6,6,8,12,1,5,12,9,6,3,1,10,13,2,3,6,8,4,7,10,3,5,8,7,2,6,0,3,11,4,10,9,2
3,0,8,2,1,1,6,15,2,3,6,3,3,0,5,6,5,7,4,3,6,2,3,4,0,8,1,5,6,2,5,1,6,8,8,3,1,2,3,2,6,9,4,21,0,4,7,5,6,3,7,3,0,3,5,1,1,2,7,4,2
5,3,4,3,6,1,7,11,7,8,7,5,6,3,3,4,1,6,6,1,3,5,6,5,4,18,1,6,6,6,5,3,7,9,10,3,3,6,5,5,5,11,6,7,2,6,5,3,2,9,8,2,4,7,5,1,5,3,9,3,2
2,0,6,3,2,3,4,1,3,7,8,6,2,6,5,6,5,6,8,6,5,5,9,6,7,13,6,3,5,4,7,6,4,3,7,8,5,22,6,2,7,10,0,6,5,2,9,6,3,4,5,5,5,4,7,4,5,6,12,3,2
2,1,2,7,4,4,7,5,5,4,8,3,5,5,7,3,6,2,8,7,10,2,3,9,0,11,4,5,3,2,11,0,6,5,10,6,2,1,8,3,7,4,0,13,1,1,10,1,5,4,10,3,4,5,4,2,6,3,1,0,2
3,1,8,3,2,1,6,11,0,3,6,2,5,4,5,6,5,5,3,1,8,0,3,3,0,11,4,9,2,0,4,1,7,6,12,5,0,3,3,1,4,7,1,24,2,3,6,1,6,4,12,1,6,0,7,1,1,9,11,1,2
4,3,2,1,1,2,9,4,1,4,3,4,5,3,2,4,2,4,3,5,2,4,4,0,6,10,5,2,4,5,7,3,4,11,8,3,1,3,3,2,5,6,3,3,2,3,4,2,7,1,12,2,2,3,5,3,6,3,7,0,2
5,0,2,2,6,2,4,7,3,2,5,5,4,2,3,5,4,9,6,2,3,2,3,2,3,8,3,9,5,3,6,3,2,7,8,5,1,1,6,4,12,7,2,13,2,5,8,2,4,3,8,4,8,3,5,6,5,2,11,1,2
4,3,9,4,3,1,4,6,3,4,10,2,7,7,3,4,4,7,3,3,8,1,4,7,5,8,3,11,2,5,6,3,1,4,5,5,1,3,5,0,3,11,5,8,0,2,8,0,2,4,8,5,1,4,5,3,2,4,8,4,2
7,3,1,7,1,3,3,2,2,5,10,5,6,4,9,7,2,4,8,2,6,2,5,4,0,12,1,7,4,5,13,2,12,8,3,5,5,2,6,5,11,11,4,20,2,4,7,1,5,4,9,2,3,4,2,3,7,3,7,3,2
5,2,3,2,2,1,9,6,1,7,11,3,10,8,2,1,4,11,0,3,6,1,0,4,6,7,7,4,6,7,5,5,5,3,4,6,3,1,9,2,4,12,9,6,6,7,7,2,6,2,6,4,4,8,3,2,5,5,3,4,2
4,0,2,6,1,7,6,1,1,6,5,2,4,4,6,3,0,7,3,4,5,5,3,3,3,11,2,5,3,3,8,3,2,6,6,7,5,4,2,7,4,4,0,5,2,4,4,2,3,2,3,6,4,5,4,1,3,0,8,1,2
