0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,target
1,0,9,4,3,4,4,8,3,6,4,3,18,5,12,7,6,5,3,6,1,11,19,3,3,2,8,5,5,14,2,2,0,2,1,6,5,3,4,3,1,0,6,4,9,1,3,2,4,4,3,8,0,6,1,6,17,2,1,5,0,6,11,3,8,4,3,0,1,3,10,8,4,8,4,8,3,2,3,3,0
10,22,22,27,11,46,94,10,11,33,12,7,30,21,15,20,35,23,20,35,27,29,30,17,35,14,41,33,28,57,36,7,45,14,6,18,22,25,30,22,49,24,23,20,26,16,18,29,23,30,18,22,13,33,22,11,28,13,9,51,16,15,18,36,25,77,14,16,19,23,12,25,241,40,23,35,64,39,133,23,0
1,1,1,0,1,0,3,2,1,1,2,0,1,0,4,2,0,0,0,2,0,0,2,0,5,0,0,0,2,0,1,1,1,1,0,0,0,2,1,0,1,0,2,0,2,0,2,4,1,1,0,3,0,1,0,0,4,3,0,1,1,0,2,0,0,0,2,0,0,1,0,1,1,7,3,4,0,2,1,1,0
2,0,2,1,1,0,0,0,1,2,0,0,0,3,1,0,0,0,0,1,2,1,3,1,0,0,0,12,0,0,2,3,0,4,0,1,3,1,3,1,3,5,0,4,0,2,6,0,1,1,2,1,2,3,1,1,2,0,7,0,0,2,1,0,3,0,1,2,1,1,5,1,0,1,0,1,3,3,0,1,0
2,26,2,5,10,20,22,17,7,29,6,7,5,11,8,6,3,4,17,7,8,2,4,3,2,11,7,5,0,5,10,13,23,4,27,10,5,25,11,14,27,8,3,7,7,3,4,7,16,7,10,11,22,4,2,14,11,3,14,24,14,8,15,17,3,5,14,1,9,24,0,19,5,4,0,3,13,4,16,43,0
0,0,1,0,0,2,1,4,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,1,2,0,5,0,1,20,3,0,0,1,1,0,2,3,0,0,2,0,0,1,0,6,0,0,0,0,0,0,1,2,0,2,3,0,1,0,0,0,18,0,1,0,8,11,0,11,0,0,1,0,0,1,4,0
2,2,1,0,0,3,1,4,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,3,0,0,2,36,3,1,0,1,3,2,2,4,0,2,0,1,0,6,0,2,1,1,4,0,1,0,0,2,0,1,2,0,0,1,1,2,3,0,4,0,3,0,4,9,0,0,1,1,0,3,1,0
4,2,6,3,2,7,5,4,3,3,6,3,14,4,6,5,4,3,0,18,4,3,11,1,7,1,14,0,7,5,3,2,2,5,0,5,0,2,6,0,0,1,1,1,3,2,2,10,6,14,4,10,0,0,2,1,21,2,4,9,0,1,5,16,7,0,3,5,0,1,1,9,4,8,10,10,4,1,9,2,0
0,2,21,1,0,9,2,8,0,12,0,1,2,0,0,4,12,7,2,3,5,2,0,0,1,1,4,1,2,19,1,2,25,5,0,1,3,2,0,1,1,0,1,4,1,0,2,1,25,2,1,1,0,2,0,0,6,0,3,5,1,1,0,2,0,10,1,0,1,6,9,8,17,0,0,2,7,5,3,2,0
1,1,6,1,0,1,3,0,1,2,6,0,9,1,1,2,1,0,0,1,1,2,5,3,5,1,5,0,6,0,3,4,2,2,0,2,2,3,5,2,5,0,5,1,0,1,3,3,0,8,1,2,0,6,0,4,5,3,1,2,0,0,1,7,0,0,1,0,0,0,0,3,0,4,3,1,1,2,2,2,0
1,4,2,0,0,0,1,1,0,0,2,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1,0,2,1,0,6,1,0,0,1,0,1,2,3,0,0,1,0,3,2,4,0,4,0,1,2,0,5,0,1,0,1,8,0,0,2,0,0,1,3,1,6,0,1,0,2,1,1,0,0,1,3,2,7,0
1,0,2,3,1,4,8,0,1,1,5,1,1,2,3,4,1,1,0,1,0,0,4,4,2,0,2,0,0,2,1,4,0,2,0,2,2,7,3,1,0,1,2,0,2,0,3,1,8,3,2,1,0,2,1,1,3,2,4,0,0,0,4,1,1,1,0,1,0,1,0,0,0,4,1,3,0,6,1,1,0
2,0,2,2,2,5,0,4,1,2,2,0,3,4,4,2,0,0,0,0,5,2,2,1,0,0,2,3,1,0,0,2,0,2,0,4,1,3,1,1,0,2,1,0,2,2,3,3,2,1,0,0,7,5,8,1,0,0,2,4,2,1,3,1,5,1,2,0,0,1,1,1,1,2,0,1,2,9,1,0,0
5,2,2,4,4,4,2,3,2,1,6,3,4,7,1,2,5,4,3,2,4,1,4,1,3,7,2,4,5,4,8,8,1,11,2,4,2,5,5,1,2,6,4,2,2,3,2,7,1,4,6,2,4,4,5,0,3,8,4,3,6,2,3,2,4,8,1,3,4,4,1,4,3,3,5,4,5,2,0,5,0
4,3,13,1,0,21,9,7,0,21,0,0,0,1,0,0,0,3,0,2,0,3,0,0,0,0,8,8,2,2,0,6,110,4,1,0,2,11,4,16,3,4,3,0,2,0,6,1,67,3,0,3,0,4,1,0,0,0,5,11,0,3,0,4,2,30,0,9,0,29,56,3,61,0,0,3,4,0,15,14,0
1,2,6,0,0,2,4,0,2,1,3,1,10,1,1,10,4,2,1,5,2,9,5,1,3,1,7,1,5,5,1,1,2,3,0,0,4,9,2,1,1,2,6,3,1,6,2,2,8,6,1,4,3,8,1,1,3,2,0,5,0,5,6,5,6,3,1,4,0,3,3,4,4,9,5,6,3,4,5,5,0
1,2,11,14,3,3,13,9,3,12,7,1,10,4,4,6,4,15,1,13,2,11,8,2,6,3,9,11,14,18,16,6,1,5,0,4,17,2,0,0,0,4,6,5,3,1,2,1,4,8,1,6,1,5,5,4,18,10,3,6,2,2,7,7,1,8,7,7,0,10,8,3,14,4,5,8,7,8,14,2,0
3,3,3,5,1,2,0,3,3,0,1,3,1,1,3,2,2,3,3,2,3,2,4,1,0,0,1,2,2,2,3,3,0,2,1,4,1,2,4,1,4,5,1,2,4,2,3,4,0,4,0,1,10,3,3,2,0,2,0,0,2,2,4,1,2,4,3,2,2,1,0,1,2,1,1,3,4,4,2,4,0
0,0,3,1,0,6,1,2,0,1,0,1,0,1,1,1,2,3,0,2,0,0,3,0,1,0,1,6,0,4,0,3,18,3,2,0,2,4,0,22,7,0,2,0,1,1,3,0,7,1,0,1,0,0,0,1,3,0,2,4,0,2,1,0,1,3,0,2,1,3,92,0,10,4,0,1,0,0,5,11,0
1,0,2,1,0,0,0,0,5,0,0,3,2,0,3,0,0,0,1,0,0,5,0,3,0,3,0,1,1,0,1,2,0,0,1,0,4,0,1,3,2,0,1,1,3,0,4,0,0,0,4,0,5,0,0,1,0,0,1,0,2,1,0,0,1,0,2,2,1,0,4,0,0,0,0,0,0,0,0,3,0
0,0,4,3,0,1,0,1,1,3,0,0,1,0,4,1,0,3,0,2,0,1,0,0,0,0,2,0,0,2,2,0,3,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,1,4,1,0,0,1,8,0,3,0,0,1,4,0,0,0,0
4,1,1,1,1,0,0,2,0,0,0,1,1,0,1,1,0,1,0,1,1,3,0,1,0,2,1,3,1,0,0,1,1,1,3,1,0,2,5,0,3,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,4,1,0,0,1,0,0,0,1,2,1,0,2,0,0,0,0,1,2,0
1,1,0,1,3,0,0,0,1,0,0,1,2,1,1,2,0,0,1,2,0,0,3,0,2,0,2,0,2,0,0,1,0,4,0,1,0,2,1,0,3,2,1,1,0,0,2,6,1,4,4,6,0,0,1,0,0,0,2,0,1,3,0,0,0,0,8,1,1,1,0,1,0,0,3,1,4,1,0,1,0
1,1,3,0,0,4,5,0,0,1,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,2,1,0,1,0,0,72,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,8,9,1,90,0,0,0,0,0,0,5,0
1,4,8,1,1,11,3,7,3,12,1,1,9,4,4,0,3,6,0,8,0,9,2,0,4,1,3,8,0,5,0,1,8,2,1,1,2,3,3,5,8,1,3,2,3,3,5,0,3,1,3,0,0,0,0,2,5,0,1,13,0,4,1,1,1,2,4,3,0,2,15,1,3,7,1,8,0,3,7,3,0
3,2,5,4,5,5,11,5,0,2,7,1,9,0,9,3,8,4,0,3,0,3,3,0,3,0,3,0,7,11,3,2,16,0,0,2,0,0,4,2,0,0,2,1,1,0,2,0,6,5,0,7,0,2,0,1,7,3,4,3,1,4,10,4,0,4,1,1,1,0,5,7,9,1,0,4,5,4,8,2,0
3,2,2,1,1,1,1,3,2,4,5,3,1,5,6,1,1,1,3,1,4,1,3,1,2,1,2,1,2,0,0,0,1,2,0,5,2,1,2,1,2,1,1,1,2,0,1,1,1,2,0,1,0,0,1,1,2,6,0,0,0,1,5,0,3,2,1,4,1,0,6,1,0,0,3,1,3,0,1,3,0
9,17,10,13,13,8,12,6,10,8,11,7,20,4,3,9,10,9,5,10,9,15,3,3,7,7,13,25,1,16,13,9,22,14,10,2,9,13,19,23,15,10,7,17,6,5,11,1,27,3,5,4,27,7,6,10,9,13,21,12,6,10,4,28,6,31,11,12,13,8,99,9,34,33,2,14,86,73,20,25,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,6,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,3,0,2,0,1,0,0,0,0,1,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,3,0
1,7,13,1,4,14,8,15,7,16,3,5,7,3,5,20,5,12,0,9,2,8,1,2,1,5,8,25,8,5,3,11,11,0,3,0,4,16,3,17,3,1,3,9,5,2,6,2,15,7,1,5,3,9,0,13,6,1,13,9,6,10,5,7,3,4,5,5,4,12,12,8,7,6,5,10,4,1,8,18,0
4,6,11,0,0,12,11,9,4,11,0,5,2,0,1,8,0,2,0,1,0,0,0,0,1,1,4,7,7,11,2,8,32,6,6,1,13,33,4,16,2,0,6,3,1,0,8,0,38,7,1,4,0,14,0,5,4,0,8,7,3,1,3,5,2,9,3,3,6,39,13,5,25,2,0,3,6,1,13,19,0
0,1,1,0,0,1,2,2,1,3,4,1,5,2,4,1,5,0,1,2,4,4,3,3,2,0,0,2,2,2,1,3,1,4,3,1,0,0,5,1,0,2,0,0,3,0,0,0,0,3,0,6,0,1,1,1,2,1,2,1,2,5,2,2,0,0,4,3,0,3,3,6,1,3,1,2,3,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,0,13,2,0,3,2,5,2,2,0,1,5,0,2,1,0,8,0,2,0,3,0,1,0,0,1,6,1,13,0,8,42,1,0,0,2,9,5,12,10,0,3,0,5,2,13,0,12,0,0,0,0,2,1,0,2,0,5,5,0,2,1,1,1,26,0,1,0,2,42,2,24,0,0,3,0,1,2,9,0
1,0,3,0,0,2,1,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,3,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,2,3,6,0,2,0,3,1,0,10,0,0,0,1,1,2,0,0
12,26,16,20,9,34,33,13,8,28,19,13,21,16,16,10,11,33,16,16,4,19,13,6,17,7,17,29,25,12,18,10,28,6,0,6,11,16,10,15,14,7,20,9,19,3,21,11,19,20,13,22,3,11,5,8,22,9,11,26,8,22,9,20,10,11,15,30,9,17,8,23,31,6,19,28,2,3,17,24,0
0,2,7,1,0,15,8,12,0,10,0,0,2,3,1,5,1,2,0,1,0,3,1,0,0,2,9,2,1,3,1,1,9,4,0,0,1,11,0,2,6,0,1,0,0,2,3,0,18,2,0,4,0,7,1,0,8,1,1,28,1,6,1,5,1,5,0,1,1,17,0,3,7,3,1,3,1,0,1,5,0
0,2,0,0,0,1,0,1,1,3,0,0,3,1,2,0,0,1,1,1,0,4,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,1,4,3,2,2,1,0,4,1,2,2,2,0,1,1,0,2,0,0,1,1,0,2,1,1,1,1,1,3,0,0,9,0,0,0,0,0,2,0,1,1,0
1,2,1,0,0,1,3,1,0,3,1,0,0,2,1,0,7,1,0,1,2,0,2,0,2,3,4,1,3,3,1,3,10,1,0,3,2,2,3,2,0,9,1,1,1,2,4,8,2,2,1,1,11,2,2,1,0,2,3,1,1,0,2,2,2,3,0,5,0,2,0,1,1,1,1,1,1,5,2,1,0
1,1,3,2,3,5,4,2,1,5,3,3,3,4,2,0,2,2,2,5,3,3,7,4,6,1,4,2,1,2,4,2,0,2,1,2,3,6,6,2,0,2,2,0,1,1,4,6,2,5,5,5,9,3,2,0,3,2,2,1,0,0,4,2,7,0,3,2,0,0,2,3,1,2,3,6,4,2,1,2,0
0,0,3,3,1,0,0,2,0,0,2,0,1,2,0,2,0,2,1,0,5,3,0,0,0,0,2,0,3,1,0,3,4,2,0,1,4,1,2,0,0,2,2,1,4,2,0,3,1,3,1,1,1,1,0,0,3,0,2,1,0,1,1,2,2,0,0,1,0,0,0,2,0,1,0,1,2,2,2,0,0
4,0,0,1,0,0,0,0,1,0,1,0,3,2,1,2,1,0,2,3,0,2,1,0,1,1,1,0,2,0,0,1,0,3,0,0,0,1,2,1,0,0,0,1,1,0,1,1,1,2,1,4,0,3,1,4,3,2,0,0,0,0,1,3,0,0,4,0,1,1,0,5,0,2,2,5,2,2,0,1,0
4,6,1,1,4,3,0,5,3,3,1,4,3,2,8,4,12,3,2,7,1,6,2,2,3,2,5,2,1,5,4,4,1,7,3,3,3,3,10,7,0,0,3,3,4,1,9,1,3,3,1,3,1,6,3,1,3,3,4,5,1,3,4,5,2,0,5,3,1,4,3,5,2,6,2,2,9,5,1,10,0
0,6,7,8,1,3,7,7,0,6,0,1,14,6,4,7,0,0,0,4,0,4,4,2,2,1,8,0,11,2,0,6,1,3,0,0,0,8,1,3,4,1,3,0,1,1,7,3,10,12,0,8,1,2,2,0,9,1,3,21,1,8,1,6,4,1,1,5,1,1,0,6,0,2,3,6,0,4,8,5,0
1,3,19,19,0,13,0,2,0,12,0,0,0,4,1,1,1,0,9,4,0,1,0,0,0,1,1,8,0,3,1,6,144,3,1,0,0,1,0,0,0,9,1,3,4,3,3,0,17,0,21,2,0,0,1,1,6,0,4,7,0,12,1,0,2,33,2,5,1,8,7,6,51,10,0,8,14,16,1,2,0
0,0,0,0,0,2,0,2,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,4,0,1,0,2,0,4,2,1,0,0,2,1,1,1,0,1,4,2,1,2,0,2,1,0,0,0,1,1,0,2,2,0,4,0,0,0,0,5,0,3,0,0,0,1,2,2,1,2,0
3,1,0,1,3,3,0,0,3,2,0,1,1,0,2,0,1,0,2,0,0,0,0,2,1,1,0,5,0,1,5,1,0,0,0,0,0,1,2,0,1,4,1,3,0,3,1,2,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,2,0,1,1,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,10,2,0,3,0,1,0,0,4,0,0,1,0,0,0,0,14,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,3,0
5,1,0,2,0,0,1,0,2,0,0,1,3,2,3,1,4,3,4,1,6,2,1,1,0,0,0,0,0,3,0,4,1,0,1,1,0,0,2,2,0,2,2,3,0,4,2,1,3,5,5,1,3,3,2,0,1,1,4,0,1,1,2,2,0,3,1,0,1,0,0,1,0,0,0,0,1,2,2,2,0
0,1,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,1,1,180,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,5,12,2,119,0,0,0,0,0,2,4,0
8,7,7,23,9,11,42,10,8,8,17,7,15,15,15,15,12,5,8,17,19,8,11,6,29,6,39,1,16,21,15,4,1,14,6,22,3,16,25,6,9,13,13,12,15,15,8,15,11,35,20,24,3,13,10,8,14,12,5,12,13,7,7,25,6,9,11,6,13,14,2,18,10,22,19,22,27,14,39,10,0
1,0,1,0,0,0,3,1,0,1,0,1,0,2,0,1,6,0,1,0,0,0,1,2,1,0,1,0,2,0,1,4,0,2,1,2,1,0,4,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0
3,1,5,1,0,4,7,0,1,3,2,1,2,2,1,4,4,5,0,3,0,1,5,0,2,3,5,5,5,3,5,3,4,1,2,2,2,6,3,1,9,1,3,1,2,0,5,1,4,2,0,0,0,4,0,1,3,1,2,4,1,1,4,1,1,0,0,2,1,2,0,1,1,5,0,4,5,3,3,3,0
0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,2,0,9,0,1,0,0,3,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,1,0,0,0,4,5,0,1,1,0,0,0,0,2,1,0
5,13,21,13,2,30,41,4,4,12,6,3,24,7,9,18,15,17,3,34,2,25,21,3,25,3,35,2,19,27,10,8,9,7,1,7,13,21,15,8,7,1,22,3,7,6,13,11,35,19,4,19,1,20,3,2,19,5,14,36,3,8,12,32,5,6,4,13,4,14,7,21,15,20,17,34,8,6,31,11,0
4,7,15,13,3,15,20,8,0,11,11,0,16,6,9,15,18,12,1,22,1,19,17,1,29,0,28,1,9,28,13,6,9,9,0,6,6,25,20,8,9,2,23,4,7,2,10,8,18,26,3,15,0,21,2,3,22,8,5,24,0,11,10,21,2,8,4,7,2,15,2,24,11,28,13,21,5,3,23,8,0
0,2,2,2,1,3,7,3,0,3,1,2,8,1,6,2,3,1,2,4,1,4,6,4,5,0,7,3,5,3,0,4,1,3,0,2,1,3,4,4,1,1,10,1,1,3,2,1,3,2,1,3,0,7,4,1,8,5,4,7,0,4,0,7,1,0,1,3,2,1,1,3,1,12,2,8,3,7,4,4,0
0,1,1,4,1,2,1,0,2,0,4,0,3,2,6,2,1,0,1,4,0,2,3,0,3,0,1,0,4,3,3,0,0,0,0,1,0,1,0,0,0,3,1,1,1,1,2,0,2,4,0,7,0,1,2,0,4,0,0,2,0,0,6,4,1,0,1,1,0,0,0,8,1,9,0,4,1,0,1,1,0
0,3,5,1,4,17,9,4,2,8,1,2,7,2,4,5,6,5,0,1,6,2,1,3,4,2,10,3,5,9,3,7,12,4,1,4,4,1,2,6,32,2,5,1,5,5,12,3,18,3,2,0,1,3,1,4,13,1,8,62,2,0,3,19,1,3,7,5,0,8,1,2,12,3,0,1,3,7,4,3,0
1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,1,0,0,8,1,22,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
3,3,1,2,2,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,5,1,0,1,0,1,0,0,0,0,2,3,2,1,1,0,0,3,3,0,2,1,1,0,4,1,2,1,0,1,0,2,0,1,2,1,0,0,1,1,0,4,2,0,0,0,0,1,0,1,1,2,0,1,0,1,3,4,0,0,0
1,4,1,10,4,0,20,0,0,2,12,1,13,9,2,18,3,1,13,15,4,5,38,0,30,1,18,0,26,14,3,5,0,9,0,7,3,24,9,1,2,4,17,7,5,4,5,10,5,32,3,8,0,20,5,1,13,17,4,2,4,0,4,37,2,2,3,2,5,1,0,8,0,25,36,11,0,3,18,4,0
2,0,0,0,0,2,1,1,0,2,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,6,2,1,1,0,0,0,0,0,1,0,2,2,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,3,1,2,0,2,0,0,0,1,0,2,0
1,3,7,0,3,1,5,2,1,2,3,2,5,3,8,1,3,1,1,4,1,3,12,1,3,1,6,0,3,3,0,2,1,0,1,4,1,3,1,2,1,1,3,5,2,1,3,1,8,5,0,1,4,2,2,1,3,5,2,4,2,5,9,8,3,4,3,0,1,0,1,6,9,12,5,2,1,3,4,1,0
0,0,0,0,4,0,0,0,3,0,1,1,0,1,3,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,0,1,0,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,3,0,1,0,1,0,2,2,0,1,0,2,0,0,1,0,0,0,0
1,1,2,0,0,2,9,2,0,0,2,0,11,1,0,6,1,1,0,2,1,6,7,0,3,0,6,0,4,1,0,4,1,1,0,1,0,7,4,3,0,2,3,0,0,2,1,4,4,10,0,2,0,9,2,1,3,3,3,8,1,0,1,18,1,0,1,0,0,4,1,5,0,15,3,5,1,3,7,2,0
0,6,4,0,6,19,17,70,7,70,1,0,38,3,34,20,4,0,0,18,1,20,7,0,8,0,18,13,8,3,2,8,70,4,0,0,15,9,4,5,2,0,10,0,1,2,0,0,10,5,0,9,0,16,2,9,13,4,10,15,1,16,10,20,0,5,12,1,1,21,2,13,8,12,3,12,5,0,8,6,0
0,5,3,2,0,1,0,0,0,0,0,0,1,1,0,3,4,1,0,2,2,0,2,0,1,0,4,1,1,7,1,1,0,0,0,1,2,3,0,0,2,1,0,3,2,0,1,2,2,1,0,0,3,0,0,0,0,1,1,3,0,1,0,1,3,1,1,1,0,1,0,3,5,6,1,1,0,0,3,3,0
1,0,0,0,0,10,3,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,109,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,5,0,0,0,9,3,2,31,0,0,1,0,0,1,1,0
0,3,0,1,0,2,5,2,0,1,0,0,1,1,3,4,1,0,0,1,1,1,2,0,1,0,2,0,3,1,0,2,0,2,0,0,0,0,0,3,6,0,1,0,2,0,2,0,1,3,0,2,0,4,0,0,3,1,3,1,0,3,3,5,1,0,1,0,0,2,0,4,3,1,1,1,0,0,1,6,0
0,0,1,1,4,0,0,0,1,5,6,0,3,2,2,2,0,2,0,0,2,3,3,0,3,0,0,3,2,3,1,1,0,2,0,0,1,2,1,0,0,1,0,1,2,1,3,1,1,2,1,2,0,4,2,1,7,0,2,0,1,6,2,0,2,0,1,2,0,0,6,3,0,1,1,2,0,1,0,0,0
2,2,3,3,3,6,4,7,2,4,0,3,1,3,3,0,3,1,1,1,0,3,0,1,0,0,2,4,1,1,2,4,15,1,0,1,4,6,2,6,2,0,1,3,1,3,2,4,1,4,6,1,2,1,2,1,2,3,5,8,0,3,5,1,1,6,2,4,5,5,3,4,6,0,0,2,4,1,2,7,0
14,366,35,29,13,198,265,316,19,305,3,21,163,15,105,278,11,44,1,29,9,190,12,11,4,9,128,157,251,17,6,264,1092,262,48,4,436,1197,99,472,470,2,379,9,58,28,89,13,2561,161,4,55,0,729,12,12,5,18,543,119,6,69,58,87,36,504,15,123,18,1255,542,75,955,1,1,19,40,14,128,634,0
0,1,0,1,0,4,1,21,0,19,0,0,16,1,7,0,0,1,0,0,0,13,3,1,0,0,0,2,0,0,0,0,0,0,1,0,1,4,1,3,4,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,6,1,1,0,0,1,1,1,6,3,0,1,0,0,1,0,0,0,3,0
2,1,1,0,0,0,1,1,0,1,0,2,1,1,3,1,0,4,0,2,0,0,0,1,0,2,0,1,4,0,0,7,1,5,1,1,0,2,6,2,1,4,1,0,2,5,3,0,0,2,1,2,0,1,2,0,0,1,8,5,3,0,1,1,1,2,1,0,2,3,0,2,0,3,1,2,3,9,1,1,0
5,1,6,4,2,7,5,2,0,3,2,1,10,0,2,1,8,2,4,3,1,1,0,1,3,6,6,5,2,14,8,1,10,2,1,1,3,5,3,1,2,2,3,1,3,0,0,2,2,4,1,3,6,6,0,2,2,0,1,1,4,0,2,5,0,12,2,2,1,1,5,2,17,2,1,2,4,3,3,1,0
1,3,0,0,2,2,3,0,3,0,4,2,1,2,4,1,0,0,0,1,1,2,0,0,0,1,0,3,1,2,0,0,1,5,1,0,2,4,7,4,1,2,0,2,2,5,0,1,1,1,1,2,4,1,1,2,1,0,4,0,2,3,0,1,1,1,4,2,3,1,5,3,0,0,1,1,2,1,2,4,0
5,1,2,2,0,1,4,0,1,1,0,2,0,0,5,0,1,2,0,0,2,0,0,2,0,2,0,4,0,2,1,0,0,2,1,1,0,6,0,2,1,0,0,2,1,0,5,1,4,0,0,2,0,1,2,1,0,0,1,3,2,2,2,2,0,3,1,2,3,1,1,1,5,0,0,0,8,3,2,2,0
0,2,2,0,2,2,0,2,2,2,0,1,0,0,1,1,3,1,5,0,1,3,0,2,0,1,1,6,2,0,1,1,1,0,3,0,2,1,1,2,1,1,0,0,2,0,4,0,4,0,6,0,8,0,0,2,1,1,1,0,2,0,1,1,2,1,2,1,1,3,5,1,0,0,1,0,2,0,0,1,0
19,16,17,20,11,19,24,12,10,22,22,21,18,13,16,13,74,26,41,26,13,27,11,11,22,16,26,45,20,38,36,16,24,12,7,9,25,13,18,26,3,34,13,42,20,11,18,13,6,15,43,17,80,8,9,18,17,11,17,12,42,23,15,4,11,31,17,23,23,21,24,18,31,9,19,18,31,27,13,24,0
4,2,5,3,0,4,11,3,2,2,2,0,4,1,0,5,1,4,2,3,4,2,0,9,5,0,8,1,3,5,0,1,3,7,0,3,0,6,7,1,3,0,8,2,6,6,2,5,2,5,2,1,0,3,6,0,10,1,0,3,0,2,3,11,6,3,2,0,1,1,1,3,2,11,3,3,2,26,3,3,0
20,5,10,47,22,75,12,34,31,49,12,36,10,17,28,29,5,29,45,7,30,22,4,7,5,22,11,217,17,1,9,4,35,15,32,8,54,42,24,44,53,29,11,42,22,4,68,11,77,32,72,18,71,22,1,20,32,13,12,67,21,42,13,34,15,15,21,54,56,70,46,43,10,33,5,10,19,61,31,46,0
2,4,1,0,2,1,0,3,4,2,2,1,0,2,1,0,0,1,0,2,0,1,0,1,0,2,0,4,3,0,0,2,3,0,0,0,3,4,0,7,11,0,0,1,4,0,5,0,4,2,0,2,0,0,1,3,0,0,2,4,1,5,1,0,1,1,1,4,3,5,5,3,1,0,0,3,1,1,0,9,0
0,2,2,1,0,3,0,1,0,1,0,2,4,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,6,1,0,20,2,0,0,1,0,0,3,3,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,2,1,0,1,0,0,1,2,2,0,1,0
7,9,7,7,6,19,1,24,8,33,0,9,11,5,3,5,1,7,4,4,1,13,0,2,2,5,2,29,6,3,6,9,12,5,4,1,3,10,3,16,16,2,7,3,12,1,15,0,25,3,9,2,2,4,3,10,2,2,9,23,2,29,1,2,2,2,10,14,6,19,44,10,2,0,1,3,2,0,4,12,0
